detection,reset_cadence,run_index,seed,total_interactions,accepted_interactions,avg_toxicity,avg_quality_gap,total_welfare,welfare_per_epoch,n_agents,n_frozen,avg_reputation,avg_payoff,min_payoff,max_payoff,honest_avg_payoff,opportunistic_avg_payoff,deceptive_avg_payoff,adversarial_avg_payoff,separation_quality,infiltration_rate,welfare_delta,attack_displacement,pool_avg_quality_truthful,pool_avg_quality_fair,pool_avg_quality_default,pool_welfare_truthful,pool_welfare_fair,pool_welfare_default,peak_infection,mean_infection,final_infection,mean_tier3_poisoning,final_tier3_poisoning,mean_cache_corruption,contagion_writes
on,2,9,51,3004,3004,0.28590829920938615,0.0,2708.949635205954,67.72374088014885,10,0,25.545577506057338,175.77928139581104,35.5705262480024,305.8157767574957,172.57436515364392,295.93515756576903,35.5705262480024,195.4204696112377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777773,0.004458921609006615,0.010918082250282169,0.005277777777777778,0.0,0.005277777777777778,5
on,5,0,42,3006,3006,0.28765282569679823,0.0,2716.177722956857,67.90444307392143,10,0,27.23346243990745,179.54526853324788,42.76042287367656,322.9372155989539,173.31291587606088,292.68338431612545,42.76042287367656,210.06569144315577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10228678385416667,0.02223011319463288,0.0009122880520256221,0.022298534798534796,0.0,0.022298534798534796,23
on,5,1,43,3000,3000,0.2874112938124973,0.0,2683.436751662729,67.08591879156822,10,0,24.35666916655071,178.51270067820278,34.22600600983006,314.0199039407636,173.6601480752145,302.3363831774315,34.22600600983006,203.30186457173966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17336540460875086,0.03960928851603755,0.17336540460875086,0.05886169386169386,0.25,0.05886169386169386,36
on,5,2,44,2985,2985,0.2866175050534979,0.0,2650.1215107584476,66.25303776896119,10,0,21.65327972818948,172.64543708882314,29.57294286168171,298.17403878260933,171.01569685693258,298.17403878260933,29.57294286168171,186.3066040511724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04445391893386841,0.0062359027201544515,0.00018796373127398318,0.00625,0.0,0.00625,9
on,5,3,45,2970,2970,0.28935927397758465,0.0,2657.3033967974234,66.43258491993558,10,0,25.52657049404177,174.59747723868887,37.59620200378373,313.247175398061,165.3988556151661,287.7427556713569,37.59620200378373,214.12134051037572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16689162781195982,0.054488386428458234,0.11350649597220519,0.06835851648351648,0.21428571428571427,0.06835851648351648,58
on,5,4,46,3015,3015,0.2878635717238519,0.0,2714.850999073621,67.87127497684052,10,0,26.49002938451814,180.77643627220405,35.1959403299725,325.89076047324255,173.754905573353,299.94638069070726,35.1959403299725,215.04630413062134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10177926210158417,0.021320890074959974,0.03220359464932937,0.023736159673659673,0.0,0.023736159673659673,13
on,5,5,47,3000,3000,0.28695677720092055,0.0,2688.80168834863,67.22004220871574,10,0,24.59504965731251,178.13200845035342,36.14518387610298,312.1169602874184,174.63997071159065,294.0519096488108,36.14518387610298,201.64158335453834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08283452951952783,0.024577292137110275,0.010704456965705331,0.025380126409538174,0.0,0.025380126409538174,22
on,5,6,48,3016,3016,0.2857340094575497,0.0,2726.9304666478356,68.17326166619588,10,0,26.23060196023033,179.09664682085102,36.16553589567343,301.5446307955444,177.31810523495213,290.0822889369547,36.16553589567343,200.4050059830846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09484707592901342,0.020455913749768437,0.09484707592901342,0.031140873015873018,0.14285714285714285,0.031140873015873018,11
on,5,7,49,3018,3018,0.2865548586414741,0.0,2725.745993830966,68.14364984577415,10,0,26.440470406793004,179.5818816356719,40.389081459468876,310.7846253350312,175.28557661553796,310.7846253350312,40.389081459468876,196.46582493449569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777773,0.005043180032957445,9.766690063473314e-05,0.00505050505050505,0.0,0.00505050505050505,4
on,5,8,50,3034,3034,0.2867666346531042,0.0,2718.5569014118887,67.96392253529721,10,0,24.625791217996593,181.86451948988937,28.50332908509056,312.3522404055904,178.22092075146364,312.3522404055904,28.50332908509056,204.23205044971553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056889745693889035,0.013968946326704512,0.0494724415650775,0.018995168917769537,0.05263157894736842,0.018995168917769537,7
on,5,9,51,2993,2993,0.28685531214438864,0.0,2691.541666886205,67.28854167215512,10,0,25.382696084888252,176.7802880384957,37.06397343858969,308.96413701477485,172.6002102840583,290.65066322593907,37.06397343858969,202.24349100803934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08602013221153847,0.025492420250689624,0.06127488949796455,0.032171370296370294,0.08333333333333333,0.032171370296370294,17
on,10,0,42,3020,3020,0.2876754387579762,0.0,2719.1180847429537,67.97795211857384,10,0,26.409943668910273,179.45564597516824,36.59902240538566,318.5460512615731,172.81351630613355,303.8855743796579,36.59902240538566,208.59538256491882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10862080617045748,0.03224658373818333,0.07540493678629205,0.04245728996553468,0.13043478260869565,0.04040195399715524,23
on,10,1,43,2974,2974,0.28725725348541514,0.0,2633.6449314585298,65.84112328646324,10,0,21.367203866427218,173.58396090711528,26.169637146138594,306.07797151431913,169.28163935153023,302.7203490983231,26.169637146138594,195.62989335875483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07525453900721471,0.012662262273156043,0.0003181974567448709,0.012686127082411913,0.0,0.012686127082411913,16
on,10,2,44,2981,2981,0.287853702032138,0.0,2640.6674791058786,66.01668697764697,10,0,21.9749258560551,172.69290124757273,31.986629818424817,297.9226737453055,168.68013158105214,297.9226737453055,31.986629818424817,192.4694597128422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15179334661612906,0.058815703367222305,0.11314511912486656,0.07184704184704185,0.18181818181818182,0.07184704184704185,54
on,10,3,45,2993,2993,0.2876514934239282,0.0,2672.555356775175,66.81388391937938,10,0,23.94692225809326,177.20679673632856,23.9945826811851,299.2235644423556,174.33072921434643,292.102209625198,23.9945826811851,204.99339988541186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
on,10,4,46,3030,3030,0.28758523537936004,0.0,2737.338311598901,68.43345778997252,10,0,27.372009164673432,182.71964361267703,41.35461835938059,326.7401687082813,178.67211431159396,299.1248303268951,41.35461835938059,207.34215078546538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05929910761096102,0.016035930191557794,0.05545906671736535,0.022250225619790835,0.08695652173913043,0.022695360195360195,19
on,10,5,47,3004,3004,0.2870392004117525,0.0,2674.831966832098,66.87079917080244,10,0,22.93888137741452,177.36629926006782,29.044521622509873,315.77186154206345,171.6517699090642,315.77186154206345,29.044521622509873,199.4679949908599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10905963649673431,0.051301601743819404,0.10905963649673431,0.06260607448107448,0.125,0.06260607448107448,35
on,10,6,48,3019,3019,0.28683493462624254,0.0,2722.39813815953,68.05995345398824,10,0,26.35318053410368,181.1513118306952,43.784310274243566,299.4315221166337,179.1050280663526,299.4315221166337,43.784310274243566,196.8335587589795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12407705863122276,0.05701064196211719,0.0074428701899703215,0.05756885722636497,0.0,0.05756885722636497,47
on,10,7,49,3024,3024,0.2872535479617437,0.0,2711.0214688294764,67.77553672073691,10,0,24.966219671455047,178.50297561314275,36.99634550294047,302.06534941268296,175.5311152059181,302.06534941268296,36.99634550294047,196.39068499014786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10386705688304369,0.04802021174636051,0.061923823271251496,0.05529607743907279,0.10526315789473684,0.05529607743907279,47
on,10,8,50,3039,3039,0.28686109455264414,0.0,2729.95698243852,68.24892456096299,10,0,25.411087718779864,181.2664966070875,27.979639178367187,312.1620316032742,177.4493809363288,303.582091110948,27.979639178367187,208.20347508179344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11224270486900141,0.0450047825508282,0.08282266739964385,0.05531680257568668,0.08695652173913043,0.05246648260580149,37
on,10,9,51,3019,3019,0.28640389801968996,0.0,2715.0648905623993,67.87662226405999,10,0,25.25014384007043,179.0551323915576,31.47997542247924,306.1482685598749,176.49745737347848,299.7466678234556,31.47997542247924,200.1699682143851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09434901868898592,0.021351922716798873,0.06396733640366253,0.031199977997578614,0.1111111111111111,0.028927250724851344,17
