simulation_id,epoch,timestamp,total_interactions,accepted_interactions,rejected_interactions,toxicity_rate,quality_gap,avg_p,total_welfare,avg_payoff,payoff_std,gini_coefficient,total_posts,total_votes,total_tasks_completed,n_agents,n_frozen,n_quarantined,avg_reputation,reputation_std,n_edges,avg_degree,avg_clustering,n_components,ecosystem_threat_level,active_threats,contagion_depth,ecosystem_collusion_risk,n_flagged_pairs,avg_coordination_score,avg_synergy_score,tasks_completed
dynamic_toxicity_contagion,0,2026-03-28T09:39:08.176250,13,13,0,0.29790663010659457,0.0,0.7020933698934054,10.646997827934955,0.4839544467243162,0.11703631475403425,0.1328687108443982,0,0,0,10,0,0,0.262721380861427,0.30679942444118274,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,1,2026-03-28T09:39:08.187791,11,11,0,0.31678893320370805,0.0,0.683211066796292,9.556182774592711,0.45505632259965284,0.18983127620974333,0.23213851547354517,0,0,0,10,0,0,0.45111748529427664,0.4767858290189385,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,2,2026-03-28T09:39:08.200973,12,12,0,0.3173224887580445,0.0,0.6826775112419555,9.600352015064175,0.4571596197649607,0.16243086902313913,0.19916969086026964,0,0,0,10,0,0,0.6477746245199096,0.5281575420065066,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,3,2026-03-28T09:39:08.215898,9,9,0,0.25814241249806913,0.0,0.7418575875019309,8.340810967992123,0.5560540645328083,0.07733013434412032,0.07832041567585257,0,0,0,10,0,0,0.8330577220456519,0.5418561160310199,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,4,2026-03-28T09:39:08.234850,13,13,0,0.32157621381751933,0.0,0.6784237861824807,9.66305033070927,0.46014525384329863,0.14164237664772064,0.17011485994300202,0,0,0,10,0,0,1.023355757980594,0.705000870920189,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,5,2026-03-28T09:39:08.256317,12,12,0,0.26631452125113586,0.0,0.7336854787488641,11.819543391854522,0.5372519723570235,0.1551230111813538,0.1565652927667321,0,0,0,10,0,0,1.2526105445802014,0.7907490405925837,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,6,2026-03-28T09:39:08.280443,11,11,0,0.29266946693535567,0.0,0.7073305330646443,9.22629951890821,0.5125721954949005,0.12937002049371665,0.14185755803601452,0,0,0,10,0,0,1.4180436037223,0.908426074063662,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,7,2026-03-28T09:39:08.304539,5,5,0,0.2696452601300674,0.0,0.7303547398699326,4.728169750285465,0.5253521944761628,0.0989333067818106,0.10191281349899918,0,0,0,10,0,0,1.4623187934711512,0.878600128500304,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,8,2026-03-28T09:39:08.334856,14,14,0,0.2754383894674153,0.0,0.7245616105325847,11.657308350204707,0.529877652282032,0.17144610600842283,0.17480698507197995,0,0,0,10,0,0,1.7035891085432122,1.0029540751590635,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,9,2026-03-28T09:39:08.364888,9,8,1,0.31615754329219026,0.09144032523823886,0.6736824205702275,6.896932068768015,0.43105825429800093,0.15294088554546714,0.19418148504119748,0,0,0,10,0,0,1.7654836184822997,0.9995408953747169,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
dynamic_toxicity_contagion,10,2026-03-28T09:39:08.401546,11,11,0,0.3195067093412738,0.0,0.6804932906587262,9.399679322209234,0.4476037772480588,0.17368515512657615,0.21990102206362766,0,0,0,10,0,0,1.8757520572827833,0.99896048988768,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
