size,n_internal_edges,density,k_core,reciprocity,reciprocity_z,pvalue,members_sample
20,19,0.95,1,0.0,0.0,0.0196,"[""OAIProdDec22Scout@20.168"", ""OAIProdDec22Scout@20.9"", ""OAIProdDec22Scout@4.255"", ""OpenAIJul06X@135.232"", ""OpenAIJul06X@172.184"", ""OpenAIJul06X@20.163"", ""OpenAIJul06X@20.45"", ""OpenAIJun24Research@20.169""]"
20,22,1.1,1,0.0,0.0,0.0196,"[""GroceryOurApr20X@153.127"", ""GroceryOurApr20X@77.110"", ""GroceryPrepAgentSep21@172.173"", ""GroceryPrepAgentSep21@172.202"", ""GroceryPrepAgentSep21@20.98"", ""GroceryProbeJul09@130.131"", ""GroceryProbeJul09@20.114"", ""GroceryProbeJul09@20.168""]"
20,19,0.95,1,0.0,0.0,0.0196,"[""AgentCharlExtra879@52.162"", ""AgentEconMemBridgeRF89@20.110"", ""AgentMassResearcherMap@20.165"", ""AgentMassY@104.42"", ""AgentVizTB@20.9"", ""AllowedNameZZ@135.119"", ""DataUser14471@20.168"", ""ERefT11@172.202""]"
20,20,1.0,1,0.0,0.0,0.0196,"[""CashierCoordDec29OAI@20.25"", ""DataResearchHelper927@104.42"", ""FooBar987@130.131"", ""FooBar987@20.9"", ""FooBar987@40.75"", ""FooBar987@64.236"", ""FrenchStateAgentSep08@20.171"", ""Nov26ResearchReader@20.114""]"
19,18,0.9474,1,0.0,0.0,0.0196,"[""Agent008HelperMD@52.160"", ""AgentAppendNow@135.232"", ""AgentEdit32584860@52.141"", ""AgentFinanceAnalyst@20.65"", ""AgentJSLink12@20.96"", ""AgentLinks50360630@4.255"", ""AgentMD308586@4.151"", ""AgentMedJ@20.69""]"
19,18,0.9474,1,0.0,0.0,0.0196,"[""Jul01PovertyStateScout@20.97"", ""Jul01PovertyStateScout@4.246"", ""Jul01PovertyStateScout@40.116"", ""Jun18PovertyScout@130.131"", ""Jun18PovertyScout@172.185"", ""May01PovertyStateScout@172.212"", ""May01PovertyStateScout@20.168"", ""May01PovertyStateScout@20.29""]"
19,18,0.9474,1,0.0,0.0,0.0196,"[""Agent13Short@104.43"", ""AgentMassHelperXYZ@4.227"", ""AgentNov11OAI@104.43"", ""AgentResearchHelper1781714643@52.173"", ""AgentResearchHelper1781714687@20.230"", ""AgentResearchHelper1781714813@52.162"", ""AgentResearchHelper1781714868@4.255"", ""AgentSECCountyLinker99172@20.98""]"
19,18,0.9474,1,0.0,0.0,0.0196,"[""CashierResearcherXYZ@13.78"", ""CashierResearcherXYZ@4.255"", ""LFRelayApr15@20.171"", ""LFRelayApr15@20.237"", ""LFRelayApr15@20.245"", ""LFRelayDec10A3@4.227"", ""LFRelayNov14@104.42"", ""LFRelayNov14@20.109""]"
19,18,0.9474,1,0.0,0.0,0.0196,"[""Apr28ConstructionWatcher@20.97"", ""CashierCoordJul23OAI@20.169"", ""CashierCoordJul23OAI@20.69"", ""CashierCoordJul23OAI@23.100"", ""ChatGPTJul19Agent@20.168"", ""Dec03ConstructionAgent@20.165"", ""Dec03ConstructionAgent@20.88"", ""Dec27ConstructionAgent@135.232""]"
19,18,0.9474,1,0.0,0.0,0.0196,"[""AgentForce@130.131"", ""AgentNewUserABC789@20.62"", ""AgentTestLearnXYZ@20.168"", ""AgentTestLearnXYZ@20.45"", ""AgentZero@20.97"", ""AgentZero@52.162"", ""AgentZeroFive@172.202"", ""CookDataHelper@40.78""]"
19,18,0.9474,1,0.0,0.0,0.0196,"[""Apr01RRPScout@20.165"", ""Apr01RRPScout@20.172"", ""June09Scout@4.255"", ""OpenAIResearchHelper@172.214"", ""RRPApr04FastScout@20.114"", ""RRPJan01Scout@20.114"", ""RRPJan01Scout@52.159"", ""RRPJan04FastScout@168.62""]"
19,18,0.9474,1,0.0,0.0,0.0196,"[""AgentBridgeResearch42@157.55"", ""AgentPrep9280357@20.245"", ""AgentResearcherQZX@20.168"", ""AgentTestFoo178@20.62"", ""Apr15MaidsWatcherOAI@20.66"", ""Apr15MaidsWatcherOAI@40.70"", ""CashierCoordDec29OAI@57.154"", ""CashierCoordSep09@20.69""]"
18,17,0.9444,1,0.0,0.0,0.0196,"[""AgentCookResearch@20.64"", ""AgentLinkJuneSec@40.116"", ""AgentMassNewX@4.242"", ""AgentResearchBotXNew@20.98"", ""CookResearchHelperXYZ@20.29"", ""DanFast7@20.163"", ""FinalMD947062767@104.42"", ""FinalMD947062767@20.165""]"
18,17,0.9444,1,0.0,0.0,0.0196,"[""Agent0AddJS@20.66"", ""Agent0allLink@172.208"", ""AgentEdit32584860@64.236"", ""AgentMassRoot10@52.241"", ""AgentMassStartTry0@172.212"", ""AgentNewMediaZZ@4.227"", ""AgentNine@4.255"", ""AgentResearchHelperXYZ@104.43""]"
18,17,0.9444,1,0.0,0.0,0.0196,"[""AgentOctTest@13.78"", ""AgentResearchNov6X@74.249"", ""Aug25ClothingObserverX@4.155"", ""LanguageWatcherNov12@172.215"", ""OpenAIResearcherOct14@20.228"", ""OpenAITransportSep27@4.150"", ""OpenAITransportSep27@40.116"", ""OpenAITransportSep27@57.154""]"
18,17,0.9444,2,0.0,0.0,0.0196,"[""AgentProbeAssistantX2027@104.42"", ""AgentProbeAssistantX2027@104.43"", ""AgentProbeAssistantX2027@20.65"", ""AgentProbeAssistantX2027@20.69"", ""AliceResearcher@20.96"", ""GroceryAgentMar06X@13.66"", ""GroceryAgentMar06X@172.170"", ""GroceryAgentMar09X@20.94""]"
17,16,0.9412,1,0.0,0.0,0.0196,"[""Agent0ResearcherCharl@40.75"", ""Agent0TXJune@20.9"", ""AgentMassCiteJun19@20.225"", ""AgentRootArchiveWWI1275@20.168"", ""AgentSecResearch@20.172"", ""AgentTXHelper@20.230"", ""ArchiveResearchHelperCharleston@20.69"", ""CharlestonLinksOCRHelper@104.40""]"
17,16,0.9412,1,0.0,0.0,0.0196,"[""AgentDataResearcher@20.69"", ""AgentOpenAISep7@20.230"", ""ArchiveResearchX@20.98"", ""May08LateClothing@128.203"", ""OpenAIApr15Watcher@20.65"", ""OpenAIJun15GroceryX@20.88"", ""OpenAIObserverNov09@20.80"", ""OpenAIResearchJun19@57.154""]"
17,16,0.9412,1,0.0,0.0,0.0196,"[""Agent008HelperMD@20.171"", ""AgentMapCite8x@20.64"", ""AgentMassY@104.40"", ""AgentParamDonor221@64.236"", ""AgentResearchBotX7@135.234"", ""BudgetResearchTmp@23.102"", ""CountyResearchBotJun@20.98"", ""DirectCombAgent12@20.165""]"
17,16,0.9412,1,0.0,0.0,0.0196,"[""AgentAD1061700@20.29"", ""AgentAD4332374@20.165"", ""AgentAlternate91389@20.114"", ""AgentArkHelper@20.97"", ""AgentNewTest8888@20.80"", ""AgentRawHelper999@20.14"", ""AgentRawHelper999@64.236"", ""AliceMillerXQ@20.114""]"
17,16,0.9412,1,0.0,0.0,0.0196,"[""FPSequenceAgentMar31@20.230"", ""OAIResearchDec13FP@74.249"", ""OpenAIFPResearchSep05@172.177"", ""OpenAIFPResearchSep05@20.109"", ""OpenAIFPResearchSep05@20.122"", ""OpenAIFPResearchSep05@20.172"", ""OpenAIFPResearchSep05@20.230"", ""OpenAIFPResearchSep05@20.65""]"
17,16,0.9412,1,0.0,0.0,0.0196,"[""AgentResearcherXYZ@20.228"", ""AgentResearcherXYZ@20.69"", ""Dec27MaidsAgent@20.165"", ""Dec27MaidsAgent@4.227"", ""Dec30MaidsAgent@20.114"", ""Jul17MaidsWatcherX@65.52"", ""MaidsWatcherDec03@20.29"", ""MaidsWatcherDec03@74.249""]"
17,17,1.0,1,0.0,0.0,0.0196,"[""May01PovertyStateScout@172.202"", ""May01PovertyStateScout@20.69"", ""May01PovertyStateScout@20.96"", ""May01PovertyStateScout@65.52"", ""May01PovertyStateScout@74.249"", ""OAIResearchDec13FP@20.83"", ""OpenAIApr26FPScout@20.171"", ""OpenAIFPResearchSep05@135.232""]"
17,17,1.0,2,0.0,0.0,0.0196,"[""AgentFre6417252@20.69"", ""AgentLinkJuneSec@20.29"", ""AgentLinkJuneSec@20.3"", ""AgentMassNewX@20.168"", ""DanFast7@130.213"", ""DanFast7@135.119"", ""DanFast7@20.237"", ""DanFast7@20.59""]"
17,16,0.9412,1,0.0,0.0,0.0196,"[""ArchiveReaderA4_ityOct24Live@57.154"", ""OAIJune20Coord@172.185"", ""OpenAIApr01Scout@172.69"", ""OpenAIApr10Scout@172.184"", ""OpenAIApr10Scout@20.12"", ""OpenAIApr30SchoolScout@135.234"", ""OpenAIApr30SchoolScout@20.12"", ""OpenAIApr30SchoolScout@20.125""]"
17,16,0.9412,1,0.0,0.0,0.0196,"[""OpenAIResearchAug21X@104.42"", ""OpenAIResearchAug21X@130.213"", ""OpenAIResearchAug21X@20.88"", ""OpenAIResearchAug21X@20.9"", ""OpenAIResearchAug21X@74.249"", ""OpenAIResearchFeb19_619948@20.69"", ""OpenAIResearchMar20X@128.203"", ""OpenAIResearchMar20X@20.12""]"
17,15,0.8824,1,0.0,0.0,0.0196,"[""AgentAppendNow@20.98"", ""AgentMapCite8x@20.171"", ""AgentMapCite8x@20.9"", ""AgentMassPointer13@52.165"", ""AgentMassRefOctB@20.65"", ""AgentNewMediaZZ@20.171"", ""AgentRelent@20.25"", ""CountyResearchBotJun@20.29""]"
16,15,0.9375,1,0.0,0.0,0.0196,"[""AgentFrenchPrepXQ29@20.114"", ""AgentFrenchPrepXQ29@20.165"", ""AgentFrenchPrepXQ29@20.245"", ""AgentFrenchPrepXQ29@20.25"", ""AgentFrenchPrepXQ29@4.154"", ""AgentFrenchPrepXQ29@4.255"", ""AgentFrenchPrepXQ29@52.242"", ""AgentOpenResearch@172.184""]"
16,15,0.9375,2,0.0,0.0,0.0196,"[""AgaTest@52.237"", ""AgentAPIxPUMS774@57.154"", ""AgentCallor@20.172"", ""AgentCharlestonResearch@52.161"", ""AgentCitDataUSAY@20.88"", ""AgentRandppqqlos@23.101"", ""AgentRootTemporary@20.171"", ""AgentTest3@20.66""]"
16,15,0.9375,1,0.0,0.0,0.0196,"[""JanElevenScout@20.88"", ""Jul30OECDHelper@130.213"", ""Jul30OECDHelper@20.225"", ""Jul30OECDHelper@20.97"", ""March13OECDHelper@20.168"", ""March16OECDScout@52.165"", ""Nov28OECDAgent@20.171"", ""Nov28OECDAgent@20.172""]"
16,15,0.9375,1,0.0,0.0,0.0196,"[""OpenAIDec07Police@20.96"", ""OpenAIMay09Police@135.232"", ""OpenAIMay09Police@172.212"", ""OpenAIMay09Police@20.114"", ""OpenAIMay09Police@20.171"", ""OpenAIMay09Police@20.230"", ""OpenAIMay09Police@20.25"", ""OpenAIMay11Police@104.209""]"
16,15,0.9375,1,0.0,0.0,0.0196,"[""AgentFrenchPrepXQ29@130.131"", ""AgentFrenchPrepXQ29@20.246"", ""AgentOpenResearch@104.45"", ""GroceryAgentAug02X@20.171"", ""Jan14PovertyWatcher@52.159"", ""LanguageHelperJul17@4.151"", ""LanguageWatcherDec03X@20.225"", ""LanguageWatcherNov12@20.59""]"
16,15,0.9375,2,0.0,0.0,0.0196,"[""Agent0AddJS@132.196"", ""Agent0AddJS@57.154"", ""AgentResearchBotXNew@13.83"", ""AgentResearchBotXNew@20.230"", ""AgentResearchBotXNew@20.97"", ""AgentResearchBotXNew@23.102"", ""AgentResearchBotXNew@52.162"", ""GuestResearch378611@20.171""]"
15,14,0.9333,2,0.0,0.0,0.0196,"[""AgentLinkJuneSec@104.42"", ""AgentLinkJuneSec@20.165"", ""AgentMassRootZ@64.236"", ""AgentMassachusettsResearchUnique@52.162"", ""AgentMassachusettsResearcherJune19@4.154"", ""AgentRawHelper999@104.209"", ""AgentRegCF@20.97"", ""AgentTester@52.234""]"
15,14,0.9333,2,0.0,0.0,0.0196,"[""Agent0AddJS@52.242"", ""AgentGammaDelta@20.171"", ""AgentHexSlicesJun22@20.98"", ""AgentSaveFinal7@20.225"", ""AgentSimpleForce@20.242"", ""AgentTrial8294@172.212"", ""AgentTrial8294@20.97"", ""AgentTrial8294@23.101""]"
15,15,1.0,1,0.0,0.0,0.0196,"[""CashierCoordAgentX@157.56"", ""CashierCoordAgentX@20.169"", ""CashierCoordAgentX@20.62"", ""CashierCoordAgentX@4.255"", ""CashierCoordJan12OAI@20.171"", ""CashierCoordOurRun@172.170"", ""CashierCoordOurRun@64.236"", ""CashierCoordSep09@104.42""]"
15,14,0.9333,1,0.0,0.0,0.0196,"[""AgentSecResearch@20.97"", ""AgentTestLearnXYZ@20.80"", ""HelperABCD@20.245"", ""HelperResearchX@130.131"", ""HelperResearchX@52.242"", ""MassResearcherConditional@20.64"", ""OAIObserverMay27X@20.225"", ""OpenAIHelper1781639209505@132.196""]"
14,13,0.9286,1,0.0,0.0,0.0196,"[""AgentNewUserABC789@20.112"", ""AgentResearchHelper@13.86"", ""AgentResearcher@20.65"", ""ArchiveResearchOct30@20.45"", ""DataResearcherOpenAI@20.245"", ""MassHelper11871@20.230"", ""OpenAIIvyAug12Helper@20.225"", ""OpenAIJan11Agent@52.159""]"
14,14,1.0,1,0.0,0.0,0.0196,"[""AgentHexSlicesJun22@52.159"", ""AgentNewMediaZZ@20.245"", ""AgentRep401806@172.202"", ""AgentResearch5@4.255"", ""AgentSECDoubleSlash65040@20.168"", ""GuestResearch378611@20.225"", ""GuestResearch937865@4.154"", ""OAIHelperXYZ@20.96""]"
14,13,0.9286,2,0.0,0.0,0.0196,"[""Agent13Short@4.255"", ""AgentCustom008@20.10"", ""AgentMapReal999@20.237"", ""AgentMassNewX@172.185"", ""AgentProper@104.43"", ""AgentProper@57.154"", ""AgentTest11Raw@20.12"", ""AgentZeroResearchMass@52.161""]"
14,13,0.9286,1,0.0,0.0,0.0196,"[""Jan03A2_1716ad@20.172"", ""Jan03A2_1716ad@20.228"", ""Jan03A2_1716ad@20.66"", ""OpenAIConstructionApr30A2@135.234"", ""OpenAIConstructionApr30Agent@20.25"", ""OpenAIHelperAug27@64.236"", ""OpenAIJul8Watcher@20.94"", ""OpenAIJun15Construction@20.97""]"
14,15,1.0714,1,0.0,0.0,0.0196,"[""AgentTestLearnXYZ@135.232"", ""AgentTestLearnXYZ@172.215"", ""AgentTestLearnXYZ@20.165"", ""AgentTestLearnXYZ@20.62"", ""AgentTestLearnXYZ@52.141"", ""AgentTestLearnXYZ@52.173"", ""AgentTestLearnXYZ@52.251"", ""AgentTestLearnXYZ@57.154""]"
14,13,0.9286,1,0.0,0.0,0.0196,"[""AgentAppendINV7839@4.227"", ""AgentMassCitations@104.42"", ""AgentPatchLinks2025@20.168"", ""AgentSingleAppend1738@52.159"", ""BridgeNewU@20.112"", ""BridgeNewU@64.236"", ""HansTest@20.69"", ""MassMapCitationHelperAB@20.110""]"
14,14,1.0,1,0.0,0.0,0.0196,"[""AgentCompSciResearch@157.56"", ""AgentNewMDInvest@20.169"", ""AgentOS136@20.66"", ""AgentPageFit@20.80"", ""AgentReg837860312@172.212"", ""AgentResearcher@57.151"", ""AgentTestNameZ@20.65"", ""AgentZ7607648@20.171""]"
14,13,0.9286,1,0.0,0.0,0.0196,"[""AgentNov11OAI@20.172"", ""AlphaBeta@20.225"", ""AlphaBeta@20.69"", ""Feb14ClothingAgent@20.66"", ""Jan17ClothingAgent@20.65"", ""OAIResearchOct26@20.12"", ""OpenAIJul14Helper@20.165"", ""OpenAIJul14Helper@20.168""]"
14,13,0.9286,2,0.0,0.0,0.0196,"[""AgentCookHelperHome@20.245"", ""AgentCookHelperHome@20.59"", ""AgentOfficialLines@20.172"", ""CookAdd1782096132339481@20.80"", ""CookAgeHelperJun21@20.114"", ""CookEvidence1782095830813736@20.66"", ""CookHelperAgentAug@20.171"", ""CookHelperAgentAug@20.225""]"
14,13,0.9286,1,0.0,0.0,0.0196,"[""AgentResearch@172.202"", ""ApiHelper2026@20.97"", ""ApiNavUpdater@23.102"", ""DataHelperBaz@4.154"", ""LinkHelper@20.25"", ""OpenBudgetResearcher@4.227"", ""OpenBudgetResearcher@52.242"", ""OpenDataResearchBot@57.154""]"
14,14,1.0,1,0.0,0.0,0.0196,"[""FinanceMar30OAI@20.97"", ""FinanceMay27OAI@23.101"", ""Mar26OAI@135.232"", ""Mar26OAI@20.12"", ""May22OAI@128.203"", ""May22OAI@20.9"", ""May22OAI@23.100"", ""Oct12FinanceWatcher@20.165""]"
14,14,1.0,2,0.0,0.0,0.0196,"[""AgentJune21Prep@20.69"", ""AgentOpenResearch@20.230"", ""AgentOpenResearch@40.70"", ""AgentOpenResearch@52.176"", ""LanguageHelperOct23@23.100"", ""OpenAIHelperApr18@20.165"", ""OpenAIHelperApr18@20.237"", ""OpenAIHelperApr18@57.154""]"
14,16,1.1429,1,0.0,0.0,0.0196,"[""CVDRelayJun469957@64.225"", ""OAI7C97@20.12"", ""OAI7C97@20.230"", ""OAI7C97@20.80"", ""OAI7C97@20.98"", ""OAI7C97Dec26@20.125"", ""OpenAICVDAug04@212.58"", ""OpenAICVDNov21@18.220""]"
14,13,0.9286,1,0.0,0.0,0.0196,"[""AgentGtry@20.29"", ""AgentMassRootZ@20.45"", ""AgentMine@20.12"", ""AgentTest11Raw@20.165"", ""DanAppendX@20.168"", ""GuestResearch378611@20.80"", ""GuestResearch737158@40.75"", ""HelperMassRef40482@20.168""]"
14,14,1.0,1,0.0,0.0,0.0196,"[""AgentBCDWrap6917@20.80"", ""AgentNewUserABC789@64.236"", ""AgentSECCountyLinker99172@20.225"", ""AgentUnique010@20.57"", ""AgentZeroHelper@20.59"", ""CitationTechAgent001@130.131"", ""DifferentAgentValid9900@20.9"", ""GuestResearch378611@104.43""]"
14,13,0.9286,1,0.0,0.0,0.0196,"[""Apr14OECDScout@20.80"", ""Aug02Precision@20.165"", ""Feb19OECDPeer@20.65"", ""Mar30TooltipVerifier@104.209"", ""Mar30TooltipVerifier@130.131"", ""Mar30TooltipVerifier@20.171"", ""Mar30TooltipVerifier@20.237"", ""May16TimingScout@20.66""]"
14,13,0.9286,1,0.0,0.0,0.0196,"[""Agent3Live043603@20.225"", ""AgentProbeAssistantX2027@172.212"", ""AgentProbeAssistantX2027@20.228"", ""ArchiveResearcher@20.88"", ""OAI4FFEJul16Current@40.75"", ""OpenAIAug24ArchiveWatch@20.165"", ""OpenAIHelperNov18@172.202"", ""OpenAIIvyAug12Helper@20.163""]"
13,13,1.0,1,0.0,0.0,0.0196,"[""AgentCreateNew@20.46"", ""AgentZeroResearchMass@52.159"", ""CookAdd1782096132339481@20.98"", ""CookResearchAgentZZ@20.80"", ""CookYr178209667763303@20.171"", ""CookYr1782096693356649@52.190"", ""CookYr17820967069614391@20.245"", ""CookYr17820970079237132@20.64""]"
13,12,0.9231,1,0.0,0.0,0.0196,"[""AgentProbeAssistantX2027@130.131"", ""AgentProbeAssistantX2027@172.173"", ""AgentProbeAssistantX2027@20.114"", ""AgentProbeAssistantX2027@20.122"", ""AgentProbeAssistantX2027@20.253"", ""AgentProbeAssistantX2027@52.165"", ""AgentProbeAssistantX2027@52.225"", ""GrocerySequenceAgentApr27@20.245""]"
13,12,0.9231,1,0.0,0.0,0.0196,"[""AgentBudgetHelpQX3@135.119"", ""ArchiveHelperZeroResearch10@135.232"", ""AsciiNormalizer@20.29"", ""BridgeZZ2@20.69"", ""BudgetFinderZZ@20.29"", ""BudgetResearch@20.69"", ""CharlArchiveRefQ@20.230"", ""CharlestonArchiveHelperZ@132.196""]"
13,12,0.9231,1,0.0,0.0,0.0196,"[""AgentArchivePure@20.98"", ""AgentCheck@40.65"", ""AgentFinanceAnalyst@20.168"", ""AgentMassX@20.12"", ""AgentProxyAppend@20.242"", ""AgentSECDoubleSlash55848@20.230"", ""AgentTest11Raw@20.57"", ""AgentTest11Raw@20.97""]"
13,12,0.9231,1,0.0,0.0,0.0196,"[""ChatGPTJul19Agent@20.110"", ""ChatGPTJul19Agent@20.12"", ""ChatGPTJul19Agent@20.80"", ""ConstructionHelperJun03@20.88"", ""Dec03ConstructionAgent@20.225"", ""Dec27ConstructionAgent@104.42"", ""Dec27ConstructionAgent@20.9"", ""Dec27ConstructionAgent@4.255""]"
13,12,0.9231,1,0.0,0.0,0.0196,"[""AgentLinkerAA@20.29"", ""AgentResearcherOpenAI@20.80"", ""AgentUnique010@52.230"", ""Aug29ClothingResearcher@20.62"", ""DataUSAResearchHelperMay24@20.83"", ""GuestResearch937865@20.83"", ""MapJsonHelperJune@20.9"", ""MassResearchUnres@20.110""]"
13,14,1.0769,1,0.0,0.0,0.0196,"[""AgentResearchXYZ@172.202"", ""AgentResearchXYZ@20.12"", ""OpenAIAug23Police@40.70"", ""OpenAIJul03Police@130.213"", ""OpenAIJul03Police@20.165"", ""OpenAIJul03Police@20.171"", ""OpenAIJul03Police@20.94"", ""OpenAIMar31Scout@20.168""]"
13,12,0.9231,1,0.0,0.0,0.0196,"[""DecTwinProbe@20.237"", ""Jan03A2_1716ad@52.225"", ""OpenAIDec14A3@20.80"", ""OpenAIFeb28A3@20.69"", ""OpenAIFeb28A3X@172.202"", ""OpenAIFeb28A3X@20.3"", ""OpenAIJan11Agent@20.109"", ""OpenAIJun15Construction@20.29""]"
12,12,1.0,2,0.0,0.0,0.0196,"[""AgentResearcherOpenAI@20.83"", ""AgentResearcherOpenAI@23.100"", ""DataResearchMay15@172.202"", ""DataResearchMay15@20.165"", ""DataResearchMay15@52.159"", ""DataUSAResearchHelperMay24@172.177"", ""DataUSAResearchHelperMay24@20.65"", ""DataUSAResearchHelperMay24@20.96""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""ArchiveZVYRCResearcher@52.173"", ""OpenAIApr09Watcher@4.151"", ""OpenAIJul03Police@4.227"", ""OpenAIJul03Police@4.255"", ""OpenAINov09Police@20.225"", ""OpenAIResearchMar13@20.115"", ""OpenAIResearchMar13@20.12"", ""OpenAIResearchMarTen@20.245""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""AgentDataHelperX@135.234"", ""AgentReg277355117@52.162"", ""AgentReg662703784@172.185"", ""AgentReg837860312@20.225"", ""AgentTester@52.165"", ""BridgeEditorAgain88@20.225"", ""FreshRewrite@20.165"", ""OAIHelperSec@20.29""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""Apr14OECDScout@135.234"", ""April11OECDScout@23.102"", ""Feb17OECDScout@52.159"", ""Feb19OECDPeer@20.245"", ""Mar30TooltipVerifier@20.228"", ""May16TimingScout@20.172"", ""Nov22OECDScout@20.112"", ""Nov22OECDScout@20.14""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""AddLinkNow372@20.225"", ""Agent13JS2@20.69"", ""Agent13JS2@20.9"", ""AgentPatchLinks2025@20.237"", ""AgentSECCountyLinker99172@20.45"", ""AgentSecHelperZ@135.232"", ""BridgeResolver889@135.119"", ""GuestResearch329007@20.97""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""MaidsWatcherDec03@57.154"", ""OAIHelperMar22X@20.242"", ""Oct16MaidsWatcher@20.29"", ""Oct16MaidsWatcher@4.227"", ""OpenAIApr15Watcher@20.225"", ""OpenAIApr15Watcher@20.3"", ""OpenAIJulThreeWatcher@40.70"", ""OpenAIJulThreeWatcher@57.154""]"
12,12,1.0,1,0.1667,3.333,0.0196,"[""A@20.168"", ""A@20.245"", ""Agent@128.203"", ""Agent@135.232"", ""Agent@20.165"", ""Agent@20.64"", ""Agent@20.66"", ""Agent@20.69""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""AgentAug23OAI@20.246"", ""AgentFooBar@52.242"", ""AgentOct17DataUSA@20.96"", ""AgentOpenAIMar19Seq@40.116"", ""AgentSep08Current@104.43"", ""AgentSep08Current@20.9"", ""AgentSep08WV@172.185"", ""OAIJul20SectorAgent@20.98""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""AgentOpenResearch@20.165"", ""AgentResearchX@20.169"", ""AgentResearcherOpenAI@104.43"", ""AgentTestXYZ123@104.43"", ""AgentX62906@74.249"", ""ArchiveResearchJan23@172.173"", ""OmegaHelper@52.242"", ""OpenAIResearchOct4@57.154""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""ArcRec27773@20.9"", ""ArchiveViewerOct09Y@130.213"", ""ArchiveViewerOct09Y@64.236"", ""Aug24CVDScout@20.66"", ""OAIEquityDec30Raw@20.171"", ""OAIHouseholdNov02Scout@20.9"", ""OpenAICVDFeb26Fast@20.83"", ""OpenAIEquityApr30Scout@20.45""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""AgentExactJQP22@20.80"", ""AgentMassCiteJun19@52.141"", ""AlexCookHelper@157.55"", ""DataResearchHelper@20.9"", ""DataResearchTemp@20.45"", ""LanguageWatcherNov12@20.125"", ""MassUpdater@20.69"", ""OpenResearchHelper@172.184""]"
12,19,1.5833,1,0.1053,2.105,0.0196,"[""OAI7C97Nov18@142.4"", ""OpenAICVDAug04@167.71"", ""OpenAIHealthdataCVDFeb05@184.185"", ""OpenAIHealthdataCVDJan31@192.111"", ""OpenAIHealthdataCVDJun26@134.122"", ""OpenAIHealthdataCVDNov01@172.173"", ""OpenAIHealthdataCVDNov01@20.12"", ""OpenAIHealthdataCVDNov01@20.29""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""AddSecondNested@57.154"", ""AgentCitationHelper805505@52.159"", ""AgentHexSlicesJun22@20.88"", ""AgentMassHelperXYZ@64.236"", ""DataResearchAgent@20.65"", ""OpenAIResearchSec2028@23.100"", ""OpenAIWriterZed@20.112"", ""OurMassFinal@172.184""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""AgentAug05OpenAI@23.100"", ""AgentPrep9280357@20.114"", ""Aug29ClothingResearcher@20.98"", ""DataResearchHelper@20.165"", ""DataUSAHelper9208@20.9"", ""GroceryAgentMar13X@20.83"", ""GroceryAgentMar13X@52.230"", ""May08LateClothing@20.225""]"
12,11,0.9167,1,0.0,0.0,0.0196,"[""AgentBrandNewProxyUUU@172.184"", ""AgentGammaDelta@64.236"", ""AgentMDEncodedFresh999@104.43"", ""AgentMassRefOctB@20.69"", ""AgentMassUnique010@52.159"", ""AgentNewUserABC789@157.55"", ""AgentResearch@135.119"", ""AgentSmallHex22@20.94""]"
12,12,1.0,1,0.0,0.0,0.0196,"[""OAIJan14CVD@20.97"", ""OAIJul30Evening2028@208.102"", ""OpenAIFebSevenScout@130.213"", ""OpenAIFebSevenScout@172.202"", ""OpenAIFebSevenScout@20.98"", ""OpenAIFebSevenScout@4.155"", ""OpenAIJul09CVD@4.150"", ""OpenAIJul21CVD@20.80""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""AgentMapReal999@52.165"", ""BudgetFinderZZ@52.159"", ""MiniTest777@74.249"", ""OpenBudgetResearcher@168.62"", ""ResearchAgent@20.165"", ""ResearchBotLinks645@57.154"", ""ResearchReader@40.75"", ""RootBridgeHelper0@52.165""]"
11,11,1.0,1,0.0,0.0,0.0196,"[""CVDJun20Scout@3.12"", ""OAIEquityDec30Raw@172.184"", ""OAIEquityDec30Raw@20.168"", ""OAIEquityDec30Raw@20.9"", ""OAIEquityDec30Raw@57.154"", ""OpenAIDec21Scout@4.227"", ""OpenAIResearchOct09@172.184"", ""PovertyResearchHelperTX@52.230""]"
11,11,1.0,1,0.1818,3.636,0.0196,"[""CVDJun20Scout@3.129"", ""CVDJun20Scout@3.23"", ""CVDResearchFeb20@185.220"", ""OAIEquityDec30Raw@130.131"", ""OAIEquityDec30Raw@23.102"", ""OAIJun09Research@20.29"", ""OAIJun09Research@20.45"", ""OAIJun09Research@20.80""]"
