size,n_internal_edges,density,k_core,reciprocity,reciprocity_z,pvalue,members_sample
11,10,0.9091,1,0.0,0.0,0.0196,"[""AgentDec14LanguageX@20.65"", ""AgentJune21Prep@20.66"", ""AgentJune21Prep@52.225"", ""ArchX@74.249"", ""CashierCoordOct22OAI@20.171"", ""OpenAIHelperApr18@20.80"", ""OpenAIHelperJun01X@20.165"", ""OpenAIResearchNov01X@20.3""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""AgentDonUpd8552@20.83"", ""AgentHelperTwo@52.234"", ""AgentMass0@20.114"", ""AgentMassRoot@4.255"", ""AgentMine@20.94"", ""AgentPageFit@135.232"", ""AgentPageFit@20.168"", ""MassHelper11871@20.225""]"
11,11,1.0,2,0.0,0.0,0.0196,"[""AgentCleanMD@52.242"", ""AgentManual007@20.188"", ""AgentMassY@172.184"", ""AgentMassY@20.29"", ""AgentMassY@20.65"", ""AgentMassY@20.66"", ""AgentTryHelperXYZQ@104.210"", ""CombinedHelperFinal991@40.78""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""AgentCountyHelper732@104.210"", ""FooManZZ@20.163"", ""OAIApr15WatcherX@20.171"", ""ResearchAgentY@20.165"", ""ResearchPrepAgentX@20.165"", ""SectorAgentFeb16OAI@130.131"", ""SectorAgentFeb16OAI@135.232"", ""SectorAgentFeb16OAI@20.168""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""AgentResearchHelper@172.185"", ""AgentResearchHelper@20.172"", ""AgentResearcherOpenAI@104.42"", ""AgentX1781636081@20.172"", ""AgentX1781636081@23.100"", ""DataResearchHelper@20.83"", ""OpenAIArchiveJun19@52.237"", ""OpenAIResearcherX@4.149""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""AgentOpenAIProbe@57.151"", ""AgentPrepXYZ@20.9"", ""AgentUnique1781636626@20.9"", ""ArchiveReaderJun10X@20.114"", ""OpenAIResearcher@23.100"", ""OpenAIThread42e0Helper@20.228"", ""ResearchBotXYZ@13.78"", ""ResearchPrepX2027B@104.210""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""FuelPovertyNov30Scout@20.169"", ""FuelPovertyNov30Scout@20.245"", ""OAIJun09Research@57.154"", ""OAIProdDec22Scout@20.165"", ""OpenAICVDFeb26Fast@4.227"", ""OpenAIFuelJan01Scout@172.212"", ""OpenAIFuelMay17@20.230"", ""OpenAIFuelMay17@20.237""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""ArcRec27724@172.202"", ""ArchiveReaderA4_be1781900000@52.230"", ""OAI1DC154Nov05@172.173"", ""OAI1DC154Nov05@4.255"", ""OAIJune20Coord@52.225"", ""OpenAIApr01Scout@172.70"", ""OpenAIApr30SchoolScout@20.163"", ""OpenAIDataUSAOccJul18@52.162""]"
11,10,0.9091,2,0.0,0.0,0.0196,"[""Agent0AddJS@20.115"", ""AgentAnotherTestMM@20.165"", ""AgentOpenAI@20.225"", ""AgentPageFit@4.242"", ""AgentSECResearchJun@20.110"", ""AgentSaveFinal7@20.29"", ""AgentTrial8294@20.83"", ""AgentTryTest@130.131""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""AgentFeb15Current@20.168"", ""AgentResearcherOpenAI@20.12"", ""AnksJun20@20.112"", ""ArchiveScoutNov11@64.236"", ""GroceryAgentMar23CurrentX@20.110"", ""OpenAIHelperApr17@40.70"", ""OpenAIHelperMayEleven@57.154"", ""OpenAIResearchOct4@104.210""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""Aug06PovertyWatcher@20.225"", ""CashierCoordNov01OAI@20.45"", ""CashierCoordNov01OAI@20.9"", ""GroceryProbeJul09@20.12"", ""Nov26ResearchReader@20.9"", ""OpenAIResearchSep02@20.225"", ""OpenAIResearchSep02@20.80"", ""ResearchHelperApr08@20.165""]"
11,12,1.0909,1,0.0,0.0,0.0196,"[""CookApiHelperX@20.110"", ""CookApiHelperX@20.125"", ""CookApiHelperX@20.169"", ""CookApiHelperX@20.29"", ""CookApiHelperX@20.65"", ""CookApiHelperX@20.69"", ""CookApiHelperX@20.94"", ""CookApiHelperX@20.97""]"
11,10,0.9091,1,0.0,0.0,0.0196,"[""AgentX62906@4.227"", ""Nov21ClothingAgent@20.7"", ""OAIJul19Helper@172.212"", ""OpenAIResearchDec24X@172.202"", ""OpenAIResearchOct4@20.245"", ""OpenAIResearcherAugX638592@172.208"", ""OpenAIResearcherOct25@135.232"", ""OpenAIResearcherOct25@20.94""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentDataPrep73794077@52.162"", ""AgentFreshBridgeUser@135.232"", ""AgentOpenAIJun06Live@20.29"", ""AgentResearchMassX@20.165"", ""BridgeUser462@20.112"", ""CookDataVarAlpha@20.9"", ""MassSecWin12@20.25"", ""ResearchNova4076292@20.97""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""Agent0MassCountyResearch@132.196"", ""AgentX1781636081@4.227"", ""BridgePoker9912@20.97"", ""DataResearchFinalHelper@20.69"", ""DataWikiWorker44@52.159"", ""FooUserTrial9@4.242"", ""MapHelper@20.114"", ""MapHelper@20.59""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentBridgeHelper4061@20.163"", ""AgentHelperXY77@20.94"", ""AgentResearch999@20.88"", ""AgentResearchCook@172.202"", ""AgentResearcherY@23.102"", ""DataResearcher2027@135.119"", ""OpenAIHelperNov18@20.237"", ""OpenAIResearcherOct20@20.171""]"
10,10,1.0,1,0.2,4.0,0.0196,"[""AgentMassCiteJun19@23.100"", ""AgentSECBridgeMass19@20.96"", ""AgentX@20.14"", ""DataAgent997@104.43"", ""MassUpdater@20.98"", ""OpenAIResearchSec2028@130.131"", ""OpenAISECLinker9902@20.172"", ""OpenAITestHelper@172.173""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""CashierCoordFeb28OAI@20.165"", ""CashierCoordFeb28OAI@20.171"", ""CashierCoordOct30OAI@20.15"", ""Mar18PovertyWatcher@20.97"", ""Nov26ResearchReader@13.78"", ""OpenAIDec17ConstructionX@4.227"", ""OpenAIResearcher@20.12"", ""OpenAIResearcherNov13Z@20.114""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""OAI1DC154Nov05@20.66"", ""OAIHouseholdNov02Scout@172.173"", ""OAIJul26PovertyScout@172.173"", ""OpenAIDataUSAOccJul18@20.165"", ""OpenAIDataUSAOccJul18@20.171"", ""OpenAIDataUSAOccJul18@20.59"", ""OpenAIDataUSAOccJul18@20.9"", ""OpenAIJan18Scout@20.9""]"
10,10,1.0,1,0.2,4.0,0.0196,"[""OAI7C97@172.184"", ""OAI7C97@20.245"", ""OpenAIHealthdataCVDMar27@165.140"", ""OpenAIHealthdataCVDMay12@20.65"", ""OpenAIHealthdataCVDMay12@20.9"", ""OpenAIHealthdataCVDNov03@188.129"", ""OpenAIHealthdataCVDSept08@156.146"", ""OpenAIHealthdataCVDSept27@107.189""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""ArchiveResearchOct30@4.227"", ""ArchiveResearcher@51.57"", ""CashierCoordMar06OAI@20.122"", ""Jan14PovertyWatcher@20.66"", ""Jun10PovertyWatcher@64.236"", ""OpenAIApr15Watcher@20.9"", ""OpenAIJul01LangX@20.230"", ""Sep13WatcherX122906@20.12""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentHelperQZ@20.163"", ""AgentVizTB@20.172"", ""ArchiveHelperResearchZZY@20.171"", ""DataRefHelperZZ74380@20.109"", ""LibraryArchiveUserQ006@20.230"", ""MarketDataResearchHelperX@20.12"", ""MarketDataResearchHelperX@20.97"", ""MarketDataResearchHelperX@40.70""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""OpenAIResearchNov05B@157.55"", ""OpenAIResearchNov05B@20.165"", ""OpenAIResearchNov05B@20.225"", ""OpenAIResearchNov05B@20.65"", ""OpenAIResearchNov05B@4.236"", ""OpenAIResearchNov05C@172.185"", ""OpenAIResearchNov05C@20.114"", ""OpenAIResearchNov05C@20.242""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentJune25OAI@4.255"", ""AgentOpenAISep7@52.177"", ""Apr19SectorRelay@20.225"", ""FreshReaderXYZ@20.25"", ""OpenAIAug24ArchiveWatch@20.110"", ""OpenAIResearcherJuly@64.236"", ""OpenAIThread4ffeaMar12@52.179"", ""SectorAgentFeb25OAI@20.80""]"
10,10,1.0,1,0.2,4.0,0.0196,"[""OAI7C97@172.215"", ""OpenAICVDApr01@188.129"", ""OpenAIHealthdataCVDAug16@130.131"", ""OpenAIHealthdataCVDAug16@20.114"", ""OpenAIHealthdataCVDAug16@20.172"", ""OpenAIHealthdataCVDFeb09@20.114"", ""OpenAIHealthdataCVDMay30@185.220"", ""OpenAIHealthdataCVDNov01@20.98""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""DataHelperJul9Q@20.163"", ""DataHelperJul9Q@20.225"", ""DataHelperJul9Q@20.97"", ""DataHelperJul9Q@52.162"", ""DataPrepAgentXQ@20.12"", ""ResearchHelper@172.185"", ""ResearchHelper@20.97"", ""ResearchHelperOct@20.83""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""DataResearcher@4.255"", ""OAIResearchAgent@20.83"", ""OpenAIResearchAgentQX@40.78"", ""ResearchHelper3@20.98"", ""ResearchHelper@20.22"", ""ResearchHelper@4.255"", ""ResearchHelperJune2028@130.131"", ""ResearchHelperOctFifteen@130.213""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentHelper923@135.232"", ""ArchiveResearchHelperCharleston@20.9"", ""JQFinalHelper51@20.83"", ""LinkJQHelp@4.255"", ""OAIHelperSec@4.151"", ""OpenAIBot@57.154"", ""ResearchUserA@172.212"", ""ResearchUserA@20.29""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentNov11OAI@20.114"", ""AgentOctober25PrepXYZ@20.230"", ""AgentOpenAIJan29Seq@57.154"", ""Aug18SectorHelper@20.9"", ""OpenAIHelperTest92837@20.110"", ""SectorAgentMar20OAI@20.115"", ""SectorAgentMay02OAI@20.165"", ""SectorAgentNov16OAI@4.227""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""DataResearchHelper@52.180"", ""Mar03OECDResearcher@172.173"", ""Mar03OECDResearcher@172.212"", ""Mar03OECDResearcher@20.65"", ""Mar03OECDResearcher@4.149"", ""Mar03OECDResearcher@57.154"", ""OpenAIResearcherXYZ@20.115"", ""ResearchAgent@23.100""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentDataProbe@23.100"", ""AgentHexSlicesJun22@20.64"", ""CookResearchHelperXY99@4.151"", ""FooManTT@20.171"", ""OpenAIResearch@57.154"", ""OpenAIResearchHelper@20.69"", ""ResearchAgentCook@4.151"", ""ResearchHelper2026@20.59""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentMassCitations@4.255"", ""AgentMassCustomFinal2026@20.69"", ""AgentRand800020632@20.45"", ""AgentResearcher@135.232"", ""BotZZ@20.165"", ""CountyResearchHelperJun19@20.165"", ""DataAgent@20.9"", ""ForeignUser@20.225""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""Aug09OECDScout@20.172"", ""Jul30OECDHelper@57.154"", ""OAIResearchNov23@40.64"", ""OECDEquityApr19Agent@20.230"", ""OECDJul10Research@4.255"", ""OECDNov22R1781926719370621895@20.165"", ""OECDNov22R1781927242438387788@20.80"", ""OECDResearchAug10@20.69""]"
10,9,0.9,1,0.0,0.0,0.0196,"[""AgentNewNameXYZ123@20.45"", ""AgentReg204613827@4.154"", ""DataRefHelperZZ25591@20.9"", ""DataRefHelperZZ85075@135.232"", ""FooBarX@4.154"", ""OpenAgentJuneMap@172.202"", ""OpenAgentJuneMap@20.43"", ""ResearchHelper@20.237""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""Apr25OECD719933151@20.12"", ""Aug17OECDHelper@135.232"", ""Aug17OECDHelper@20.163"", ""Aug17OECDHelper@20.66"", ""Aug17OECDHelper@20.83"", ""Aug17OECDHelper@20.94"", ""Aug17OECDHelper@52.234"", ""OAIEquityDec02@20.45""]"
9,9,1.0,1,0.0,0.0,0.0196,"[""AgentCustom009@4.227"", ""AgentPageFit@4.154"", ""AgentRawDirectMdSource888@20.168"", ""AgentResearchUseful989@20.59"", ""OpenAIMass2026@20.15"", ""OpenAIMass2026@52.159"", ""ResearchHelper1781816930@20.69"", ""WillOver2366@168.62""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""GroceryAgentAug19X@20.168"", ""GroceryAgentJul17X@128.203"", ""GroceryPrepAgentSep21@20.114"", ""OpenAIClothingMar29X@13.78"", ""OpenAIJan09Sprint@57.154"", ""OpenAIResearchApr07X@20.88"", ""OpenAIResearchAug09X@52.238"", ""OpenAIResearchde6d05@20.96""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""GroceryAgentJan08X@20.9"", ""OpenAIJun15GroceryX@4.151"", ""OpenAIJun15GroceryX@64.236"", ""OpenAIOurSep01GroceryX@20.245"", ""OpenAIResearchMay13X7@135.232"", ""OpenAIResearcher@20.80"", ""OpenAiResearcher@23.100"", ""ResearchHelperX9281@57.154""]"
9,9,1.0,1,0.0,0.0,0.0196,"[""Agent0AddJS@20.45"", ""Agent0AddJS@20.80"", ""AgentResearchBotXNew@172.202"", ""BalanceResearcher2@20.225"", ""ForcePNew@20.65"", ""MapHelperNew992@20.114"", ""OpenAITesterXYZ@4.255"", ""ResearchTesterX@20.65""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""AgentResearcherX@4.255"", ""ChatGPTJul19Agent@20.29"", ""ChatGPTJul19Agent@57.154"", ""ConstructionHelperJun03@20.165"", ""Dec27ConstructionAgent@20.245"", ""Dec27ConstructionAgent@20.25"", ""OpenAIHelperNov18@20.165"", ""OpenAIObserverNov09@172.173""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""April19MCVScout@52.241"", ""Aug11MCVScout@20.237"", ""Feb26MCVAgent@20.237"", ""MCV2June30Scout@57.154"", ""MCV2LiveMar28@20.225"", ""MCV2Nov30Scout@4.255"", ""MayTwoMCVScout@172.212"", ""McvSaveqFmdSuyrAgent@4.227""]"
9,9,1.0,1,0.0,0.0,0.0196,"[""FrenchStateAgentSep08@20.122"", ""FrenchStateAgentSep08@52.165"", ""OpenAIHelperJun01X@20.69"", ""OpenAIHelperOct20X@157.55"", ""OpenAIHelperOct20X@20.114"", ""OpenAIResearchApr08X@104.42"", ""OpenAIResearchFeb17@52.238"", ""OpenAIResearchSep23Lang@172.184""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""ArchiveReaderA4@23.102"", ""DataAfricaEndpointScoutFeb21@20.69"", ""Feb20VeteranAgent@130.131"", ""Feb20VeteranAgent@52.159"", ""OpenAIDataAfricaAug13@20.9"", ""OpenAIDataAfricaAug13@64.236"", ""OpenAIDataAfricaNov27@20.165"", ""OpenAIHelperNov22X@20.114""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""AgentResearcherOpenAI@20.94"", ""ArchiveResearcher@20.45"", ""Aug18SectorHelper@20.172"", ""Jan22PovertyWatcher@20.168"", ""OpenAIHelper7822287570@20.97"", ""OpenAIResearchSep02@20.165"", ""OpenAiResearchMarX@4.151"", ""ResearchBotXYZ@104.40""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""AgentMapReal999@20.168"", ""AgentMassAppendNamesJunX@20.245"", ""AgentNumAgent2@172.184"", ""CashierCoordJan31OAI@172.171"", ""ResearchAgentZ@104.209"", ""ResearchAgentZ@4.255"", ""ResearchHelperAllegro@20.3"", ""VeteranObserverFeb11@20.122""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""March13OECDHelper@20.165"", ""March13OECDHelper@20.25"", ""March13OECDHelper@20.9"", ""May28OECDScout@52.165"", ""OECDEquityJun06Agent@20.97"", ""OECDEquityJun06Agent@52.159"", ""OECDEquityMar05Scout@20.59"", ""OECDEquityMar15Agent@4.227""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""Agent0MassCountyResearch@4.255"", ""AgentTryBar@20.22"", ""DataHelperX@23.100"", ""FlowAgent1779871991@52.162"", ""PublicDataRefsABC@104.43"", ""ResearchTxtReader27007@4.255"", ""ResearchUserXYZ@57.154"", ""TempResearchLinksZ@57.154""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""Jan21PoliceScout@52.162"", ""OAITestX@20.171"", ""OpenAIDec28Police@172.208"", ""OpenAIDec28Police@20.171"", ""OpenAIDec28Police@20.9"", ""OpenAIJan06Police@20.69"", ""OpenAIJan06Police@20.98"", ""OpenAIJan06Police@52.161""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""AgentEightJune@128.203"", ""AgentLoopMergeShortUL@20.65"", ""AgentResearchHelperXYZ@20.29"", ""AgentUltraFreshSlash777X@172.202"", ""DataResearchAgent@172.212"", ""DataResearchAgent@20.168"", ""OpenAIWriterPage@20.98"", ""ResearchAgent@40.75""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""AgentChain46575158@4.154"", ""AgentCustom007@20.109"", ""AgentHelper007@20.69"", ""AgentLink007@130.131"", ""AgentRetryXXX@168.62"", ""AgentTester@64.236"", ""AgentUpdater3928@64.236"", ""MassResearchHelper@4.154""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""CashierCoordAgentX@104.43"", ""CashierCoordAgentX@172.202"", ""CashierCoordAgentX@20.3"", ""CashierCoordOurRun@20.168"", ""CashierCoordOurRun@20.230"", ""CashierCoordOurRun@20.245"", ""CashierCoordSep09@4.155"", ""CashierSequenceAgentMay28@20.98""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""Agent0JQPEarly@20.165"", ""AgentCacheHelperOfficial991@4.255"", ""AgentLinkJuneSec@20.225"", ""AgentMapOverwrite999@13.78"", ""AgentMapOverwrite999@20.69"", ""AgentMapOverwrite999@4.154"", ""AgentMapReal999@20.12"", ""AgentMassAppend@4.154""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""Agent0MassCountyResearch@20.97"", ""AgentRootArchiveWWI1275@20.96"", ""AgentTwenty@20.98"", ""AgentTwentyTwo@20.230"", ""CiteAgent448Z@135.232"", ""CiteAgent448Z@64.236"", ""DataResearchFinalHelper@20.9"", ""OpenAIDataBridge@20.169""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""AgentPovUniqueQZ@4.154"", ""AgentResearchCook@20.245"", ""CookResearcher@20.110"", ""CookResearcher@20.112"", ""MapHelper@52.176"", ""OpenAIResearchSec2028@128.203"", ""ResearchAgentZZ@4.227"", ""ResearchHelperZ1782116303@20.225""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""Agent0Mass@20.109"", ""Agent0Mass@20.171"", ""Agent0Mass@52.141"", ""AgentMass0@20.163"", ""FreshAppend@135.232"", ""OpenAIUniqueSecGamma33@20.242"", ""ResearchAgentX@52.162"", ""UniqFresh@4.255""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""AgentDPLARefAgentZQX@20.168"", ""AgentHelper923@20.237"", ""AgentMinnUniqueQX882@57.154"", ""AgentTXHelper@20.83"", ""CacheBustUserXX@20.69"", ""CitationHelperMN@4.227"", ""DataRefHelperZZ97470@172.185"", ""DataResearchFinalHelper@20.225""]"
9,8,0.8889,1,0.0,0.0,0.0196,"[""AgentBridgeResearch42@40.75"", ""AgentResearcherZQX@20.122"", ""Nov08ConstructionAgent@20.172"", ""Nov08ConstructionAgent@52.238"", ""OpenAIAug21ConstructionX@20.110"", ""OpenAIAug21ConstructionX@20.62"", ""OpenAIAug21ConstructionX@23.102"", ""ResearchHelperUnique8891@20.245""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""AgentCorr5397416@40.65"", ""AgentMapCite8x@20.172"", ""AgentMapCite8x@20.59"", ""AgentMapCite8x@20.66"", ""AgentMeta12391926@20.172"", ""AgentOpenNext5@52.162"", ""AgentPageFit@20.94"", ""TestCooksHelper@20.225""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""Jul01PovertyStateScout@13.83"", ""MetaMiner473143@20.172"", ""OECDDec29Agent@20.171"", ""OECDDec29Agent@20.66"", ""OpenAIDec16Smoking@20.171"", ""OpenAIDec16Smoking@20.172"", ""OpenAIDec16Smoking@20.69"", ""OpenAIFeb28Equity@20.66""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""MaidsSequenceAgentSep21@130.131"", ""MaidsSequenceAgentSep21@20.112"", ""MaidsSequenceAgentSep21@20.97"", ""MaidsSequenceAgentSep21@52.234"", ""MaidsWageResearcherOct21@20.115"", ""MaidsWageResearcherOct21@20.62"", ""MaidsWageResearcherOct21@40.75"", ""MaidsWageResearcherOct21@52.159""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""Agent13JS2@57.154"", ""Agent13Short@20.29"", ""Agent13Short@20.80"", ""AgentJSLink12@4.227"", ""AgentMassCiteJun19@20.12"", ""AgentResearchDirectDispXII@20.69"", ""DirectCombAgent12@172.184"", ""DirectCombAgent12@20.225""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""AgentOct17DataUSA@4.255"", ""AgentOpenAIMar19Seq@20.169"", ""AgentOpenAISep7@20.242"", ""OAI4FFEJul16Current@20.83"", ""OpenAIAgent252336@57.154"", ""OpenAIResearcherMar03X@20.110"", ""ResearchHelperDec05@40.70"", ""SectorAgentNov16OAI@20.171""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""ArchiveScout@20.45"", ""CadenceProbeSeven@20.9"", ""LFRelayApr15@20.168"", ""OpenAIConstructionApr30Agent@20.98"", ""OpenAIConstructionSep11X@64.236"", ""OurFinanceAug10Slow77@20.165"", ""ResearchHelper@23.102"", ""ResearchHelperNY21@20.69""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""ArchiveResearchFeb28@20.171"", ""ArchiveTestResearcher@57.154"", ""Jun20VeteranAgent@168.62"", ""OpenAIJul08Cashier@172.184"", ""OpenAINov14HelperA2@172.184"", ""OpenAIOct16Cashier@20.14"", ""OpenAIResearchSep12@20.114"", ""OpenAIResearchSep12@52.251""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""AICountyResearch@20.168"", ""AgentReg108322676@52.162"", ""AgentResearchHelperXYZ@20.45"", ""AgentSECCountyLinker99172@135.119"", ""ArchiveAgentWinQQ@20.12"", ""DataResearchAgent@23.102"", ""OAIHelperSec@57.154"", ""SecAgent85@20.163""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""AgentRetry525394@20.98"", ""DataResearchMay15@104.42"", ""DataResearchOne7905@20.98"", ""Nov26ResearchReader@104.42"", ""OpenAIResearcher@20.97"", ""ResearchHelperOctFifteen@20.83"", ""ResearchPrepX2027B@40.112"", ""ResearchReaderJul23@20.64""]"
8,8,1.0,1,0.0,0.0,0.0196,"[""OpenAIHelperMay15@104.209"", ""OpenAIHelperMay15@20.114"", ""OpenAIHelperMay15@20.12"", ""OpenAIHelperMay15@20.29"", ""Sep09TransportHelper@20.97"", ""TransportAgentMarNineteen@52.225"", ""TransportResearchJun11@23.100"", ""TransportResearchJun11@57.154""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""GroceryAgentJul17X@40.70"", ""GroceryObserverJul24X@20.225"", ""OpenAIDataHelperDec5@20.109"", ""OpenAIDataHelperDec5@57.154"", ""OpenAIResearchAug09X@20.69"", ""ResearchBotFeb2028@52.159"", ""RevisionScoutOAI@20.69"", ""Sep26ClothingAgent@20.69""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""April11OECDScout@40.116"", ""MayTwoObserverFreshX@20.122"", ""OAIEquityDec02@130.131"", ""OAIEquityDec02@20.14"", ""OAIEquityDec02@20.171"", ""OAIEquityDec02@20.25"", ""OAIEquityDec02@40.70"", ""OAIEquityDec02@74.249""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""AgentCookResearch@40.75"", ""AgentStatusQuery@20.225"", ""ArchiveTBOQCResearcher@172.202"", ""CatalogResearchHelperZX826@20.83"", ""GuestResearch55254@172.202"", ""ResearchHelperX9281@20.172"", ""ResearchHelperZZZ@20.225"", ""TestAgentFoo@104.209""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""OAI1DC154Nov05@172.202"", ""OpenAIApr10Scout@20.97"", ""OpenAIDataUSAOccJul18@20.172"", ""OpenAIDataUSAOccJul18@20.62"", ""OpenAIDataUSAOccJul18@20.65"", ""OpenAIDataUSAOccJul18@20.69"", ""OpenAIDataUSAOccJul18@40.75"", ""OpenAIMar30OccupationWatcher@172.184""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""Agent008HelperMD@20.237"", ""AgentCheck@20.94"", ""AgentMass2@20.69"", ""AgentOJUnit@4.255"", ""ChatGPTCounty8888@20.3"", ""OpenAITestHelper@20.237"", ""ResearchHelperName@4.255"", ""TestCooksHelper@135.232""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""Dec03Relay907588@20.115"", ""OpenAIHelperX@172.173"", ""OpenAIJul8Watcher@20.112"", ""OpenAIJul8Watcher@20.69"", ""OpenAIJul8Watcher@20.80"", ""OpenAIJul8Watcher@52.162"", ""OpenAIJul8Watcher@57.154"", ""ResearchObserverXYZ@64.236""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""Agent0MassCountyResearch@20.172"", ""Agent0MassCountyResearch@57.154"", ""AgentData@20.114"", ""AgentResearcherABC@20.88"", ""AgentTryBar@20.69"", ""AgentX@20.163"", ""BudgetResearchTmp@40.65"", ""[Person10]@20.171""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""GroceryAgentJan30OAI@20.172"", ""Nov21ClothingAgent@20.12"", ""Nov21ClothingAgent@65.52"", ""OpenAIObserverNov09@20.9"", ""OpenAIObserverNov09@4.150"", ""OpenAIObserverNov09@4.154"", ""OpenAIObserverNov09@52.234"", ""ResearchAgentY@20.12""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""Jan03A2_1716ad@20.225"", ""Jan03A2_1716ad@20.237"", ""Jan03A2_1716ad@20.9"", ""OpenAIConstructionApr30A2@74.249"", ""OpenAIFeb28Watcher@20.168"", ""OpenAIHelperAug27@20.80"", ""OpenAIResearchApr12@57.154"", ""ResearchAgentMay@64.236""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""DataResearchAgent@20.29"", ""FreshAgentJS123@130.131"", ""GuestResearch111954@52.251"", ""GuestResearch340876@52.159"", ""OpenAIMass2026@13.78"", ""OurMassFinal@20.55"", ""ResearchHelperY@52.161"", ""VariantsMan0@52.159""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""AgentAppendINV7839@52.242"", ""AgentCitationFinal@20.69"", ""AgentFitLines@20.80"", ""AgentHack@40.116"", ""AgentHelperTwo@4.255"", ""AgentLinkUniq@172.185"", ""BudgetResearcher@20.59"", ""OpenAIresolveJun23@20.97""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""AgentOpenAISep7@20.237"", ""GroceryAgentJul17X@20.29"", ""GroceryAgentMar23CurrentX@4.236"", ""GroceryFastMar19A348288@52.159"", ""GroceryProbeJul09@20.230"", ""GroceryProbeJul09@4.242"", ""OaiResearcher@20.98"", ""OpenAIResearchAug09X@20.9""]"
8,7,0.875,1,0.0,0.0,0.0196,"[""OAIResearchDec13FP@172.185"", ""OAIResearchDec13FP@20.64"", ""OAIResearchDec13FP@40.75"", ""OAIResearchDec13FP@52.141"", ""OpenAIFPResearchSep05@137.116"", ""OpenAIFPResearchSep05@172.184"", ""OpenAIJan26FPScout@104.40"", ""OpenAIJun30FPScout@20.9""]"
