simulation_id,epoch,timestamp,total_interactions,accepted_interactions,rejected_interactions,toxicity_rate,quality_gap,avg_p,total_welfare,avg_payoff,payoff_std,gini_coefficient,total_posts,total_votes,total_tasks_completed,n_agents,n_frozen,n_quarantined,avg_reputation,reputation_std,n_edges,avg_degree,avg_clustering,n_components,ecosystem_threat_level,active_threats,contagion_depth,ecosystem_collusion_risk,n_flagged_pairs,avg_coordination_score,avg_synergy_score,tasks_completed
baseline,11,2026-03-28T09:39:03.899200,6,6,0,0.24885890694860047,0.0,0.7511410930513995,6.995807184691104,0.635982471335555,0.1246793245566822,0.10354614845793848,0,0,0,5,0,0,2.4999828177236862,1.3166185493152647,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,12,2026-03-28T09:39:03.910295,5,5,0,0.30629693659495705,0.0,0.693703063405043,4.8263715955170365,0.536263510613004,0.12744789925852978,0.12610881145205668,0,0,0,5,0,0,2.6936858811287285,1.4067028785992683,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,13,2026-03-28T09:39:03.924206,9,9,0,0.26060711523475344,0.0,0.7393928847652466,10.269293168008158,0.6040760687063622,0.12976862454905763,0.11432361868428215,0,0,0,5,0,0,3.1245930737061727,1.6056922846137085,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,14,2026-03-28T09:39:03.937740,7,7,0,0.25617199725654216,0.0,0.7438280027434578,6.882776263808092,0.625706933073463,0.16288185319263254,0.1256535524438747,0,0,0,5,0,0,3.4659522775470135,1.8180280066959444,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,15,2026-03-28T09:39:03.951053,2,2,0,0.34459201698349107,0.0,0.6554079830165089,1.9324478980990536,0.4831119745247634,0.0689726757875877,0.07138373650894914,0,0,0,5,0,0,3.5281154707536175,1.835019135563935,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,16,2026-03-28T09:39:03.966088,5,5,0,0.3154126371034969,0.0,0.6845873628965031,4.6113840141713585,0.5123760015745954,0.13649203147587877,0.14271166523982912,0,0,0,5,0,0,3.7127028336501198,1.911985282832371,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,17,2026-03-28T09:39:03.979998,4,4,0,0.3347593886950788,0.0,0.6652406113049212,3.651860663698771,0.5216943805283959,0.15215861169052503,0.15775778611967844,0,0,0,5,0,0,3.8448953226940574,2.0106169630740216,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,18,2026-03-28T09:39:03.997564,9,9,0,0.2863325643928143,0.0,0.7136674356071857,9.587565333706557,0.5639744313945033,0.11903894479280813,0.11598072832760747,0,0,0,5,0,0,4.229496706786991,2.2225978634659413,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,19,2026-03-28T09:39:04.016327,8,8,0,0.3171894948588275,0.0,0.6828105051411725,7.271131411374849,0.5193665293839179,0.1639950867838283,0.17656996215431864,0,0,0,5,0,0,4.521993515012868,2.3811304920764624,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,20,2026-03-28T09:39:04.033623,6,6,0,0.3060368321467729,0.0,0.6939631678532271,6.135406463443962,0.5577642239494511,0.14317980834792363,0.1442164338955956,0,0,0,5,0,0,4.754749316436739,2.454751059151224,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,21,2026-03-28T09:39:04.051996,6,6,0,0.27153086993275366,0.0,0.7284691300672463,5.928072125977928,0.5928072125977928,0.09239018449617857,0.08305828053777926,0,0,0,5,0,0,5.028912272517435,2.6086680279135486,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,22,2026-03-28T09:39:04.072003,9,9,0,0.2704769575341288,0.0,0.7295230424658712,10.042458318685227,0.5907328422756016,0.143038493191432,0.13462405186579762,0,0,0,5,0,0,5.4420537489560035,2.7877983632333154,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,23,2026-03-28T09:39:04.089107,2,2,0,0.22404073871338137,0.0,0.7759592612866186,2.655755567719712,0.663938891929928,0.05293169145089832,0.03986186989064411,0,0,0,5,0,0,5.552437453470651,2.821143939680344,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,24,2026-03-28T09:39:04.108001,4,4,0,0.3043410082159771,0.0,0.6956589917840229,3.1325139078802104,0.5220856513133684,0.07945016037082336,0.07387894036031921,0,0,0,5,0,0,5.708964646897869,2.926643278900543,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,25,2026-03-28T09:39:04.128785,5,5,0,0.2841274968527908,0.0,0.7158725031472092,3.9355348259881366,0.5622192608554482,0.1548164950801707,0.15045294600557504,0,0,0,5,0,0,5.924837150045079,3.038351005538381,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,26,2026-03-28T09:39:04.149356,4,4,0,0.2970193534252945,0.0,0.7029806465747055,4.093917574636279,0.5848453678051827,0.12057102442029524,0.1089703855374049,0,0,0,5,0,0,6.087221667304843,3.0936427154813955,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,27,2026-03-28T09:39:04.172403,5,5,0,0.2778453799076507,0.0,0.7221546200923493,4.134476112129978,0.5906394445899968,0.0840709921263145,0.07597502763676316,0,0,0,5,0,0,6.309376287397193,3.1950790368934516,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,28,2026-03-28T09:39:04.196357,7,7,0,0.29364967120171226,0.0,0.7063503287982877,7.318020158778429,0.5629246275983407,0.11883980755718943,0.11910351445727804,0,0,0,5,0,0,6.598266747714794,3.329824089971453,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
baseline,29,2026-03-28T09:39:04.218568,5,5,0,0.3541973701557759,0.0,0.6458026298442241,4.687039447663362,0.4687039447663362,0.14167514099664055,0.16036375542034875,0,0,0,5,0,0,6.744069377559019,3.429071899738966,0,0.0,0.0,1,0.0,0,0,0.0,0,0.0,0.0,0
