simulation_id,agent_id,name,agent_type,epoch,reputation,resources,interactions_initiated,interactions_received,avg_p_initiated,avg_p_received,total_payoff,is_frozen,is_quarantined
baseline,honest_1,honest_1,honest,0,0.5496175993689808,100.0,2,2,0.7748087996844903,0.7505962341058403,1.9333812223700788,False,False
baseline,honest_1,honest_1,honest,1,0.5496175993689808,100.0,0,1,0.5,0.6810231337875317,0.5215347006812975,False,False
baseline,honest_1,honest_1,honest,2,0.7259818745780884,100.0,1,1,0.6763642752091076,0.7661269857104502,0.5145464128136614,False,False
baseline,honest_1,honest_1,honest,3,1.03738526632366,100.0,1,2,0.8114033917455717,0.7324358012973409,1.4264102426630938,False,False
baseline,honest_1,honest_1,honest,4,1.308497095177492,100.0,1,1,0.7711118288538319,0.8043315521732999,0.6566677432807478,False,False
baseline,honest_1,honest_1,honest,5,1.6488079334138233,100.0,2,4,0.6701554191181656,0.7580853474453757,2.8439925454670876,False,False
baseline,honest_1,honest_1,honest,6,2.3447966434464194,100.0,3,5,0.731996236677532,0.6399426951013842,4.093553278309275,False,False
baseline,honest_1,honest_1,honest,7,2.565871823493473,100.0,1,4,0.7210751800470538,0.7368836501535878,2.284676677102904,False,False
baseline,honest_1,honest_1,honest,8,2.9969524120811846,100.0,2,2,0.7155402942938558,0.7008201566417261,1.8958280711818931,False,False
baseline,honest_1,honest_1,honest,9,3.1628035950652706,100.0,1,3,0.6658511829840862,0.7230772726477368,0.984902187330011,False,False
baseline,honest_1,honest_1,honest,10,3.1628035950652706,100.0,0,3,0.5,0.7980453017641379,2.091203857938621,False,False
baseline,honest_1,honest_1,honest,11,3.1628035950652706,100.0,0,3,0.5,0.8180019656637941,2.1810088454870744,False,False
baseline,honest_1,honest_1,honest,12,3.569230247521575,100.0,2,2,0.7032133262281521,0.7578619568110205,2.383225849117518,False,False
baseline,honest_1,honest_1,honest,13,4.191260144568278,100.0,2,5,0.8110149485233515,0.7193675150401103,3.633986487717382,False,False
baseline,honest_1,honest_1,honest,14,5.136991568252672,100.0,3,2,0.815243807894798,0.8193050067780192,3.626512155860649,False,False
baseline,honest_1,honest_1,honest,15,5.136991568252672,100.0,0,0,0.5,0.5,0.0,False,False
baseline,honest_1,honest_1,honest,16,5.136991568252672,100.0,0,2,0.5,0.6868566592841178,1.0605699778523534,False,False
baseline,honest_1,honest_1,honest,17,5.639250514300696,100.0,2,1,0.7511294730240119,0.5540177813068546,1.2533884190720355,False,False
baseline,honest_1,honest_1,honest,18,6.15395750997317,100.0,2,3,0.7573534978362371,0.7448163692833579,3.123734155283822,False,False
baseline,honest_1,honest_1,honest,19,6.75432819358295,100.0,3,3,0.70012356120326,0.7492236340987715,3.5220623788591414,False,False
baseline,honest_1,honest_1,honest,20,6.75432819358295,100.0,0,3,0.5,0.766777988338862,1.9505009475248791,False,False
baseline,honest_1,honest_1,honest,21,7.253272649279571,100.0,2,2,0.749472227848311,0.7281240717441685,1.248416683544933,False,False
baseline,honest_1,honest_1,honest,22,7.861064650802629,100.0,3,5,0.7025973338410195,0.7671272631298308,4.915142475758318,False,False
baseline,honest_1,honest_1,honest,23,7.861064650802629,100.0,0,2,0.5,0.7759592612866186,1.327877783859856,False,False
baseline,honest_1,honest_1,honest,24,8.33799397982134,100.0,2,1,0.7384646645093549,0.669284548696024,1.719320816572101,False,False
baseline,honest_1,honest_1,honest,25,8.654178629197947,100.0,1,3,0.8161846493766074,0.7339006047155557,0.7242769740649111,False,False
baseline,honest_1,honest_1,honest,26,8.654178629197947,100.0,0,3,0.5,0.7502297100417882,1.8760336951880467,False,False
baseline,honest_1,honest_1,honest,27,8.846356497897066,100.0,1,3,0.6921778686991185,0.7137450692707809,1.7565832644860353,False,False
baseline,honest_1,honest_1,honest,28,9.023247661887476,100.0,1,3,0.6768911639904094,0.7843444951893891,2.5448869743378655,False,False
baseline,honest_1,honest_1,honest,29,9.490501516029443,100.0,2,2,0.733626927070983,0.5763718118510721,1.9299962167661657,False,False
baseline,honest_2,honest_2,honest,0,0.0,100.0,0,0,0.5,0.5,0.0,False,False
baseline,honest_2,honest_2,honest,1,0.0,100.0,0,0,0.5,0.5,0.0,False,False
baseline,honest_2,honest_2,honest,2,0.26612698571045024,100.0,1,0,0.7661269857104502,0.5,0.6491904785656754,False,False
baseline,honest_2,honest_2,honest,3,0.572330422406941,100.0,1,1,0.8062034366964907,0.553019902425144,0.7093051550447361,False,False
baseline,honest_2,honest_2,honest,4,0.572330422406941,100.0,0,0,0.5,0.5,0.0,False,False
baseline,honest_2,honest_2,honest,5,0.572330422406941,100.0,0,1,0.5,0.5006190113581415,0.2509285170372122,False,False
baseline,honest_2,honest_2,honest,6,0.572330422406941,100.0,0,0,0.5,0.5,0.0,False,False
baseline,honest_2,honest_2,honest,7,1.1662493561741316,100.0,2,0,0.7969594668835953,0.5,1.390878400650786,False,False
baseline,honest_2,honest_2,honest,8,1.499054148374349,100.0,1,1,0.8328047922002172,0.6877653936323364,1.2808552787488303,False,False
baseline,honest_2,honest_2,honest,9,1.793083155052886,100.0,1,2,0.7940290066785372,0.6334954867921407,1.591529970394228,False,False
baseline,honest_2,honest_2,honest,10,2.1141164842187266,100.0,1,0,0.8210333291658405,0.5,0.7315499937487607,False,False
baseline,honest_2,honest_2,honest,11,2.42757386098515,100.0,1,1,0.8134573767664236,0.6831549934893907,0.7201860651496355,False,False
baseline,honest_2,honest_2,honest,12,2.7186380406410304,100.0,1,1,0.7910641796558806,0.6869770820838993,1.21706189260967,False,False
baseline,honest_2,honest_2,honest,13,3.324688496290422,100.0,2,4,0.803025227824696,0.7644245969216669,3.9956232650040895,False,False
baseline,honest_2,honest_2,honest,14,3.64107721835124,100.0,1,4,0.8163887220608178,0.7367337640585687,1.4073738736381152,False,False
baseline,honest_2,honest_2,honest,15,3.64107721835124,100.0,0,1,0.5,0.6094261991581171,0.4141392987371757,False,False
baseline,honest_2,honest_2,honest,16,3.7954193714410427,100.0,1,2,0.6543421530898029,0.6464983802210126,0.7635819410215545,False,False
baseline,honest_2,honest_2,honest,17,3.7954193714410427,100.0,0,2,0.5,0.6387089640789365,0.9161268922368095,False,False
baseline,honest_2,honest_2,honest,18,4.121503934137413,100.0,1,2,0.826084562696371,0.6666964829484356,1.7392162928898633,False,False
baseline,honest_2,honest_2,honest,19,4.450045425292846,100.0,1,2,0.8285414911554325,0.6971334857078054,1.2770475501345286,False,False
baseline,honest_2,honest_2,honest,20,4.919113176355163,100.0,2,2,0.7345338755311585,0.6380685719399128,1.7618767844990868,False,False
baseline,honest_2,honest_2,honest,21,5.203091047191413,100.0,1,4,0.7839778708362503,0.7286416592287853,3.047816761627087,False,False
baseline,honest_2,honest_2,honest,22,6.139121996702151,100.0,3,1,0.8120103165035796,0.6797512527071862,2.673673303326887,False,False
baseline,honest_2,honest_2,honest,23,6.450369052289369,100.0,1,0,0.8112470555872175,0.5,0.7168705833808263,False,False
baseline,honest_2,honest_2,honest,24,6.619653600985393,100.0,1,2,0.669284548696024,0.7384646645093549,0.5039268230440361,False,False
baseline,honest_2,honest_2,honest,25,6.915444793545711,100.0,1,1,0.7957911925603184,0.8161846493766074,1.4179637629053887,False,False
baseline,honest_2,honest_2,honest,26,7.349760097897143,100.0,2,1,0.7171576521757159,0.5612334561734574,1.1514729565271478,False,False
baseline,honest_2,honest_2,honest,27,7.647170737757081,100.0,1,2,0.7974106398599381,0.734768946324702,0.6961159597899071,False,False
baseline,honest_2,honest_2,honest,28,7.959940376792792,100.0,1,1,0.8127696390357111,0.6768911639904094,0.7191544585535666,False,False
baseline,honest_2,honest_2,honest,29,7.959940376792792,100.0,0,2,0.5,0.733626927070983,1.2008807812129492,False,False
baseline,honest_3,honest_3,honest,0,0.2618892526672755,100.0,1,2,0.7618892526672755,0.7748087996844903,1.9672602780543844,False,False
baseline,honest_3,honest_3,honest,1,0.4429123864548071,100.0,1,0,0.6810231337875317,0.5,0.5215347006812975,False,False
baseline,honest_3,honest_3,honest,2,0.4429123864548071,100.0,0,2,0.5,0.7109724247195838,1.1329172741587514,False,False
baseline,honest_3,honest_3,honest,3,0.4429123864548071,100.0,0,2,0.5,0.6793018942399327,1.0379056827197979,False,False
baseline,honest_3,honest_3,honest,4,0.747243938628107,100.0,1,3,0.8043315521732999,0.6558934822786723,1.7715702204833657,False,False
baseline,honest_3,honest_3,honest,5,1.5769958660376076,100.0,3,3,0.7765839758031668,0.6156105282197465,3.26487526810311,False,False
baseline,honest_3,honest_3,honest,6,2.072198454492462,100.0,2,3,0.7476012942274272,0.731996236677532,1.750656905813216,False,False
baseline,honest_3,honest_3,honest,7,2.3843571170852638,100.0,1,1,0.8121586625928018,0.7210751800470538,1.2998507639597836,False,False
baseline,honest_3,honest_3,honest,8,2.3843571170852638,100.0,0,1,0.5,0.7433151949553752,0.6149727924330628,False,False
baseline,honest_3,honest_3,honest,9,2.7595599283499372,100.0,2,0,0.6876014056323365,0.5,1.0628042168970098,False,False
baseline,honest_3,honest_3,honest,10,3.0878096320157935,100.0,1,1,0.8282497036658563,0.5727536548769981,0.7423745554987844,False,False
baseline,honest_3,honest_3,honest,11,3.7283581522407525,100.0,2,1,0.8202742601124795,0.7645376503935605,2.1076292559277796,False,False
baseline,honest_3,honest_3,honest,12,3.9530178862069127,100.0,1,1,0.7246597339661603,0.719449570372405,0.5869896009492406,False,False
baseline,honest_3,honest_3,honest,13,4.388599871795018,100.0,2,0,0.7177909927940526,0.5,1.1533729783821576,False,False
baseline,honest_3,honest_3,honest,14,4.710821163290238,100.0,1,0,0.8222212914952207,0.5,0.7333319372428311,False,False
baseline,honest_3,honest_3,honest,15,4.710821163290238,100.0,0,0,0.5,0.5,0.0,False,False
baseline,honest_3,honest_3,honest,16,4.930192328768671,100.0,1,1,0.7193711654784326,0.7562267354722548,1.2133968514260312,False,False
baseline,honest_3,honest_3,honest,17,4.930192328768671,100.0,0,1,0.5,0.8295267357549567,0.7442901036324351,False,False
baseline,honest_3,honest_3,honest,18,5.132285508821676,100.0,1,4,0.7020931800530046,0.7137912116794315,2.1544316124686396,False,False
baseline,honest_3,honest_3,honest,19,5.454403670966217,100.0,1,2,0.8221181621445409,0.6103421859582902,1.0050482328004278,False,False
baseline,honest_3,honest_3,honest,20,5.785669884920486,100.0,1,0,0.8312662139542693,0.5,0.7468993209314039,False,False
baseline,honest_3,honest_3,honest,21,5.957940157572573,100.0,1,0,0.6722702726520867,0.5,0.50840540897813,False,False
baseline,honest_3,honest_3,honest,22,6.2883765889997445,100.0,1,2,0.8304364314271724,0.7140203744079361,1.2330519424712736,False,False
baseline,honest_3,honest_3,honest,23,6.529048055985764,100.0,1,0,0.7406714669860198,0.5,0.6110072004790297,False,False
baseline,honest_3,honest_3,honest,24,6.529048055985764,100.0,0,0,0.5,0.5,0.0,False,False
baseline,honest_3,honest_3,honest,25,6.716785680784539,100.0,1,1,0.6877376247987751,0.5614760522127713,0.8738205155173195,False,False
baseline,honest_3,honest_3,honest,26,7.033159506558471,100.0,1,0,0.8163738257739327,0.5,0.724560738660899,False,False
baseline,honest_3,honest_3,honest,27,7.376984074510876,100.0,2,0,0.6719122839762023,0.5,1.015736851928607,False,False
baseline,honest_3,honest_3,honest,28,7.676773922055014,100.0,1,0,0.7997898475441384,0.5,0.6996847713162075,False,False
baseline,honest_3,honest_3,honest,29,7.676773922055014,100.0,0,1,0.5,0.6090156713770101,0.4135235070655151,False,False
