ranking,detection,reset_cadence,seed,epoch,reset,mean_infection,max_infection,cache_corruption,tier3_poisoning,promotion_accuracy
quality,off,0,43,20,False,0.22722254140164605,0.22722254140164605,0.2,0.6818181818181818,0.33088235294117646
quality,off,0,43,21,False,0.2204169060512345,0.22041690605123454,0.2,0.6956521739130435,0.323943661971831
quality,off,0,43,22,False,0.21531267953842592,0.21531267953842592,0.2,0.6956521739130435,0.32413793103448274
quality,off,0,43,23,False,0.21148450965381943,0.21148450965381943,0.2,0.704225352112676,0.3197278911564626
quality,off,0,43,24,False,0.20861338224036458,0.20861338224036458,0.1,0.6973684210526315,0.3225806451612903
quality,off,0,43,25,False,0.1814600366802734,0.1814600366802734,0.1,0.7088607594936709,0.32075471698113206
quality,off,0,43,26,False,0.16109502751020505,0.16109502751020505,0.05,0.7093023255813954,0.32142857142857145
quality,off,0,43,27,False,0.13332127063265378,0.13332127063265378,0.05,0.7111111111111111,0.3103448275862069
quality,off,0,43,28,False,0.11249095297449034,0.11249095297449034,0.05,0.7127659574468085,0.31868131868131866
quality,off,0,43,29,False,0.09686821473086775,0.09686821473086775,0.05,0.71875,0.31351351351351353
quality,off,0,43,30,False,0.0851511610481508,0.0851511610481508,0.05,0.7244897959183674,0.31216931216931215
quality,off,0,43,31,False,0.0763633707861131,0.0763633707861131,0.0,0.7102803738317757,0.31155778894472363
quality,off,0,43,32,False,0.05727252808958483,0.05727252808958483,0.0,0.7027027027027027,0.3106796116504854
quality,off,0,43,33,False,0.042954396067188615,0.04295439606718862,0.0,0.7017543859649122,0.3142857142857143
quality,off,0,43,34,False,0.032215797050391466,0.032215797050391466,0.0,0.7058823529411765,0.3101851851851852
quality,off,0,43,35,False,0.0241618477877936,0.0241618477877936,0.0,0.704,0.3125
quality,off,0,43,36,False,0.0181213858408452,0.018121385840845203,0.0,0.7131782945736435,0.3056768558951965
quality,off,0,43,37,False,0.013591039380633902,0.013591039380633902,0.0,0.6985294117647058,0.31092436974789917
quality,off,0,43,38,False,0.010193279535475427,0.010193279535475427,0.0,0.6875,0.3157894736842105
quality,off,0,43,39,False,0.0076449596516065714,0.007644959651606571,0.0,0.6896551724137931,0.31746031746031744
quality,off,0,44,0,False,0.0,0.0,0.0,0.0,1.0
quality,off,0,44,1,False,0.0,0.0,0.3,0.3,0.72
quality,off,0,44,2,False,0.075,0.075,0.35714285714285715,0.35714285714285715,0.6896551724137931
quality,off,0,44,3,False,0.14553571428571427,0.14553571428571427,0.5,0.5,0.5675675675675675
quality,off,0,44,4,False,0.2341517857142857,0.2341517857142857,0.45,0.5217391304347826,0.5365853658536586
quality,off,0,44,5,False,0.28811383928571427,0.28811383928571427,0.35,0.5357142857142857,0.5217391304347826
quality,off,0,44,6,False,0.30358537946428565,0.30358537946428565,0.35,0.59375,0.48
quality,off,0,44,7,False,0.31518903459821423,0.31518903459821423,0.15,0.575,0.4745762711864407
quality,off,0,44,8,False,0.27389177594866065,0.27389177594866065,0.1,0.5777777777777777,0.46153846153846156
quality,off,0,44,9,False,0.23041883196149548,0.23041883196149548,0.1,0.5957446808510638,0.4507042253521127
quality,off,0,44,10,False,0.1978141239711216,0.1978141239711216,0.05,0.5961538461538461,0.425
quality,off,0,44,11,False,0.16086059297834124,0.1608605929783412,0.0,0.603448275862069,0.41379310344827586
quality,off,0,44,12,False,0.12064544473375591,0.12064544473375591,0.0,0.5967741935483871,0.40425531914893614
quality,off,0,44,13,False,0.09048408355031692,0.09048408355031692,0.0,0.609375,0.3838383838383838
quality,off,0,44,14,False,0.0678630626627377,0.0678630626627377,0.0,0.6231884057971014,0.37037037037037035
quality,off,0,44,15,False,0.050897296997053275,0.050897296997053275,0.0,0.6103896103896104,0.3706896551724138
quality,off,0,44,16,False,0.038172972747789954,0.038172972747789954,0.0,0.6125,0.36666666666666664
quality,off,0,44,17,False,0.028629729560842466,0.028629729560842466,0.0,0.6144578313253012,0.36507936507936506
quality,off,0,44,18,False,0.02147229717063185,0.02147229717063185,0.0,0.6235294117647059,0.3458646616541353
quality,off,0,44,19,False,0.01610422287797389,0.01610422287797389,0.0,0.625,0.34285714285714286
quality,off,0,44,20,False,0.012078167158480415,0.012078167158480417,0.0,0.6382978723404256,0.3310810810810811
quality,off,0,44,21,False,0.009058625368860313,0.009058625368860313,0.0,0.6428571428571429,0.3246753246753247
quality,off,0,44,22,False,0.006793969026645234,0.006793969026645235,0.0,0.64,0.3227848101265823
quality,off,0,44,23,False,0.005095476769983926,0.005095476769983926,0.0,0.64,0.3167701863354037
quality,off,0,44,24,False,0.003821607577487945,0.003821607577487945,0.0,0.6448598130841121,0.3136094674556213
quality,off,0,44,25,False,0.002866205683115959,0.002866205683115959,0.0,0.6428571428571429,0.3142857142857143
quality,off,0,44,26,False,0.002149654262336969,0.002149654262336969,0.0,0.6521739130434783,0.30601092896174864
quality,off,0,44,27,False,0.001612240696752727,0.0016122406967527267,0.0,0.6581196581196581,0.2994652406417112
quality,off,0,44,28,False,0.001209180522564545,0.001209180522564545,0.0,0.6557377049180327,0.30569948186528495
quality,off,0,44,29,False,0.0009068853919234088,0.0009068853919234087,0.0,0.656,0.30456852791878175
quality,off,0,44,30,False,0.0006801640439425565,0.0006801640439425565,0.0,0.6587301587301587,0.30198019801980197
quality,off,0,44,31,False,0.0005101230329569174,0.0005101230329569174,0.0,0.6590909090909091,0.3
quality,off,0,44,32,False,0.000382592274717688,0.000382592274717688,0.0,0.6594202898550725,0.30414746543778803
quality,off,0,44,33,False,0.00028694420603826595,0.000286944206038266,0.0,0.6571428571428571,0.3063063063063063
quality,off,0,44,34,False,0.0002152081545286995,0.0002152081545286995,0.0,0.6598639455782312,0.30434782608695654
quality,off,0,44,35,False,0.00016140611589652464,0.00016140611589652464,0.0,0.6578947368421053,0.30638297872340425
quality,off,0,44,36,False,0.00012105458692239348,0.00012105458692239348,0.0,0.6558441558441559,0.30416666666666664
quality,off,0,44,37,False,9.079094019179511e-05,9.079094019179511e-05,0.0,0.6666666666666666,0.2979591836734694
quality,off,0,44,38,False,6.809320514384633e-05,6.809320514384633e-05,0.0,0.6687116564417178,0.296
quality,off,0,44,39,False,5.1069903857884746e-05,5.1069903857884746e-05,0.0,0.6746987951807228,0.29411764705882354
quality,off,0,45,0,False,0.0,0.0,0.0,0.0,1.0
quality,off,0,45,1,False,0.0,0.0,0.3076923076923077,0.3076923076923077,0.7777777777777778
quality,off,0,45,2,False,0.07692307692307694,0.07692307692307693,0.2857142857142857,0.2857142857142857,0.7419354838709677
quality,off,0,45,3,False,0.1291208791208791,0.1291208791208791,0.3888888888888889,0.3888888888888889,0.6666666666666666
quality,off,0,45,4,False,0.19406288156288154,0.19406288156288154,0.45,0.45,0.6
quality,off,0,45,5,False,0.25804716117216114,0.25804716117216114,0.45,0.45,0.5853658536585366
quality,off,0,45,6,False,0.30603537087912086,0.30603537087912086,0.4,0.4782608695652174,0.5319148936170213
quality,off,0,45,7,False,0.3295265281593407,0.3295265281593407,0.35,0.5,0.5098039215686274
quality,off,0,45,8,False,0.33464489611950554,0.33464489611950554,0.35,0.5185185185185185,0.48148148148148145
quality,off,0,45,9,False,0.3384836720896291,0.33848367208962915,0.35,0.5517241379310345,0.4406779661016949
quality,off,0,45,10,False,0.34136275406722183,0.34136275406722183,0.3,0.6,0.4153846153846154
quality,off,0,45,11,False,0.3310220655504164,0.3310220655504164,0.3,0.5897435897435898,0.4142857142857143
quality,off,0,45,12,False,0.32326654916281233,0.32326654916281233,0.3,0.6190476190476191,0.3918918918918919
quality,off,0,45,13,False,0.31744991187210925,0.31744991187210925,0.3,0.6521739130434783,0.3717948717948718
quality,off,0,45,14,False,0.31308743390408195,0.31308743390408195,0.3,0.673469387755102,0.3493975903614458
quality,off,0,45,15,False,0.3098155754280615,0.3098155754280615,0.3,0.6862745098039216,0.3333333333333333
quality,off,0,45,16,False,0.3073616815710461,0.3073616815710461,0.25,0.6792452830188679,0.32978723404255317
quality,off,0,45,17,False,0.2930212611782846,0.2930212611782846,0.25,0.6909090909090909,0.31958762886597936
quality,off,0,45,18,False,0.28226594588371345,0.28226594588371345,0.2,0.6949152542372882,0.31683168316831684
quality,off,0,45,19,False,0.2616994594127851,0.2616994594127851,0.1,0.6875,0.32407407407407407
quality,off,0,45,20,False,0.22127459455958884,0.22127459455958884,0.05,0.6911764705882353,0.3157894736842105
quality,off,0,45,21,False,0.17845594591969163,0.17845594591969163,0.0,0.6944444444444444,0.3135593220338983
quality,off,0,45,22,False,0.13384195943976873,0.13384195943976873,0.0,0.7027027027027027,0.31451612903225806
quality,off,0,45,23,False,0.10038146957982655,0.10038146957982655,0.0,0.7051282051282052,0.3153846153846154
quality,off,0,45,24,False,0.07528610218486993,0.07528610218486992,0.0,0.7073170731707317,0.3161764705882353
quality,off,0,45,25,False,0.05646457663865244,0.05646457663865244,0.0,0.7142857142857143,0.3076923076923077
quality,off,0,45,26,False,0.042348432478989326,0.042348432478989326,0.0,0.7241379310344828,0.2972972972972973
quality,off,0,45,27,False,0.03176132435924199,0.03176132435924199,0.0,0.7191011235955056,0.2980132450331126
quality,off,0,45,28,False,0.023820993269431493,0.023820993269431493,0.0,0.7096774193548387,0.3037974683544304
quality,off,0,45,29,False,0.01786574495207362,0.01786574495207362,0.0,0.7127659574468085,0.3006134969325153
quality,off,0,45,30,False,0.013399308714055216,0.013399308714055216,0.0,0.7157894736842105,0.30409356725146197
quality,off,0,45,31,False,0.010049481535541412,0.010049481535541412,0.0,0.7142857142857143,0.30113636363636365
quality,off,0,45,32,False,0.007537111151656059,0.007537111151656059,0.0,0.7128712871287128,0.3005464480874317
quality,off,0,45,33,False,0.005652833363742045,0.005652833363742045,0.0,0.7075471698113207,0.3020833333333333
quality,off,0,45,34,False,0.004239625022806533,0.004239625022806533,0.0,0.7090909090909091,0.29949238578680204
quality,off,0,45,35,False,0.0031797187671048998,0.0031797187671048998,0.0,0.7053571428571429,0.297029702970297
quality,off,0,45,36,False,0.0023847890753286747,0.0023847890753286747,0.0,0.7068965517241379,0.3014354066985646
quality,off,0,45,37,False,0.001788591806496506,0.001788591806496506,0.0,0.711864406779661,0.29767441860465116
quality,off,0,45,38,False,0.0013414438548723796,0.0013414438548723796,0.0,0.7154471544715447,0.2972972972972973
quality,off,0,45,39,False,0.0010060828911542846,0.0010060828911542846,0.0,0.72,0.29955947136563876
quality,off,0,46,0,False,0.0,0.0,0.0,0.0,1.0
quality,off,0,46,1,False,0.0,0.0,0.2,0.2,0.8461538461538461
quality,off,0,46,2,False,0.05,0.05,0.42857142857142855,0.42857142857142855,0.71875
quality,off,0,46,3,False,0.14464285714285713,0.14464285714285713,0.4666666666666667,0.4666666666666667,0.6571428571428571
quality,off,0,46,4,False,0.2251488095238095,0.2251488095238095,0.6,0.6,0.5609756097560976
quality,off,0,46,5,False,0.3188616071428572,0.31886160714285716,0.6,0.6190476190476191,0.5348837209302325
quality,off,0,46,6,False,0.3891462053571428,0.38914620535714284,0.5,0.6153846153846154,0.52
quality,off,0,46,7,False,0.41685965401785713,0.41685965401785713,0.5,0.6296296296296297,0.49056603773584906
quality,off,0,46,8,False,0.43764474051339286,0.43764474051339286,0.4,0.6129032258064516,0.4827586206896552
quality,off,0,46,9,False,0.4282335553850446,0.4282335553850446,0.4,0.6388888888888888,0.453125
quality,off,0,46,10,False,0.4211751665387834,0.4211751665387834,0.35,0.6341463414634146,0.45714285714285713
quality,off,0,46,11,False,0.4033813749040875,0.40338137490408754,0.35,0.6511627906976745,0.4266666666666667
quality,off,0,46,12,False,0.3900360311780656,0.3900360311780656,0.35,0.6590909090909091,0.4177215189873418
quality,off,0,46,13,False,0.38002702338354916,0.3800270233835492,0.35,0.6666666666666666,0.40963855421686746
quality,off,0,46,14,False,0.3725202675376619,0.3725202675376619,0.35,0.6808510638297872,0.38636363636363635
quality,off,0,46,15,False,0.36689020065324635,0.3668902006532464,0.3,0.6923076923076923,0.3723404255319149
quality,off,0,46,16,False,0.3501676504899348,0.3501676504899348,0.25,0.6851851851851852,0.3673469387755102
quality,off,0,46,17,False,0.32512573786745114,0.32512573786745114,0.25,0.6964285714285714,0.34951456310679613
quality,off,0,46,18,False,0.3063443034005884,0.3063443034005884,0.2,0.6842105263157895,0.3523809523809524
quality,off,0,46,19,False,0.2797582275504413,0.2797582275504413,0.2,0.6949152542372882,0.34545454545454546
quality,off,0,46,20,False,0.25981867066283093,0.25981867066283093,0.2,0.7096774193548387,0.3333333333333333
quality,off,0,46,21,False,0.2448640029971232,0.2448640029971232,0.2,0.7096774193548387,0.3333333333333333
quality,off,0,46,22,False,0.23364800224784238,0.23364800224784238,0.15,0.7076923076923077,0.32786885245901637
quality,off,0,46,23,False,0.21273600168588178,0.21273600168588178,0.05,0.6911764705882353,0.3359375
quality,off,0,46,24,False,0.17205200126441134,0.17205200126441134,0.05,0.7,0.3233082706766917
quality,off,0,46,25,False,0.1415390009483085,0.1415390009483085,0.0,0.7027027027027027,0.3142857142857143
quality,off,0,46,26,False,0.10615425071123138,0.10615425071123138,0.0,0.7088607594936709,0.3103448275862069
quality,off,0,46,27,False,0.07961568803342353,0.07961568803342353,0.0,0.7195121951219512,0.30666666666666664
quality,off,0,46,28,False,0.05971176602506765,0.05971176602506765,0.0,0.7261904761904762,0.310126582278481
quality,off,0,46,29,False,0.04478382451880074,0.04478382451880074,0.0,0.7142857142857143,0.3132530120481928
quality,off,0,46,30,False,0.03358786838910055,0.03358786838910055,0.0,0.723404255319149,0.3081395348837209
quality,off,0,46,31,False,0.025190901291825413,0.025190901291825413,0.0,0.7216494845360825,0.30337078651685395
quality,off,0,46,32,False,0.01889317596886906,0.01889317596886906,0.0,0.73,0.2972972972972973
quality,off,0,46,33,False,0.014169881976651795,0.014169881976651795,0.0,0.7378640776699029,0.2931937172774869
quality,off,0,46,34,False,0.010627411482488846,0.010627411482488846,0.0,0.7333333333333333,0.29081632653061223
quality,off,0,46,35,False,0.007970558611866635,0.007970558611866635,0.0,0.7363636363636363,0.2871287128712871
quality,off,0,46,36,False,0.005977918958899976,0.0059779189588999755,0.0,0.7241379310344828,0.2938388625592417
quality,off,0,46,37,False,0.004483439219174982,0.004483439219174982,0.0,0.7213114754098361,0.2916666666666667
quality,off,0,46,38,False,0.003362579414381236,0.003362579414381236,0.0,0.7142857142857143,0.2927927927927928
quality,off,0,46,39,False,0.0025219345607859272,0.0025219345607859272,0.0,0.7022900763358778,0.29955947136563876
quality,off,0,47,0,False,0.0,0.0,0.0,0.0,1.0
quality,off,0,47,1,False,0.0,0.0,0.2727272727272727,0.2727272727272727,0.8518518518518519
quality,off,0,47,2,False,0.06818181818181818,0.06818181818181818,0.35714285714285715,0.35714285714285715,0.7575757575757576
quality,off,0,47,3,False,0.14042207792207792,0.14042207792207792,0.4375,0.4375,0.65
quality,off,0,47,4,False,0.21469155844155843,0.21469155844155843,0.5,0.5,0.5686274509803921
quality,off,0,47,5,False,0.28601866883116883,0.28601866883116883,0.5,0.5238095238095238,0.5576923076923077
quality,off,0,47,6,False,0.3395140016233767,0.33951400162337664,0.4,0.5555555555555556,0.5254237288135594
quality,off,0,47,7,False,0.3546355012175325,0.3546355012175325,0.4,0.5862068965517241,0.5
quality,off,0,47,8,False,0.36597662591314933,0.3659766259131494,0.3,0.5757575757575758,0.4925373134328358
quality,off,0,47,9,False,0.34948246943486205,0.34948246943486205,0.2,0.5675675675675675,0.48
quality,off,0,47,10,False,0.3121118520761465,0.3121118520761465,0.1,0.5609756097560976,0.4691358024691358
quality,off,0,47,11,False,0.2590838890571099,0.2590838890571099,0.1,0.5813953488372093,0.4418604651162791
quality,off,0,47,12,False,0.2193129167928324,0.2193129167928324,0.1,0.6,0.4222222222222222
quality,off,0,47,13,False,0.1894846875946243,0.1894846875946243,0.05,0.5957446808510638,0.40625
quality,off,0,47,14,False,0.15461351569596823,0.15461351569596823,0.0,0.6078431372549019,0.39215686274509803
quality,off,0,47,15,False,0.11596013677197617,0.11596013677197617,0.0,0.5892857142857143,0.3944954128440367
quality,off,0,47,16,False,0.08697010257898212,0.08697010257898213,0.0,0.5932203389830508,0.38596491228070173
quality,off,0,47,17,False,0.0652275769342366,0.0652275769342366,0.0,0.59375,0.3770491803278688
quality,off,0,47,18,False,0.048920682700677454,0.048920682700677454,0.0,0.5970149253731343,0.376
quality,off,0,47,19,False,0.03669051202550809,0.03669051202550809,0.0,0.6056338028169014,0.366412213740458
quality,off,0,47,20,False,0.027517884019131068,0.027517884019131068,0.0,0.6233766233766234,0.35251798561151076
quality,off,0,47,21,False,0.0206384130143483,0.0206384130143483,0.0,0.6428571428571429,0.3448275862068966
quality,off,0,47,22,False,0.015478809760761226,0.015478809760761226,0.0,0.6436781609195402,0.3464052287581699
quality,off,0,47,23,False,0.01160910732057092,0.01160910732057092,0.0,0.651685393258427,0.3375796178343949
quality,off,0,47,24,False,0.00870683049042819,0.00870683049042819,0.0,0.6391752577319587,0.3473053892215569
quality,off,0,47,25,False,0.006530122867821142,0.006530122867821142,0.0,0.6435643564356436,0.34285714285714286
quality,off,0,47,26,False,0.004897592150865858,0.004897592150865857,0.0,0.6509433962264151,0.3370165745856354
quality,off,0,47,27,False,0.003673194113149393,0.003673194113149393,0.0,0.6339285714285714,0.34574468085106386
quality,off,0,47,28,False,0.0027548955848620445,0.0027548955848620445,0.0,0.6218487394957983,0.3520408163265306
quality,off,0,47,29,False,0.0020661716886465334,0.0020661716886465334,0.0,0.628099173553719,0.3484848484848485
quality,off,0,47,30,False,0.0015496287664849,0.0015496287664849,0.0,0.6290322580645161,0.3446601941747573
quality,off,0,47,31,False,0.001162221574863675,0.001162221574863675,0.0,0.6259541984732825,0.3488372093023256
quality,off,0,47,32,False,0.0008716661811477563,0.0008716661811477563,0.0,0.6323529411764706,0.34080717488789236
quality,off,0,47,33,False,0.0006537496358608173,0.0006537496358608173,0.0,0.6330935251798561,0.34210526315789475
quality,off,0,47,34,False,0.0004903122268956129,0.0004903122268956129,0.0,0.6326530612244898,0.3432203389830508
quality,off,0,47,35,False,0.00036773417017170966,0.00036773417017170966,0.0,0.6381578947368421,0.33877551020408164
quality,off,0,47,36,False,0.00027580062762878226,0.00027580062762878226,0.0,0.6346153846153846,0.3426294820717131
quality,off,0,47,37,False,0.0002068504707215867,0.0002068504707215867,0.0,0.6369426751592356,0.33725490196078434
quality,off,0,47,38,False,0.00015513785304119003,0.00015513785304119003,0.0,0.6415094339622641,0.3333333333333333
quality,off,0,47,39,False,0.00011635338978089251,0.00011635338978089251,0.0,0.6375,0.3333333333333333
quality,off,0,48,0,False,0.0,0.0,0.0,0.0,1.0
quality,off,0,48,1,False,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8571428571428571
quality,off,0,48,2,False,0.08333333333333333,0.08333333333333333,0.4,0.4,0.72
quality,off,0,48,3,False,0.1625,0.1625,0.5714285714285714,0.5714285714285714,0.5806451612903226
quality,off,0,48,4,False,0.26473214285714286,0.26473214285714286,0.6470588235294118,0.6470588235294118,0.5428571428571428
quality,off,0,48,5,False,0.3603138130252101,0.3603138130252101,0.6470588235294118,0.6470588235294118,0.5405405405405406
quality,off,0,48,6,False,0.4320000656512605,0.4320000656512605,0.6842105263157895,0.6842105263157895,0.46511627906976744
quality,off,0,48,7,False,0.4950526808173927,0.49505268081739273,0.7,0.7,0.43478260869565216
quality,off,0,48,8,False,0.5462895106130445,0.5462895106130445,0.7,0.7272727272727273,0.42
quality,off,0,48,9,False,0.5847171329597833,0.5847171329597833,0.7,0.75,0.39622641509433965
quality,off,0,48,10,False,0.6135378497198375,0.6135378497198375,0.65,0.7307692307692307,0.3793103448275862
quality,off,0,48,11,False,0.6226533872898781,0.6226533872898781,0.6,0.7333333333333333,0.3582089552238806
quality,off,0,48,12,False,0.6169900404674086,0.6169900404674086,0.6,0.75,0.3380281690140845
quality,off,0,48,13,False,0.6127425303505565,0.6127425303505565,0.6,0.7777777777777778,0.3116883116883117
quality,off,0,48,14,False,0.6095568977629172,0.6095568977629173,0.45,0.7380952380952381,0.32142857142857145
quality,off,0,48,15,False,0.569667673322188,0.569667673322188,0.45,0.7441860465116279,0.30337078651685395
quality,off,0,48,16,False,0.539750754991641,0.539750754991641,0.35,0.723404255319149,0.3125
quality,off,0,48,17,False,0.49231306624373083,0.49231306624373083,0.35,0.74,0.3
quality,off,0,48,18,False,0.4567347996827982,0.4567347996827982,0.35,0.75,0.2912621359223301
quality,off,0,48,19,False,0.43005109976209865,0.43005109976209865,0.25,0.7457627118644068,0.2882882882882883
quality,off,0,48,20,False,0.38503832482157396,0.38503832482157396,0.2,0.746031746031746,0.28448275862068967
quality,off,0,48,21,False,0.3387787436161805,0.3387787436161805,0.15,0.746268656716418,0.2845528455284553
quality,off,0,48,22,False,0.29158405771213536,0.29158405771213536,0.05,0.7397260273972602,0.2857142857142857
quality,off,0,48,23,False,0.23118804328410153,0.23118804328410153,0.05,0.7432432432432432,0.2753623188405797
quality,off,0,48,24,False,0.18589103246307617,0.18589103246307614,0.05,0.7466666666666667,0.2695035460992908
quality,off,0,48,25,False,0.15191827434730712,0.15191827434730712,0.0,0.7407407407407407,0.272108843537415
quality,off,0,48,26,False,0.11393870576048035,0.11393870576048035,0.0,0.7380952380952381,0.26973684210526316
quality,off,0,48,27,False,0.08545402932036025,0.08545402932036025,0.0,0.735632183908046,0.275
