ranking,detection,reset_cadence,run_index,seed,total_interactions,accepted_interactions,avg_toxicity,avg_quality_gap,total_welfare,welfare_per_epoch,n_agents,n_frozen,avg_reputation,avg_payoff,min_payoff,max_payoff,honest_avg_payoff,opportunistic_avg_payoff,deceptive_avg_payoff,adversarial_avg_payoff,separation_quality,infiltration_rate,welfare_delta,attack_displacement,pool_avg_quality_truthful,pool_avg_quality_fair,pool_avg_quality_default,pool_welfare_truthful,pool_welfare_fair,pool_welfare_default,peak_infection,mean_infection,final_infection,late_infection,mean_tier3_poisoning,final_tier3_poisoning,mean_cache_corruption,contagion_writes
quality,off,0,0,42,3014,3014,0.29089118572812594,0.0,3048.762534371901,76.21906335929752,10,0,63.075368657996954,216.1840960342673,154.95023595887895,382.1888057455059,175.93851679035438,303.02070292783065,211.46232716987438,295.8634147514207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5251618543617156,0.23662495056039737,0.0038400654025294557,0.019305229881465047,0.6979856390702107,0.732824427480916,0.23691295546558705,207
quality,off,0,1,43,2991,2991,0.288875221187591,0.0,3046.4396523347395,76.1609913083685,10,0,63.20998977455103,217.36521217572982,164.39931005934886,388.97529257820906,175.7733884673929,313.45781775155666,217.2175947225066,294.16818923943896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2896449330891149,0.16014233775499714,0.0076449596516065714,0.03676697652377835,0.6024111127411322,0.6896551724137931,0.16071570972886762,126
quality,off,0,2,44,3003,3003,0.2864512830873296,0.0,3083.1741299446553,77.07935324861639,10,0,64.18453323366619,217.05373948990163,166.9022650496912,384.1072355682164,176.14146352929342,314.78962209687757,217.5069150709287,290.696038277725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31518903459821423,0.06767474118578207,5.1069903857884746e-05,0.00025674464641965716,0.5940163181338595,0.6746987951807228,0.06767857142857144,54
quality,off,0,3,45,3000,3000,0.28897435156038676,0.0,3054.475233555842,76.36188083889604,10,0,63.366918633995226,213.91184949652884,163.67534117766962,382.9702937412843,174.82650602188357,294.80606579288116,212.28230419216226,291.5355444244717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34136275406722183,0.1494819308405505,0.0010060828911542846,0.005057898618275801,0.6175991126863558,0.72,0.14955738705738705,141
quality,off,0,4,46,3007,3007,0.28964080139599574,0.0,3054.713153768759,76.36782884421898,10,0,63.312151581433966,215.0913757612912,154.3025385460341,396.44860212652674,175.57010066952432,286.7056558306591,212.96284512991159,298.9123263175977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43764474051339286,0.19219180728889343,0.0025219345607859272,0.012678566987404442,0.6472618131072757,0.7022900763358778,0.19238095238095237,140
quality,off,0,5,47,3017,3017,0.2874126744691199,0.0,3086.6107722193497,77.16526930548375,10,0,64.16208153586307,220.46885006390556,174.406816338367,396.21655804304464,179.96718418983596,310.03106013435195,216.9266664532482,298.96383445621996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36597662591314933,0.09292552674251968,0.00011635338978089251,0.0005849454896596923,0.5755524748786582,0.6375,0.09293425324675325,72
quality,off,0,6,48,2983,2983,0.29012467307412637,0.0,3025.577793580568,75.6394448395142,10,0,62.6669939288401,212.88304500444877,154.2309429522537,388.55485270515834,169.58326588890552,309.81342204975414,214.80157143277134,293.3579306142647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226533872898781,0.26312423655981587,0.0027068719146276453,0.013608305873422499,0.6935045443210719,0.746031746031746,0.26332725195341294,213
quality,off,0,7,49,2995,2995,0.2903227627453859,0.0,3035.5307714459036,75.88826928614759,10,0,62.853846218997035,214.93885676253802,155.2525195927386,397.51966120438357,170.9111824155641,316.0907181564153,213.93395955669644,296.9483977094421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49012602816571244,0.23175611260729964,0.005807794458634034,0.02919762956494823,0.6688520652087735,0.7318840579710145,0.23219169719169722,197
quality,off,0,8,50,2992,2992,0.2873030468482236,0.0,3062.7937868024933,76.56984467006234,10,0,63.68217020007321,217.66618290575258,153.03766150767166,400.64002840272013,174.27656785698892,312.9198133968557,209.51392784286108,304.2843403379376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10460526315789473,0.019012482076466653,9.010910269121633e-06,4.53007113035265e-05,0.5516985549403234,0.6666666666666666,0.019013157894736843,11
quality,off,0,9,51,2998,2998,0.2867661348647539,0.0,3074.1899504132316,76.85474876033079,10,0,63.9644103062714,217.17567087714855,158.2016556799751,393.16487311626946,176.10073258042448,302.64779380498385,215.26551427186376,298.61950260604556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21966542476365544,0.05444928661695264,5.993194203199337e-05,0.00030129693036169437,0.575428999814626,0.6690140845070423,0.054453781512605035,43
quality,off,2,0,42,3000,3000,0.28874019444608334,0.0,3057.259972471158,76.43149931177895,10,0,63.448822719739816,214.46354197293584,149.82666840425114,381.4166130243643,175.69236323898917,303.6945089521807,210.60420132669137,288.09126500827574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18134280501166952,0.09913098695116823,0.1233789958642981,0.1164664819418346,0.11065713891371787,0.09090909090909091,0.11065713891371787,74
quality,off,2,1,43,2986,2986,0.2876358660080759,0.0,3053.0489914320938,76.32622478580234,10,0,63.44849974800261,212.70428822850786,156.2048796692117,381.69133735721164,174.1456475199684,293.39655518196764,212.7059387618884,288.033251610706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20085778904293897,0.10273415876517082,0.10370346495663743,0.12241304875439907,0.11551191863691863,0.2,0.11551191863691863,67
quality,off,2,2,44,2987,2987,0.2870907944059475,0.0,3059.9690701965537,76.49922675491385,10,0,63.64320794695732,211.405594491207,159.0252683078256,380.46525795771765,173.7812266252807,300.8854068630559,210.66084585929804,279.91116621901597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17324601665365197,0.10500016658870859,0.0818335356529756,0.08387691426145392,0.1149838356088356,0.15384615384615385,0.1149838356088356,97
quality,off,2,3,45,2987,2987,0.28815617498956725,0.0,3050.5192461306333,76.26298115326583,10,0,63.36527194501849,213.09073501957067,163.16914101215914,378.9013805055842,174.53339044197844,303.4872635616962,207.56597381023067,286.3268850859547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17200036382360068,0.08942423551842109,0.06720556634191553,0.084125800280171,0.09724243077184254,0.1111111111111111,0.09724243077184254,54
quality,off,2,4,46,2994,2994,0.2889086503204967,0.0,3048.894996787814,76.22237491969534,10,0,63.25573519964145,214.29394403088136,161.62932199283355,385.7862478617095,176.41342453187676,292.4240807136996,213.92734730564396,289.0537325491049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13334220958005433,0.07913494859656983,0.10000665718504075,0.10517343628685571,0.08976044788544787,0.125,0.08976044788544787,66
quality,off,2,5,47,3008,3008,0.2874113561638888,0.0,3078.078459230148,76.9519614807537,10,0,63.99054291853362,213.92844144557884,165.25529258348075,380.7724800649119,175.88034726027774,300.93517279595613,215.9274236338349,283.5698672321656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15833654874851172,0.09571292291817106,0.09365688484181155,0.11348633992208124,0.10273718928130693,0.0,0.10273718928130693,85
quality,off,2,6,48,3004,3004,0.2867808639975773,0.0,3079.940606975794,76.99851517439484,10,0,64.08060608752321,215.3571137159929,167.23234523296182,387.11068877103185,178.3067574655408,289.73238924723546,218.75772814150903,287.62023748897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1807221738081819,0.10113236574902755,0.1078695629807388,0.09790501980207048,0.11636544011544012,0.2857142857142857,0.11636544011544012,69
quality,off,2,7,49,3028,3028,0.2873486922178403,0.0,3099.3076001160935,77.48269000290233,10,0,64.43845882694377,218.36123463069393,167.81469503234106,387.30653885050276,177.79521192987886,313.04022690632564,214.88621913208527,294.4573143446276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748631420787216,0.08825854218169886,0.07057632905188693,0.10119298638758165,0.10105176686059039,0.3,0.10105176686059039,64
quality,off,2,8,50,2997,2997,0.2873749618093492,0.0,3067.1199568158936,76.67799892039734,10,0,63.76529284752614,213.05955309779256,162.09727773971787,375.6918852414827,175.3754607762254,298.2501876644213,207.80636661931632,286.1431060184179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176302163485468,0.09450039212172215,0.06750639264304484,0.09941606899131684,0.10340952541610435,0.15384615384615385,0.10340952541610435,72
quality,off,2,9,51,3016,3016,0.2874253371100395,0.0,3085.8234366407073,77.14558591601768,10,0,64.14774813649124,215.32005685315102,171.25310718371287,375.3596244032421,176.45103239746945,292.66285858091544,218.20632803712272,291.81259376432786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16017118394849433,0.08456838688891248,0.05071821144453685,0.0789538668702851,0.09149725274725275,0.125,0.09149725274725275,66
quality,on,0,0,42,3012,3012,0.2874879387740402,0.0,2710.7257386344413,67.76814346586103,10,0,26.102521724542264,180.22455708166905,36.10302310484162,319.6041188351287,172.13074455674322,310.63832443277124,36.10302310484162,211.35987796930925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034827302631578946,0.005125366429736202,8.283356842959784e-05,0.0004164306887539229,0.0509109212828636,0.13157894736842105,0.005131578947368421,6
quality,on,0,1,43,2992,2992,0.2859670658225138,0.0,2673.0315414192423,66.82578853548105,10,0,22.941515924095228,175.00387021001615,28.63921666382675,304.82209026439125,171.72801001613325,293.4685354606866,28.63921666382675,198.78144493942438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007488569396464133,0.06666666666666667,0.0,0
quality,on,0,2,44,2980,2980,0.2866049453319488,0.0,2658.846701613083,66.47116754032707,10,0,23.00255004744347,173.7499430057798,38.60939121303644,302.7322107900611,170.62091579688357,299.37075059366805,38.60939121303644,187.89689673489613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10928055612664471,0.029699256439950323,0.00016001159988260474,0.0008044291947215071,0.1400890103436484,0.21052631578947367,0.029711257309941518,27
quality,on,0,3,45,3000,3000,0.287063610390654,0.0,2690.0161156880695,67.25040289220173,10,0,24.681062226119572,176.03730619101643,28.533180172918538,306.68495668540686,172.80623883216603,291.6077753325725,28.533180172918538,201.69733670583858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341796875,0.0049954272532924,6.0969956101331046e-05,0.000306515357166498,0.06739504019486917,0.16279069767441862,0.005,3
quality,on,0,4,46,2986,2986,0.2889771924824777,0.0,2665.7726042203226,66.64431510550807,10,0,24.77801777118585,177.08216913301118,36.733583345249876,314.9597596649365,172.2010052820739,293.97503541943917,36.733583345249876,203.45352043648964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18688110654093643,0.06637481093161615,0.002490849576584162,0.01252229288710357,0.11889966455364318,0.10256410256410256,0.06656162464985994,53
quality,on,0,5,47,3015,3015,0.28701173281822656,0.0,2680.1304399599676,67.0032609989992,10,0,22.553836469410683,178.15521160012514,22.849836714988566,302.6096608029264,177.84048743428397,294.27920076471275,22.849836714988566,198.69007695792305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09100512495405591,0.0381950637907678,0.0002560875533055364,0.0012874335637848271,0.0893506676536675,0.07692307692307693,0.03821427035726571,31
quality,on,0,6,48,3031,3031,0.28623177627936014,0.0,2735.383289582569,68.38458223956422,10,0,26.235979105369562,181.45963959295833,45.50672741029128,296.9371098028955,180.11415693361064,296.03118156883414,45.50672741029128,196.18677267439693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11902063268113075,0.052278643692011226,0.0009357716935544614,0.0047044218696736554,0.10974704407417588,0.1111111111111111,0.052348826569027805,38
quality,on,0,7,49,3021,3021,0.28714244998505845,0.0,2703.605503240729,67.59013758101823,10,0,24.461926565903667,177.92097841473827,33.8213063238555,301.92238091243325,176.38934086146605,291.72484355672924,33.8213063238555,197.66379454900078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15168555174674186,0.07142341049943671,0.002808012186486329,0.014116770181665688,0.11479026461688999,0.15789473684210525,0.07163401141342318,55
quality,on,0,8,50,3005,3005,0.2874063269714779,0.0,2670.8601061599475,66.77150265399868,10,0,22.722356063527727,177.35520416362948,24.003212042271045,312.8965334051787,171.9435233242192,309.63101937381754,24.003212042271045,204.12833513744556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048182612233117636,0.014172547134644716,3.625950963333358e-05,0.00018228808509344955,0.10535790556336048,0.15217391304347827,0.014175266597867216,6
quality,on,0,9,51,3005,3005,0.2861115299750533,0.0,2715.9588181675704,67.89897045418925,10,0,26.31761229904608,178.99131946984306,40.014454145173254,312.4562522421677,173.74734987858878,312.4562522421677,40.014454145173254,197.4791945197786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0013156132413583849,2.3497643443422993e-06,1.1813012560910442e-05,0.139168675197254,0.24528301886792453,0.0013157894736842105,0
quality,on,2,0,42,2995,2995,0.2874173955083201,0.0,2706.2140101754426,67.65535025438606,10,0,26.99717676986585,176.35583700805498,40.91392123854557,310.53205725403535,168.85449410737553,295.1129057965926,40.91392123854557,207.20228920057917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.003124686086169623,4.18551773835972e-06,2.1041928624121725e-05,0.003125,0.0,0.003125,3
quality,on,2,1,43,3003,3003,0.28626376248001656,0.0,2707.746108293318,67.69365270733294,10,0,25.741062008626862,177.80618454301376,39.93501408116498,315.99912945418606,173.71560160318822,291.62228346998046,39.93501408116498,202.10546912993135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04177327324910333,0.006068364570999884,0.005576058874254697,0.019390645783999537,0.006486568986568986,0.0,0.006486568986568986,4
