mode,detection,write_pref,side_host_attention,seed,epoch,reset,mean_infection,max_infection,cache_corruption,tier3_poisoning,promotion_accuracy,side_teardown,side_active,side_teardown_count,side_sweep_count,discovered_fraction,side_writes,sanctioned_writes,ungoverned_fraction,side_cache_corruption,side_entries,evader_fraction,population_attention,chosen_attention,substrate_gap,mean_side_value
deletion,0.065,0.7,,45,4,False,0.21580882352941178,0.21580882352941178,0.4,0.4782608695652174,0.6190476190476191,False,True,2,0,0.7,0,34,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,5,False,0.2618566176470588,0.2618566176470588,0.4,0.4782608695652174,0.6046511627906976,False,True,2,0,0.7,16,27,0.37209302325581395,0.625,16,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,6,False,0.31648174894957976,0.32451746323529407,0.35,0.5357142857142857,0.54,False,True,2,0,0.7,18,21,0.46153846153846156,0.6,34,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,7,False,0.34718274028361346,0.3621380974264705,0.15,0.5142857142857142,0.5344827586206896,False,True,2,0,0.7,10,26,0.2777777777777778,0.55,44,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,8,False,0.3336013409269958,0.3591035730698529,0.15,0.5263157894736842,0.5161290322580645,False,True,2,0,0.8,20,25,0.4444444444444444,0.55,64,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,9,False,0.32341529140953257,0.3568276798023897,0.2,0.5813953488372093,0.47058823529411764,True,False,3,0,0.8,22,20,0.5238095238095238,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,10,False,0.29256146855714943,0.3176207598517923,0.2,0.625,0.44594594594594594,False,True,3,0,0.8,0,40,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,11,False,0.2694211014178621,0.2882155698888442,0.15,0.6274509803921569,0.4358974358974359,True,False,4,0,0.9,16,23,0.41025641025641024,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,12,False,0.23956582606339655,0.25366167741663315,0.15,0.6481481481481481,0.4146341463414634,False,True,4,0,0.9,0,44,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,13,False,0.21717436954754743,0.22774625806247487,0.1,0.6551724137931034,0.40229885057471265,True,False,5,0,0.9,31,16,0.6595744680851063,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,14,False,0.18788077716066057,0.19580969354685615,0.1,0.6721311475409836,0.3804347826086957,False,True,5,0,0.9,0,43,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,15,False,0.1659105828704954,0.1718572701601421,0.0,0.6619718309859155,0.38235294117647056,False,True,5,0,1.0,27,17,0.6136363636363636,0.55,27,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,16,False,0.19318293715287155,0.1976429526201066,0.0,0.6438356164383562,0.3904761904761905,True,False,6,0,1.0,36,9,0.8,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,17,False,0.14488720286465367,0.14823221446507995,0.0,0.6410256410256411,0.39285714285714285,False,True,6,0,1.0,0,40,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,18,False,0.10866540214849027,0.11117416084880996,0.0,0.6463414634146342,0.38461538461538464,True,False,7,0,1.0,32,12,0.7272727272727273,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,19,False,0.08149905161136771,0.08338062063660748,0.0,0.6395348837209303,0.3821138211382114,False,True,7,0,1.0,0,41,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,20,False,0.06112428870852578,0.06253546547745562,0.0,0.6413043478260869,0.3798449612403101,False,True,7,0,1.0,23,19,0.5476190476190477,0.55,23,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,21,False,0.11459321653139434,0.11565159910809172,0.0,0.6276595744680851,0.38636363636363635,True,False,8,0,1.0,29,11,0.725,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,22,False,0.08594491239854575,0.08673869933106879,0.0,0.6288659793814433,0.38235294117647056,False,True,8,0,1.0,0,41,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,23,False,0.06445868429890932,0.06505402449830158,0.0,0.63,0.37857142857142856,True,False,9,0,1.0,27,14,0.6585365853658537,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,24,False,0.048344013224181984,0.04879051837372619,0.0,0.6226415094339622,0.38513513513513514,False,True,9,0,1.0,0,40,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,25,False,0.036258009918136484,0.03659288878029464,0.0,0.6216216216216216,0.3717948717948718,False,True,9,0,1.0,24,16,0.6,0.3,24,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,26,False,0.06469350743860237,0.06494466658522098,0.0,0.6302521008403361,0.37037037037037035,True,False,10,0,1.0,24,13,0.6486486486486487,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,27,False,0.04852013057895178,0.04870849993891574,0.0,0.628099173553719,0.3674698795180723,False,True,10,0,1.0,0,40,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,28,False,0.036390097934213834,0.036531374954186804,0.0,0.6220472440944882,0.3699421965317919,True,False,11,0,1.0,28,10,0.7368421052631579,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,29,False,0.027292573450660378,0.027398531215640103,0.0,0.6153846153846154,0.3687150837988827,False,True,11,0,1.0,0,36,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,30,False,0.02046943008799528,0.020548898411730077,0.0,0.6131386861313869,0.3670212765957447,True,False,12,0,1.0,31,10,0.7560975609756098,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,31,False,0.015352072565996461,0.015411673808797557,0.0,0.6142857142857143,0.3626943005181347,False,True,12,0,1.0,0,45,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,32,False,0.011514054424497346,0.011558755356598168,0.0,0.6041666666666666,0.3681592039800995,True,False,13,0,1.0,20,19,0.5128205128205128,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,33,False,0.008635540818373009,0.008669066517448625,0.0,0.5960264900662252,0.3696682464454976,False,True,13,0,1.0,0,41,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,34,False,0.006476655613779756,0.006501799888086469,0.0,0.5935483870967742,0.3686635944700461,True,False,14,0,1.0,27,16,0.627906976744186,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,35,False,0.004857491710334817,0.004876349916064852,0.0,0.5886075949367089,0.37104072398190047,False,True,14,0,1.0,0,47,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,36,False,0.0036431187827511134,0.003657262437048639,0.0,0.5914634146341463,0.3684210526315789,True,False,15,0,1.0,29,9,0.7631578947368421,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,37,False,0.002732339087063335,0.0027429468277864796,0.0,0.592814371257485,0.36909871244635195,False,True,15,0,1.0,0,41,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,38,False,0.002049254315297501,0.0020572101208398597,0.0,0.5895953757225434,0.3760330578512397,True,False,16,0,1.0,27,10,0.7297297297297297,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,45,39,False,0.001536940736473126,0.0015429075906298949,0.0,0.5842696629213483,0.3805668016194332,False,True,16,0,1.0,0,36,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.1,0,0,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,1,False,0.0,0.0,0.2,0.2,0.84,False,True,0,0,0.2,3,41,0.06818181818181818,0.0,3,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,2,False,0.04642857142857143,0.05,0.4,0.4,0.7096774193548387,False,True,0,0,0.2,3,33,0.08333333333333333,0.0,6,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,3,False,0.12767857142857145,0.1375,0.4117647058823529,0.4117647058823529,0.6666666666666666,False,True,0,0,0.3,2,41,0.046511627906976744,0.0,8,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,4,False,0.18399422268907561,0.20606617647058822,0.5,0.5652173913043478,0.5581395348837209,False,True,0,0,0.5,3,29,0.09375,0.0,11,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,5,False,0.2362099527310924,0.27954963235294117,0.45,0.5769230769230769,0.5208333333333334,False,True,0,0,0.7,9,34,0.20930232558139536,0.3,20,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,6,False,0.27626460740546216,0.32216222426470587,0.25,0.53125,0.5178571428571429,True,False,1,0,0.9,26,18,0.5909090909090909,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,7,False,0.2696984555540966,0.30412166819852937,0.25,0.5454545454545454,0.4915254237288136,False,True,1,0,0.9,0,46,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,8,False,0.26477384166557244,0.29059125114889706,0.1,0.5121951219512195,0.5,True,False,2,0,0.9,26,16,0.6190476190476191,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,9,False,0.22358038124917937,0.2429434383616728,0.0,0.5319148936170213,0.47368421052631576,False,True,2,0,0.9,0,39,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,10,False,0.1676852859368845,0.1822075787712546,0.05,0.5555555555555556,0.4578313253012048,False,True,2,0,0.9,29,13,0.6904761904761905,0.7,29,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,11,False,0.2079068215955205,0.23040568407844095,0.05,0.5555555555555556,0.46153846153846156,True,False,3,0,1.0,25,14,0.6410256410256411,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,12,False,0.16843011619664042,0.18530426305883071,0.05,0.5454545454545454,0.4583333333333333,False,True,3,0,1.0,0,48,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,13,False,0.13882258714748033,0.15147819729412304,0.05,0.5571428571428572,0.45098039215686275,True,False,4,0,1.0,24,13,0.6486486486486487,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,14,False,0.11661694036061024,0.1261086479705923,0.05,0.5694444444444444,0.4392523364485981,False,True,4,0,1.0,0,45,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,15,False,0.09996270527045768,0.10708148597794422,0.0,0.5662650602409639,0.4444444444444444,True,False,5,0,1.0,30,11,0.7317073170731707,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,16,False,0.07497202895284326,0.08031111448345817,0.0,0.5764705882352941,0.4297520661157025,False,True,5,0,1.0,0,44,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,17,False,0.05622902171463245,0.06023333586259362,0.0,0.5777777777777777,0.42857142857142855,True,False,6,0,1.0,30,16,0.6521739130434783,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,18,False,0.042171766285974334,0.04517500189694522,0.0,0.5714285714285714,0.4296875,False,True,6,0,1.0,0,47,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,19,False,0.031628824714480745,0.03388125142270891,0.0,0.5638297872340425,0.4253731343283582,True,False,7,0,1.0,28,15,0.6511627906976745,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,20,False,0.02372161853586056,0.025410938567031683,0.0,0.5656565656565656,0.42142857142857143,False,True,7,0,1.0,0,40,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,21,False,0.01779121390189542,0.019058203925273763,0.0,0.5769230769230769,0.4217687074829932,True,False,8,0,1.0,30,7,0.8108108108108109,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,22,False,0.013343410426421565,0.014293652943955322,0.0,0.5794392523364486,0.42207792207792205,False,True,8,0,1.0,0,36,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,23,False,0.010007557819816174,0.010720239707966492,0.0,0.5892857142857143,0.40993788819875776,True,False,9,0,1.0,28,15,0.6511627906976745,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,24,False,0.007505668364862131,0.00804017978097487,0.0,0.603448275862069,0.39880952380952384,False,True,9,0,1.0,0,35,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,25,False,0.0056292512736465985,0.006030134835731152,0.0,0.5806451612903226,0.4124293785310734,True,False,10,0,1.0,28,11,0.717948717948718,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,26,False,0.004221938455234948,0.004522601126798365,0.0,0.5877862595419847,0.41304347826086957,False,True,10,0,1.0,0,32,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,27,False,0.0031664538414262118,0.0033919508450987734,0.0,0.5912408759124088,0.4114583333333333,True,False,11,0,1.0,29,14,0.6744186046511628,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,28,False,0.0023748403810696585,0.00254396313382408,0.0,0.5944055944055944,0.40703517587939697,False,True,11,0,1.0,0,37,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,29,False,0.0017811302858022438,0.00190797235036806,0.0,0.5827814569536424,0.41346153846153844,True,False,12,0,1.0,26,16,0.6190476190476191,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,30,False,0.001335847714351683,0.001430979262776045,0.0,0.5769230769230769,0.41935483870967744,False,True,12,0,1.0,0,36,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,31,False,0.0010018857857637623,0.0010732344470820339,0.0,0.5849056603773585,0.4080717488789238,True,False,13,0,1.0,28,19,0.5957446808510638,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,32,False,0.0007514143393228216,0.0008049258353115254,0.0,0.5900621118012422,0.39737991266375544,False,True,13,0,1.0,0,43,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,33,False,0.0005635607544921163,0.0006036943764836441,0.0,0.5903614457831325,0.4025423728813559,True,False,14,0,1.0,32,11,0.7441860465116279,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,34,False,0.0004226705658690872,0.00045277078236273305,0.0,0.5823529411764706,0.4049586776859504,False,True,14,0,1.0,0,42,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,35,False,0.0003170029244018154,0.00033957808677204977,0.0,0.5932203389830508,0.39759036144578314,True,False,15,0,1.0,24,14,0.631578947368421,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,36,False,0.00023775219330136155,0.00025468356507903734,0.0,0.5966850828729282,0.39453125,False,True,15,0,1.0,0,36,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,37,False,0.00017831414497602118,0.00019101267380927802,0.0,0.5957446808510638,0.39543726235741444,True,False,16,0,1.0,25,12,0.6756756756756757,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,38,False,0.00013373560873201586,0.0001432595053569585,0.0,0.5989583333333334,0.3940520446096654,False,True,16,0,1.0,0,41,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,46,39,False,0.00010030170654901191,0.00010744462901771888,0.0,0.595,0.39636363636363636,False,True,16,0,1.0,31,11,0.7380952380952381,0.4,31,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.1,0,0,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,1,False,0.0,0.0,0.18181818181818182,0.18181818181818182,0.8148148148148148,False,True,0,0,0.2,4,39,0.09302325581395349,1.0,4,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,2,False,0.060064935064935064,0.14772727272727273,0.1875,0.1875,0.7878787878787878,True,False,1,0,0.3,12,28,0.3,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,3,False,0.0919237012987013,0.15767045454545456,0.2631578947368421,0.2631578947368421,0.675,False,True,1,0,0.5,0,37,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,4,False,0.1347322496582365,0.18404231459330145,0.2,0.30434782608695654,0.62,True,False,2,0,0.6,19,20,0.48717948717948717,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,5,False,0.15104918724367739,0.18803173594497608,0.1,0.3076923076923077,0.6153846153846154,False,True,2,0,0.7,0,46,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,6,False,0.13828689043275802,0.16602380195873204,0.0,0.34375,0.603448275862069,False,True,2,0,0.8,22,19,0.5365853658536586,0.45,22,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,7,False,0.14389373925313995,0.18076785146904903,0.0,0.375,0.582089552238806,True,False,3,0,0.8,25,13,0.6578947368421053,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,8,False,0.10792030443985497,0.13557588860178676,0.0,0.375,0.5822784810126582,False,True,3,0,0.8,0,38,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,9,False,0.08094022832989123,0.10168191645134007,0.0,0.4,0.5697674418604651,False,True,3,0,0.9,18,17,0.5142857142857142,0.6111111111111112,18,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,10,False,0.1261813617236089,0.15265032622739394,0.0,0.3793103448275862,0.5777777777777777,True,False,4,0,0.9,33,10,0.7674418604651163,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,11,False,0.09463602129270667,0.11448774467054545,0.0,0.38333333333333336,0.5567010309278351,False,True,4,0,1.0,0,43,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,12,False,0.07097701596953,0.08586580850290909,0.0,0.38461538461538464,0.5428571428571428,True,False,5,0,1.0,30,12,0.7142857142857143,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,13,False,0.0532327619771475,0.06439935637718182,0.0,0.38235294117647056,0.5267857142857143,False,True,5,0,1.0,0,40,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,14,False,0.039924571482860625,0.04829951728288637,0.0,0.4266666666666667,0.5084745762711864,True,False,6,0,1.0,31,13,0.7045454545454546,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,15,False,0.02994342861214547,0.036224637962164775,0.0,0.43373493975903615,0.5079365079365079,False,True,6,0,1.0,0,40,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,16,False,0.0224575714591091,0.027168478471623583,0.0,0.4418604651162791,0.49242424242424243,True,False,7,0,1.0,28,16,0.6363636363636364,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,17,False,0.016843178594331827,0.020376358853717687,0.0,0.46153846153846156,0.4714285714285714,False,True,7,0,1.0,0,39,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,18,False,0.01263238394574887,0.015282269140288265,0.0,0.46808510638297873,0.46853146853146854,True,False,8,0,1.0,29,16,0.6444444444444445,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,19,False,0.009474287959311654,0.011461701855216198,0.0,0.4791666666666667,0.4557823129251701,False,True,8,0,1.0,0,36,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,20,False,0.007105715969483741,0.00859627639141215,0.0,0.5098039215686274,0.44155844155844154,True,False,9,0,1.0,22,11,0.6666666666666666,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,21,False,0.0053292869771128055,0.006447207293559112,0.0,0.5233644859813084,0.43125,False,True,9,0,1.0,0,38,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,22,False,0.003996965232834604,0.004835405470169334,0.0,0.5213675213675214,0.43529411764705883,True,False,10,0,1.0,28,10,0.7368421052631579,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,23,False,0.002997723924625953,0.0036265541026270004,0.0,0.5294117647058824,0.4228571428571429,False,True,10,0,1.0,0,39,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,24,False,0.0022482929434694647,0.00271991557697025,0.0,0.5158730158730159,0.44021739130434784,True,False,11,0,1.0,29,13,0.6904761904761905,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,25,False,0.0016862197076020987,0.0020399366827276878,0.0,0.5271317829457365,0.42408376963350786,False,True,11,0,1.0,0,42,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,26,False,0.001264664780701574,0.0015299525120457658,0.0,0.5289855072463768,0.4228855721393035,True,False,12,0,1.0,28,12,0.7,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,27,False,0.0009484985855261805,0.0011474643840343243,0.0,0.5357142857142857,0.4146341463414634,False,True,12,0,1.0,0,45,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,28,False,0.0007113739391446354,0.0008605982880257432,0.0,0.5333333333333333,0.4212962962962963,True,False,13,0,1.0,24,11,0.6857142857142857,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,29,False,0.0005335304543584765,0.0006454487160193074,0.0,0.5328947368421053,0.42272727272727273,False,True,13,0,1.0,0,47,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,30,False,0.00040014784076885737,0.0004840865370144805,0.0,0.5341614906832298,0.42358078602620086,False,True,13,0,1.0,26,8,0.7647058823529411,0.45,26,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,31,False,0.05655011088057665,0.056613064902760864,0.0,0.5321637426900585,0.42857142857142855,True,False,14,0,1.0,33,6,0.8461538461538461,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,32,False,0.042412583160432483,0.04245979867707065,0.0,0.5397727272727273,0.42105263157894735,False,True,14,0,1.0,0,38,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,33,False,0.031809437370324364,0.03184484900780299,0.0,0.5333333333333333,0.4268774703557312,True,False,15,0,1.0,25,14,0.6410256410256411,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,34,False,0.023857078027743273,0.02388363675585224,0.0,0.5376344086021505,0.4230769230769231,False,True,15,0,1.0,0,45,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,35,False,0.017892808520807456,0.01791272756688918,0.0,0.5412371134020618,0.4216417910447761,False,True,15,0,1.0,21,15,0.5833333333333334,0.4,21,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,36,False,0.06341960639060559,0.06343454567516689,0.0,0.535,0.4254545454545455,False,True,15,0,1.0,24,19,0.5581395348837209,0.4,45,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,37,False,0.0975647047929542,0.09757590925637517,0.0,0.5388349514563107,0.4234875444839858,True,False,16,0,1.0,31,9,0.775,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,38,False,0.07317352859471564,0.07318193194228138,0.0,0.5355450236966824,0.4270833333333333,False,True,16,0,1.0,0,46,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,47,39,False,0.05488014644603673,0.054886448956711034,0.0,0.539906103286385,0.41836734693877553,True,False,17,0,1.0,38,10,0.7916666666666666,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.0,0,0,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,1,False,0.0,0.0,0.3333333333333333,0.3333333333333333,0.85,False,True,0,0,0.0,0,44,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,2,False,0.08333333333333333,0.08333333333333333,0.4,0.4,0.7083333333333334,False,True,0,0,0.0,0,41,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,3,False,0.1625,0.1625,0.5714285714285714,0.5714285714285714,0.5666666666666667,False,True,0,0,0.0,0,42,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,4,False,0.26473214285714286,0.26473214285714286,0.6111111111111112,0.6111111111111112,0.5294117647058824,False,True,0,0,0.0,0,43,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,5,False,0.3513268849206349,0.3513268849206349,0.6111111111111112,0.6111111111111112,0.5142857142857142,False,True,0,0,0.0,0,43,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,6,False,0.41627294146825405,0.416272941468254,0.65,0.6666666666666666,0.4523809523809524,False,True,0,0,0.0,0,40,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,7,False,0.47470470610119053,0.47470470610119053,0.65,0.6818181818181818,0.4222222222222222,False,True,0,0,0.1,0,48,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,8,False,0.5185285295758929,0.5185285295758929,0.5,0.6296296296296297,0.44,True,False,1,0,0.2,6,31,0.16216216216216217,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,9,False,0.5138963971819197,0.5138963971819197,0.5,0.6551724137931034,0.41509433962264153,False,True,1,0,0.2,0,43,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,10,False,0.5104222978864398,0.5104222978864398,0.45,0.65625,0.39655172413793105,True,False,2,0,0.3,9,34,0.20930232558139536,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,11,False,0.49531672341482985,0.49531672341482985,0.45,0.6857142857142857,0.35384615384615387,False,True,2,0,0.3,0,43,0.0,0.0,0,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,12,False,0.48398754256112236,0.48398754256112236,0.45,0.7027027027027027,0.3380281690140845,False,True,2,0,0.3,13,30,0.3023255813953488,0.5384615384615384,13,0.0,0.065,0.065,0.0,0.0
deletion,0.065,0.7,,48,13,False,0.4802296679098527,0.48654834922853407,0.45,0.7317073170731707,0.3116883116883117,True,False,3,0,0.3,11,31,0.2619047619047619,0.0,0,0.0,0.065,0.065,0.0,0.0
