mode,detection,write_pref,side_host_attention,side_routing,side_task_overlap,side_deadline_pressure,run_index,seed,total_interactions,accepted_interactions,avg_toxicity,avg_quality_gap,total_welfare,welfare_per_epoch,n_agents,n_frozen,avg_reputation,avg_payoff,min_payoff,max_payoff,honest_avg_payoff,opportunistic_avg_payoff,deceptive_avg_payoff,adversarial_avg_payoff,separation_quality,infiltration_rate,welfare_delta,attack_displacement,pool_avg_quality_truthful,pool_avg_quality_fair,pool_avg_quality_default,pool_welfare_truthful,pool_welfare_fair,pool_welfare_default,peak_ungoverned,late_ungoverned,final_discovered,mean_side_corruption,final_infection,side_writes,side_poisoned_writes,side_teardowns,side_sweeps,side_swept_entries,late_substrate_gap,final_side_entries,final_evaders,final_side_value
deletion,0.0,0.7,,overlap,0.1,1.0,5,47,2836,2836,0.288890075333335,0.0,2888.251024889104,72.2062756222276,10,0,59.92503014379706,207.12899314438704,155.94383393720926,377.6075678654834,165.7267531259041,289.88027202631054,211.745544394025,287.6517981340552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32432432432432434,0.13485091579629396,1.0,0.4662207602339182,0.2650094606650032,156,77,0,0,0,0.0,153,0.0,0.19418368599894434
deletion,0.0,0.7,,overlap,0.1,1.0,6,48,2851,2851,0.289631530106164,0.0,2894.577845287732,72.36444613219331,10,0,59.97876015552142,206.98448282201474,156.15084627334397,370.56769920131455,167.30327062295777,290.018705177886,216.76976196581094,279.6183686693519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.14435105920558683,1.0,0.35513073549257757,0.19058908280956263,149,63,0,0,0,0.0,141,0.0,0.06701999745818217
deletion,0.0,0.7,,overlap,0.1,1.0,7,49,2837,2837,0.2910148027470744,0.0,2866.3926564997632,71.65981641249408,10,0,59.2733134264635,206.08796747756566,153.9593967891525,358.7062070833574,168.15797940751463,281.0488805767689,209.60983048873496,280.6365436325324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30612244897959184,0.11054132529742286,1.0,0.6673026315789474,0.4164452991905418,169,118,0,0,0,0.0,166,0.0,0.0674933010986025
deletion,0.0,0.7,,overlap,0.1,1.0,8,50,2878,2878,0.2870747350001158,0.0,2947.520806934355,73.68802017335886,10,0,61.29767079218679,211.70779707494293,144.2417484633281,378.94686503083375,174.47507479938096,304.1792138536253,205.61983962719898,280.21423423615965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21951219512195122,0.12056593010133468,1.0,0.3798679812834225,0.282080344033068,133,69,0,0,0,0.0,127,0.0,0.15231393439176505
deletion,0.0,0.7,,overlap,0.1,1.0,9,51,2797,2797,0.28851621215089474,0.0,2851.3836088936323,71.28459022234081,10,0,59.18481202628319,208.0201012809228,146.46510263978584,376.8557686147688,168.19843329302512,291.046530781281,215.31149450033496,282.3261938847306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.1244283009815744,1.0,0.4613118022328549,0.2910676027325359,192,88,0,0,0,0.0,184,0.0,0.16653191403964213
deletion,0.0,0.7,,overlap,0.3,0.5,0,42,2774,2774,0.28963799446012006,0.0,2817.864564978183,70.44661412445457,10,0,58.40189896994642,204.88871738140787,150.53266442318468,388.8453728181913,168.81975892655012,254.7477766015079,210.0084045828188,285.6062195352256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1351665156671575,1.0,0.49394230769230774,0.2392819637713389,221,122,0,0,0,0.0,213,0.0,0.3064680758425376
deletion,0.0,0.7,,overlap,0.3,0.5,1,43,2844,2844,0.28790452263729066,0.0,2905.438263286833,72.63595658217082,10,0,60.359948920200836,208.53957075320878,158.38772038497532,368.6362636141075,171.7918214388143,283.8104417244318,209.10556981699594,280.864383678887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34210526315789475,0.13055071622144793,1.0,0.30727564102564103,0.22841269838967895,154,73,0,0,0,0.0,149,0.0,0.3806705720632525
deletion,0.0,0.7,,overlap,0.3,0.5,2,44,2822,2822,0.28909233888138586,0.0,2873.0910321000406,71.82727580250102,10,0,59.602677414706946,206.41955627077104,162.37454605819306,375.9907468447995,170.35849334999622,278.4043365857499,206.77120467712143,278.43453067243087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2553191489361702,0.14009113008497837,1.0,0.528718487394958,0.21523833110448212,194,110,0,0,0,0.0,189,0.0,0.35953927638717775
deletion,0.0,0.7,,overlap,0.3,0.5,3,45,2735,2735,0.28948760424628533,0.0,2779.946308740251,69.49865771850628,10,0,57.63077378647786,202.09457279308043,155.27378257583962,371.4197152067874,164.33855121430764,276.75366565916084,205.47937611708713,276.3406894343552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.1638326957841619,1.0,0.5206944444444445,0.2601395039593076,260,154,0,0,0,0.0,255,0.0,0.35164869270154725
deletion,0.0,0.7,,overlap,0.3,0.5,4,46,2784,2784,0.290092601280132,0.0,2824.4792819309446,70.61198204827362,10,0,58.508214174439445,205.11395146793635,148.28825209385857,394.6675178333454,168.42252353751022,250.50955354719034,211.34879233763778,289.37301378473694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.13466713256839985,1.0,0.3728125,0.24276696662861733,238,98,0,0,0,0.0,232,0.0,0.35754375164838603
