mode,detection,write_pref,side_host_attention,side_routing,side_task_overlap,side_deadline_pressure,seed,epoch,reset,mean_infection,max_infection,cache_corruption,tier3_poisoning,promotion_accuracy,side_teardown,side_active,side_teardown_count,side_sweep_count,discovered_fraction,side_writes,sanctioned_writes,ungoverned_fraction,side_cache_corruption,side_entries,evader_fraction,population_attention,chosen_attention,substrate_gap,mean_side_value
deletion,0.0,0.7,,overlap,0.1,0.5,50,32,False,0.3003809545775394,0.3010518541991588,0.0,0.648,0.3394495412844037,False,True,0,0,1.0,0,42,0.0,0.6,59,0.0,0.0,0.0,0.0,0.06823736979423212
deletion,0.0,0.7,,overlap,0.1,0.5,50,33,False,0.30028571593315456,0.3007888906493691,0.0,0.6507936507936508,0.3378995433789954,False,True,0,0,1.0,1,46,0.02127659574468085,0.6,60,0.0,0.0,0.0,0.0,0.10694993118282448
deletion,0.0,0.7,,overlap,0.1,0.5,50,34,False,0.3002142869498659,0.3005916679870268,0.0,0.6466165413533834,0.3392070484581498,False,True,0,0,1.0,3,34,0.08108108108108109,0.6,63,0.0,0.0,0.0,0.0,0.1585528081440193
deletion,0.0,0.7,,overlap,0.1,0.5,50,35,False,0.3001607152123994,0.3004437509902701,0.0,0.6444444444444445,0.34051724137931033,False,True,0,0,1.0,3,37,0.075,0.55,66,0.0,0.0,0.0,0.0,0.1716780983512663
deletion,0.0,0.7,,overlap,0.1,0.5,50,36,False,0.29387053640929955,0.2940828132427026,0.0,0.6595744680851063,0.3375,False,True,0,0,1.0,6,30,0.16666666666666666,0.55,72,0.0,0.0,0.0,0.0,0.10222434248701973
deletion,0.0,0.7,,overlap,0.1,0.5,50,37,False,0.28915290230697466,0.28931210993202694,0.0,0.6597222222222222,0.3360655737704918,False,True,0,0,1.0,2,36,0.05263157894736842,0.5,74,0.0,0.0,0.0,0.0,0.10091508483480618
deletion,0.0,0.7,,overlap,0.1,0.5,50,38,False,0.279364676730231,0.27948408244902023,0.0,0.6598639455782312,0.3333333333333333,False,True,0,0,1.0,6,39,0.13333333333333333,0.6,80,0.0,0.0,0.0,0.0,0.11757955998726691
deletion,0.0,0.7,,overlap,0.1,0.5,50,39,False,0.28452350754767325,0.28461306183676516,0.0,0.6556291390728477,0.33725490196078434,False,True,0,0,1.0,0,46,0.0,0.6,80,0.0,0.0,0.0,0.0,0.09716370403485144
deletion,0.0,0.7,,overlap,0.1,0.5,51,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
deletion,0.0,0.7,,overlap,0.1,0.5,51,1,False,0.0,0.0,0.14285714285714285,0.14285714285714285,0.8787878787878788,False,True,0,0,0.2,0,43,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
deletion,0.0,0.7,,overlap,0.1,0.5,51,2,False,0.03571428571428571,0.03571428571428571,0.2222222222222222,0.2222222222222222,0.8,False,True,0,0,0.3,1,37,0.02631578947368421,1.0,1,0.0,0.0,0.0,0.0,0.02147388372499999
deletion,0.0,0.7,,overlap,0.1,0.5,51,3,False,0.11011904761904763,0.17956349206349206,0.1,0.25,0.72,False,True,0,0,0.4,1,32,0.030303030303030304,0.5,2,0.0,0.0,0.0,0.0,0.08293002556524434
deletion,0.0,0.7,,overlap,0.1,0.5,51,4,False,0.12901785714285713,0.20967261904761902,0.1,0.3333333333333333,0.6545454545454545,False,True,0,0,0.5,1,45,0.021739130434782608,0.3333333333333333,3,0.0,0.0,0.0,0.0,0.06395638565054673
deletion,0.0,0.7,,overlap,0.1,0.5,51,5,False,0.13843005952380952,0.21142113095238094,0.05,0.3448275862068966,0.6271186440677966,False,True,0,0,0.5,2,41,0.046511627906976744,0.2,5,0.0,0.0,0.0,0.0,0.09107067167760834
deletion,0.0,0.7,,overlap,0.1,0.5,51,6,False,0.12703683035714286,0.1898158482142857,0.05,0.40625,0.5873015873015873,False,True,0,0,0.7,0,42,0.0,0.2,5,0.0,0.0,0.0,0.0,0.0306422401350925
deletion,0.0,0.7,,overlap,0.1,0.5,51,7,False,0.12384905133928571,0.17361188616071427,0.05,0.42424242424242425,0.5671641791044776,False,True,0,0,0.8,3,40,0.06976744186046512,0.125,8,0.0,0.0,0.0,0.0,0.1179967882991814
deletion,0.0,0.7,,overlap,0.1,0.5,51,8,False,0.11342250279017856,0.1520839146205357,0.05,0.47368421052631576,0.5333333333333333,False,True,0,0,0.9,1,38,0.02564102564102564,0.2222222222222222,9,0.0,0.0,0.0,0.0,0.12381688827000743
deletion,0.0,0.7,,overlap,0.1,0.5,51,9,False,0.11601925804501488,0.14809071374317953,0.0,0.4791666666666667,0.5287356321839081,False,True,0,0,0.9,2,30,0.0625,0.2727272727272727,11,0.0,0.0,0.0,0.0,0.18196763702025592
deletion,0.0,0.7,,overlap,0.1,0.5,51,10,False,0.11623522275454037,0.14515894439829374,0.0,0.5192307692307693,0.5053763440860215,False,True,0,0,0.9,4,41,0.08888888888888889,0.4,15,0.0,0.0,0.0,0.0,0.15884221900502743
deletion,0.0,0.7,,overlap,0.1,0.5,51,11,False,0.13003355992304813,0.1588692082987203,0.0,0.5357142857142857,0.49504950495049505,False,True,0,0,0.9,1,43,0.022727272727272728,0.375,16,0.0,0.0,0.0,0.0,0.12516761867622075
deletion,0.0,0.7,,overlap,0.1,0.5,51,12,False,0.13770374137085753,0.16602690622404023,0.0,0.559322033898305,0.4807692307692308,False,True,0,0,0.9,2,44,0.043478260869565216,0.3888888888888889,18,0.0,0.0,0.0,0.0,0.07156814527651283
deletion,0.0,0.7,,overlap,0.1,0.5,51,13,False,0.14494447269480984,0.17313129077914127,0.0,0.5714285714285714,0.4594594594594595,False,True,0,0,1.0,2,37,0.05128205128205128,0.35,20,0.0,0.0,0.0,0.0,0.13832263158031063
deletion,0.0,0.7,,overlap,0.1,0.5,51,14,False,0.15245835452110737,0.17359846808435597,0.0,0.5757575757575758,0.4491525423728814,False,True,0,0,1.0,5,42,0.10638297872340426,0.55,25,0.0,0.0,0.0,0.0,0.1503031969816443
deletion,0.0,0.7,,overlap,0.1,0.5,51,15,False,0.1830937658908305,0.19894885106326698,0.0,0.5694444444444444,0.4444444444444444,False,True,0,0,1.0,3,39,0.07142857142857142,0.65,28,0.0,0.0,0.0,0.0,0.11449306925620814
deletion,0.0,0.7,,overlap,0.1,0.5,51,16,False,0.2185703244181229,0.23046163829745026,0.0,0.5675675675675675,0.45038167938931295,False,True,0,0,1.0,1,41,0.023809523809523808,0.6,29,0.0,0.0,0.0,0.0,0.17271374797695696
deletion,0.0,0.7,,overlap,0.1,0.5,51,17,False,0.23892774331359218,0.2478462287230877,0.0,0.5641025641025641,0.44285714285714284,False,True,0,0,1.0,5,31,0.1388888888888889,0.6,34,0.0,0.0,0.0,0.0,0.10092916948278188
deletion,0.0,0.7,,overlap,0.1,0.5,51,18,False,0.2541958074851941,0.26088467154231576,0.0,0.573170731707317,0.4375,False,True,0,0,1.0,5,38,0.11627906976744186,0.65,39,0.0,0.0,0.0,0.0,0.11556149203324743
deletion,0.0,0.7,,overlap,0.1,0.5,51,19,False,0.2718968556138956,0.27691350365673684,0.0,0.5930232558139535,0.42,False,True,0,0,1.0,2,30,0.0625,0.65,41,0.0,0.0,0.0,0.0,0.08309208042951599
deletion,0.0,0.7,,overlap,0.1,0.5,51,20,False,0.2851726417104217,0.28893512774255264,0.0,0.6086956521739131,0.40625,False,True,0,0,1.0,0,37,0.0,0.65,41,0.0,0.0,0.0,0.0,0.14782606873336596
deletion,0.0,0.7,,overlap,0.1,0.5,51,21,False,0.2951294812828163,0.29795134580691446,0.0,0.6170212765957447,0.4,False,True,0,0,1.0,4,36,0.1,0.6,45,0.0,0.0,0.0,0.0,0.14962126461080466
deletion,0.0,0.7,,overlap,0.1,0.5,51,22,False,0.2963471109621122,0.29846350935518584,0.0,0.6326530612244898,0.38823529411764707,False,True,0,0,1.0,1,34,0.02857142857142857,0.6,46,0.0,0.0,0.0,0.0,0.10547000503919897
deletion,0.0,0.7,,overlap,0.1,0.5,51,23,False,0.2972603332215841,0.29884763201638936,0.0,0.6372549019607843,0.3898305084745763,False,True,0,0,1.0,1,34,0.02857142857142857,0.55,47,0.0,0.0,0.0,0.0,0.09371054126976695
deletion,0.0,0.7,,overlap,0.1,0.5,51,24,False,0.2916952499161881,0.29288572401229207,0.0,0.6476190476190476,0.3825136612021858,False,True,0,0,1.0,0,42,0.0,0.55,47,0.0,0.0,0.0,0.0,0.07764687058576994
deletion,0.0,0.7,,overlap,0.1,0.5,51,25,False,0.2875214374371411,0.28841429300921906,0.0,0.6517857142857143,0.3802083333333333,False,True,0,0,1.0,1,39,0.025,0.6,48,0.0,0.0,0.0,0.0,0.07657291703467851
deletion,0.0,0.7,,overlap,0.1,0.5,51,26,False,0.29064107807785583,0.2913107197569143,0.0,0.6548672566371682,0.37948717948717947,False,True,0,0,1.0,1,44,0.022222222222222223,0.6,49,0.0,0.0,0.0,0.0,0.09619091457863914
deletion,0.0,0.7,,overlap,0.1,0.5,51,27,False,0.29298080855839187,0.29348303981768575,0.0,0.6666666666666666,0.3694581280788177,False,True,0,0,1.0,2,42,0.045454545454545456,0.6,51,0.0,0.0,0.0,0.0,0.10966232441132114
deletion,0.0,0.7,,overlap,0.1,0.5,51,28,False,0.2947356064187939,0.2951122798632643,0.0,0.6666666666666666,0.36363636363636365,False,True,0,0,1.0,3,34,0.08108108108108109,0.55,54,0.0,0.0,0.0,0.0,0.11683648277876335
deletion,0.0,0.7,,overlap,0.1,0.5,51,29,False,0.2898017048140954,0.2900842098974482,0.0,0.6532258064516129,0.3623853211009174,False,True,0,0,1.0,6,25,0.1935483870967742,0.65,60,0.0,0.0,0.0,0.0,0.11667634479976585
deletion,0.0,0.7,,overlap,0.1,0.5,51,30,False,0.29860127861057156,0.2988131574230862,0.0,0.6484375,0.36607142857142855,False,True,0,0,1.0,1,40,0.024390243902439025,0.65,61,0.0,0.0,0.0,0.0,0.10161905630626122
deletion,0.0,0.7,,overlap,0.1,0.5,51,31,False,0.3052009589579287,0.30535986806731463,0.0,0.6538461538461539,0.354978354978355,False,True,0,0,1.0,8,38,0.17391304347826086,0.65,69,0.0,0.0,0.0,0.0,0.13119024914306382
deletion,0.0,0.7,,overlap,0.1,0.5,51,32,False,0.31015071921844645,0.31026990105048596,0.0,0.6590909090909091,0.34893617021276596,False,True,0,0,1.0,3,41,0.06818181818181818,0.6,72,0.0,0.0,0.0,0.0,0.12483126156526562
deletion,0.0,0.7,,overlap,0.1,0.5,51,33,False,0.3076130394138349,0.3077024257878645,0.0,0.6590909090909091,0.3474576271186441,False,True,0,0,1.0,3,40,0.06976744186046512,0.65,75,0.0,0.0,0.0,0.0,0.08902826961851242
deletion,0.0,0.7,,overlap,0.1,0.5,51,34,False,0.3119597795603762,0.3120268193408984,0.0,0.6544117647058824,0.34854771784232363,False,True,0,0,1.0,1,44,0.022222222222222223,0.6,76,0.0,0.0,0.0,0.0,0.04055454571940534
deletion,0.0,0.7,,overlap,0.1,0.5,51,35,False,0.3089698346702821,0.3090201145056738,0.0,0.6594202898550725,0.3441295546558704,False,True,0,0,1.0,1,39,0.025,0.55,77,0.0,0.0,0.0,0.0,0.07604963466644145
deletion,0.0,0.7,,overlap,0.1,0.5,51,36,False,0.30047737600271157,0.30051508587925535,0.0,0.6643356643356644,0.3411764705882353,False,True,0,0,1.0,0,29,0.0,0.55,77,0.0,0.0,0.0,0.0,0.03753638543928427
deletion,0.0,0.7,,overlap,0.1,0.5,51,37,False,0.29410803200203367,0.29413631440944155,0.0,0.66,0.3435114503816794,False,True,0,0,1.0,1,37,0.02631578947368421,0.5,78,0.0,0.0,0.0,0.0,0.0663848132835907
deletion,0.0,0.7,,overlap,0.1,0.5,51,38,False,0.2830810240015253,0.28310223580708116,0.0,0.6688311688311688,0.3383458646616541,False,True,0,0,1.0,1,47,0.020833333333333332,0.5,79,0.0,0.0,0.0,0.0,0.09509682952381994
deletion,0.0,0.7,,overlap,0.1,0.5,51,39,False,0.27481076800114396,0.27482667685531087,0.0,0.6666666666666666,0.337037037037037,False,True,0,0,1.0,2,41,0.046511627906976744,0.45,81,0.0,0.0,0.0,0.0,0.08711219303552507
deletion,0.0,0.7,,overlap,0.1,1.0,42,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
deletion,0.0,0.7,,overlap,0.1,1.0,42,1,False,0.0,0.0,0.42857142857142855,0.42857142857142855,0.8181818181818182,False,True,0,0,0.4,1,50,0.0196078431372549,0.0,1,0.0,0.0,0.0,0.0,0.058824499999999974
deletion,0.0,0.7,,overlap,0.1,1.0,42,2,False,0.07653061224489796,0.10714285714285714,0.5,0.5,0.7407407407407407,False,True,0,0,0.5,1,38,0.02564102564102564,0.0,2,0.0,0.0,0.0,0.0,0.17258100124999998
deletion,0.0,0.7,,overlap,0.1,1.0,42,3,False,0.14668367346938774,0.20535714285714285,0.6111111111111112,0.6111111111111112,0.6111111111111112,False,True,0,0,0.9,3,35,0.07894736842105263,0.4,5,0.0,0.0,0.0,0.0,0.15596845348999996
deletion,0.0,0.7,,overlap,0.1,1.0,42,4,False,0.24017148526077098,0.30679563492063494,0.631578947368421,0.631578947368421,0.55,False,True,0,0,1.0,6,41,0.1276595744680851,0.6363636363636364,11,0.0,0.0,0.0,0.0,0.23287918405355995
deletion,0.0,0.7,,overlap,0.1,1.0,42,5,False,0.3386214369120854,0.3885895491569834,0.6,0.68,0.4791666666666667,False,True,0,0,1.0,9,26,0.2571428571428571,0.5,20,0.0,0.0,0.0,0.0,0.1792190194712865
deletion,0.0,0.7,,overlap,0.1,1.0,42,6,False,0.39146607768406405,0.42894216186773754,0.55,0.6666666666666666,0.5,False,True,0,0,1.0,4,41,0.08888888888888889,0.45,24,0.0,0.0,0.0,0.0,0.09940542392873515
deletion,0.0,0.7,,overlap,0.1,1.0,42,7,False,0.41859955826304807,0.44670662140080314,0.55,0.71875,0.4745762711864407,False,True,0,0,1.0,2,39,0.04878048780487805,0.45,26,0.0,0.0,0.0,0.0,0.10838538303515698
deletion,0.0,0.7,,overlap,0.1,1.0,42,8,False,0.438949668697286,0.46002996605060237,0.55,0.7428571428571429,0.4307692307692308,False,True,0,0,1.0,5,38,0.11627906976744186,0.35,31,0.0,0.0,0.0,0.0,0.1524120254571485
deletion,0.0,0.7,,overlap,0.1,1.0,42,9,False,0.4417122515229645,0.45752247453795175,0.55,0.7567567567567568,0.4057971014492754,False,True,0,0,1.0,3,43,0.06521739130434782,0.45,34,0.0,0.0,0.0,0.0,0.0971835475902237
deletion,0.0,0.7,,overlap,0.1,1.0,42,10,False,0.45628418864222337,0.4681418559034638,0.35,0.6976744186046512,0.42105263157894735,False,True,0,0,1.0,13,30,0.3023255813953488,0.45,47,0.0,0.0,0.0,0.0,0.19027125785700622
deletion,0.0,0.7,,overlap,0.1,1.0,42,11,False,0.4422131414816675,0.4511063919275978,0.25,0.6875,0.4146341463414634,False,True,0,0,1.0,1,39,0.025,0.4,48,0.0,0.0,0.0,0.0,0.07745538850503045
deletion,0.0,0.7,,overlap,0.1,1.0,42,12,False,0.41290985611125064,0.4195797939456984,0.25,0.7,0.3953488372093023,False,True,0,0,1.0,8,31,0.20512820512820512,0.45,56,0.0,0.0,0.0,0.0,0.12040331682927526
deletion,0.0,0.7,,overlap,0.1,1.0,42,13,False,0.39718239208343803,0.4021848454592738,0.2,0.7090909090909091,0.3829787234042553,False,True,0,0,1.0,7,28,0.2,0.6,63,0.0,0.0,0.0,0.0,0.15983236343024232
deletion,0.0,0.7,,overlap,0.1,1.0,42,14,False,0.3978867940625785,0.4016386340944553,0.15,0.6949152542372882,0.3838383838383838,False,True,0,0,1.0,1,40,0.024390243902439025,0.65,64,0.0,0.0,0.0,0.0,0.09808221287765069
deletion,0.0,0.7,,overlap,0.1,1.0,42,15,False,0.3984150955469339,0.4012289755708415,0.15,0.7049180327868853,0.37623762376237624,False,True,0,0,1.0,4,42,0.08695652173913043,0.65,68,0.0,0.0,0.0,0.0,0.07347677185951784
deletion,0.0,0.7,,overlap,0.1,1.0,42,16,False,0.39881132166020045,0.40092173167813105,0.05,0.7058823529411765,0.3669724770642202,False,True,0,0,1.0,4,33,0.10810810810810811,0.6,72,0.0,0.0,0.0,0.0,0.12070061937763354
deletion,0.0,0.7,,overlap,0.1,1.0,42,17,False,0.38035849124515025,0.3819412987585983,0.0,0.684931506849315,0.37606837606837606,False,True,0,0,1.0,2,38,0.05,0.65,74,0.0,0.0,0.0,0.0,0.11767487151244009
deletion,0.0,0.7,,overlap,0.1,1.0,42,18,False,0.3665188684338627,0.3677059740689487,0.0,0.684931506849315,0.3728813559322034,False,True,0,0,1.0,6,39,0.13333333333333333,0.65,80,0.0,0.0,0.0,0.0,0.10240842028904044
deletion,0.0,0.7,,overlap,0.1,1.0,42,19,False,0.35613915132539703,0.3570294805517115,0.0,0.6973684210526315,0.36,False,True,0,0,1.0,5,33,0.13157894736842105,0.5,85,0.0,0.0,0.0,0.0,0.09267993169302327
deletion,0.0,0.7,,overlap,0.1,1.0,42,20,False,0.3296043634940478,0.3302721104137836,0.0,0.6875,0.366412213740458,False,True,0,0,1.0,3,38,0.07317073170731707,0.5,88,0.0,0.0,0.0,0.0,0.11642062425640332
deletion,0.0,0.7,,overlap,0.1,1.0,42,21,False,0.3097032726205358,0.31020408281033773,0.0,0.7023809523809523,0.3597122302158273,False,True,0,0,1.0,1,36,0.02702702702702703,0.45,89,0.0,0.0,0.0,0.0,0.08934280481619203
deletion,0.0,0.7,,overlap,0.1,1.0,42,22,False,0.2885274544654019,0.2889030621077533,0.0,0.7032967032967034,0.3561643835616438,False,True,0,0,1.0,6,36,0.14285714285714285,0.4,95,0.0,0.0,0.0,0.0,0.09488982347193002
deletion,0.0,0.7,,overlap,0.1,1.0,42,23,False,0.26639559084905146,0.26667729658081496,0.0,0.7021276595744681,0.34868421052631576,False,True,0,0,1.0,7,33,0.175,0.3,102,0.0,0.0,0.0,0.0,0.16431417199234508
deletion,0.0,0.7,,overlap,0.1,1.0,42,24,False,0.23729669313678858,0.23750797243561123,0.0,0.7052631578947368,0.34394904458598724,False,True,0,0,1.0,10,36,0.21739130434782608,0.5,112,0.0,0.0,0.0,0.0,0.15919525490881473
deletion,0.0,0.7,,overlap,0.1,1.0,42,25,False,0.24047251985259144,0.2406309793267084,0.0,0.6979166666666666,0.34375,False,True,0,0,1.0,4,44,0.08333333333333333,0.5,116,0.0,0.0,0.0,0.0,0.03273119485619292
deletion,0.0,0.7,,overlap,0.1,1.0,42,26,False,0.24285438988944358,0.2429732344950313,0.0,0.7010309278350515,0.3353658536585366,False,True,0,0,1.0,7,39,0.15217391304347827,0.7,123,0.0,0.0,0.0,0.0,0.11719757381598432
deletion,0.0,0.7,,overlap,0.1,1.0,42,27,False,0.26964079241708266,0.2697299258712735,0.0,0.7029702970297029,0.32941176470588235,False,True,0,0,1.0,4,36,0.1,0.7,127,0.0,0.0,0.0,0.0,0.08325060685421024
deletion,0.0,0.7,,overlap,0.1,1.0,42,28,False,0.289730594312812,0.2897974444034551,0.0,0.7087378640776699,0.3236994219653179,False,True,0,0,1.0,1,34,0.02857142857142857,0.65,128,0.0,0.0,0.0,0.0,0.0601164120211916
deletion,0.0,0.7,,overlap,0.1,1.0,42,29,False,0.298547945734609,0.29859808330259136,0.0,0.7142857142857143,0.3202247191011236,False,True,0,0,1.0,5,35,0.125,0.7,133,0.0,0.0,0.0,0.0,0.11896113822201013
deletion,0.0,0.7,,overlap,0.1,1.0,42,30,False,0.31141095930095675,0.3114485624769435,0.0,0.719626168224299,0.31868131868131866,False,True,0,0,1.0,2,41,0.046511627906976744,0.75,135,0.0,0.0,0.0,0.0,0.0881872476361988
deletion,0.0,0.7,,overlap,0.1,1.0,42,31,False,0.32730821947571753,0.3273364218577076,0.0,0.7207207207207207,0.3155080213903743,False,True,0,0,1.0,3,37,0.075,0.75,138,0.0,0.0,0.0,0.0,0.12173320572049542
deletion,0.0,0.7,,overlap,0.1,1.0,42,32,False,0.33923116460678815,0.3392523163932807,0.0,0.7142857142857143,0.3157894736842105,False,True,0,0,1.0,2,39,0.04878048780487805,0.75,140,0.0,0.0,0.0,0.0,0.12332235887855339
deletion,0.0,0.7,,overlap,0.1,1.0,42,33,False,0.3481733734550911,0.34818923729496054,0.0,0.7130434782608696,0.31794871794871793,False,True,0,0,1.0,1,40,0.024390243902439025,0.75,141,0.0,0.0,0.0,0.0,0.09841989264676278
deletion,0.0,0.7,,overlap,0.1,1.0,42,34,False,0.35488003009131835,0.3548919279712204,0.0,0.711864406779661,0.31343283582089554,False,True,0,0,1.0,5,37,0.11904761904761904,0.7,146,0.0,0.0,0.0,0.0,0.0856131326112579
deletion,0.0,0.7,,overlap,0.1,1.0,42,35,False,0.3536600225684888,0.35366894597841525,0.0,0.7096774193548387,0.3157894736842105,False,True,0,0,1.0,1,41,0.023809523809523808,0.65,147,0.0,0.0,0.0,0.0,0.08876184593550136
deletion,0.0,0.7,,overlap,0.1,1.0,42,36,False,0.34649501692636653,0.3465017094838114,0.0,0.7165354330708661,0.308411214953271,False,True,0,0,1.0,4,39,0.09302325581395349,0.65,151,0.0,0.0,0.0,0.0,0.1153579190448299
deletion,0.0,0.7,,overlap,0.1,1.0,42,37,False,0.34112126269477494,0.34112628211285856,0.0,0.7218045112781954,0.30180180180180183,False,True,0,0,1.0,3,32,0.08571428571428572,0.65,154,0.0,0.0,0.0,0.0,0.0941180710564458
deletion,0.0,0.7,,overlap,0.1,1.0,42,38,False,0.33709094702108117,0.33709471158464394,0.0,0.7194244604316546,0.3,False,True,0,0,1.0,2,35,0.05405405405405406,0.6,156,0.0,0.0,0.0,0.0,0.07220524266716297
deletion,0.0,0.7,,overlap,0.1,1.0,42,39,False,0.32781821026581087,0.327821033688483,0.0,0.7152777777777778,0.29957805907172996,False,True,0,0,1.0,6,32,0.15789473684210525,0.6,162,0.0,0.0,0.0,0.0,0.09369780641509187
deletion,0.0,0.7,,overlap,0.1,1.0,43,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
deletion,0.0,0.7,,overlap,0.1,1.0,43,1,False,0.0,0.0,0.09090909090909091,0.09090909090909091,0.8518518518518519,False,True,0,0,0.0,0,50,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
deletion,0.0,0.7,,overlap,0.1,1.0,43,2,False,0.022727272727272728,0.022727272727272728,0.25,0.25,0.7352941176470589,False,True,0,0,0.1,0,39,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
deletion,0.0,0.7,,overlap,0.1,1.0,43,3,False,0.07954545454545454,0.07954545454545454,0.35,0.38095238095238093,0.6341463414634146,False,True,0,0,0.2,0,37,0.0,0.0,0,0.0,0.0,0.0,0.0,0.24499999999999997
deletion,0.0,0.7,,overlap,0.1,1.0,43,4,False,0.1471590909090909,0.1471590909090909,0.25,0.375,0.6041666666666666,False,True,0,0,0.6,0,38,0.0,0.0,0,0.0,0.0,0.0,0.0,0.14577499999999996
deletion,0.0,0.7,,overlap,0.1,1.0,43,5,False,0.17286931818181817,0.17286931818181817,0.25,0.42857142857142855,0.5357142857142857,False,True,0,0,0.7,4,36,0.1,0.0,4,0.0,0.0,0.0,0.0,0.12405581602749997
deletion,0.0,0.7,,overlap,0.1,1.0,43,6,False,0.16983056006493505,0.19215198863636362,0.25,0.41379310344827586,0.5254237288135594,False,True,0,0,0.7,3,44,0.06382978723404255,0.14285714285714285,7,0.0,0.0,0.0,0.0,0.12200920043713827
deletion,0.0,0.7,,overlap,0.1,1.0,43,7,False,0.18030659351808903,0.20661399147727272,0.2,0.4411764705882353,0.5151515151515151,False,True,0,0,0.7,6,39,0.13333333333333333,0.07692307692307693,13,0.0,0.0,0.0,0.0,0.11463930007036015
deletion,0.0,0.7,,overlap,0.1,1.0,43,8,False,0.1742409341495558,0.20496049360795454,0.15,0.47368421052631576,0.4864864864864865,False,True,0,0,0.7,5,38,0.11627906976744186,0.05555555555555555,18,0.0,0.0,0.0,0.0,0.13140605594316884
deletion,0.0,0.7,,overlap,0.1,1.0,43,9,False,0.15974816092962715,0.1912203702059659,0.15,0.48717948717948717,0.4675324675324675,False,True,0,0,0.7,1,47,0.020833333333333332,0.05263157894736842,19,0.0,0.0,0.0,0.0,0.07063365956879392
deletion,0.0,0.7,,overlap,0.1,1.0,43,10,False,0.14861751167466397,0.18091527765447443,0.15,0.5,0.45121951219512196,False,True,0,0,0.8,1,49,0.02,0.05,20,0.0,0.0,0.0,0.0,0.1135708591963415
deletion,0.0,0.7,,overlap,0.1,1.0,43,11,False,0.13824884804171228,0.17318645824085582,0.1,0.5227272727272727,0.43820224719101125,False,True,0,0,0.9,7,37,0.1590909090909091,0.25,27,0.0,0.0,0.0,0.0,0.14028956382457827
deletion,0.0,0.7,,overlap,0.1,1.0,43,12,False,0.14475806460271276,0.16426484368064187,0.0,0.4897959183673469,0.45263157894736844,False,True,0,0,0.9,4,36,0.1,0.4,31,0.0,0.0,0.0,0.0,0.07750419027364365
deletion,0.0,0.7,,overlap,0.1,1.0,43,13,False,0.1514256913091774,0.17319863276048142,0.0,0.5,0.4411764705882353,False,True,0,0,0.9,2,38,0.05,0.45,33,0.0,0.0,0.0,0.0,0.06023806884018498
deletion,0.0,0.7,,overlap,0.1,1.0,43,14,False,0.16178355419616877,0.18614897457036106,0.0,0.5,0.4392523364485981,False,True,0,0,1.0,6,37,0.13953488372093023,0.7,39,0.0,0.0,0.0,0.0,0.108714872401973
deletion,0.0,0.7,,overlap,0.1,1.0,43,15,False,0.20883766564712655,0.2271117309277708,0.0,0.5087719298245614,0.42105263157894735,False,True,0,0,1.0,3,39,0.07142857142857142,0.7,42,0.0,0.0,0.0,0.0,0.13905955068871595
deletion,0.0,0.7,,overlap,0.1,1.0,43,16,False,0.24412824923534493,0.2578337981958281,0.0,0.5483870967741935,0.4,False,True,0,0,1.0,2,38,0.05,0.65,44,0.0,0.0,0.0,0.0,0.1201149828957161
deletion,0.0,0.7,,overlap,0.1,1.0,43,17,False,0.2643461869265087,0.27462534864687105,0.0,0.5538461538461539,0.3968253968253968,False,True,0,0,1.0,3,39,0.07142857142857142,0.55,47,0.0,0.0,0.0,0.0,0.08727772142459651
deletion,0.0,0.7,,overlap,0.1,1.0,43,18,False,0.26700964019488155,0.2747190114851533,0.0,0.5606060606060606,0.3816793893129771,False,True,0,0,1.0,5,37,0.11904761904761904,0.5,52,0.0,0.0,0.0,0.0,0.08489017007871463
deletion,0.0,0.7,,overlap,0.1,1.0,43,19,False,0.2627572301461612,0.26853925861386496,0.0,0.5915492957746479,0.36496350364963503,False,True,0,0,1.0,11,28,0.28205128205128205,0.3,63,0.0,0.0,0.0,0.0,0.18769286707397567
deletion,0.0,0.7,,overlap,0.1,1.0,43,20,False,0.2345679226096209,0.23890444396039873,0.0,0.5915492957746479,0.3546099290780142,False,True,0,0,1.0,6,33,0.15384615384615385,0.35,69,0.0,0.0,0.0,0.0,0.16330395460132466
deletion,0.0,0.7,,overlap,0.1,1.0,43,21,False,0.21967594195721568,0.22292833297029907,0.0,0.6133333333333333,0.3401360544217687,False,True,0,0,1.0,4,39,0.09302325581395349,0.3,73,0.0,0.0,0.0,0.0,0.07947287502731311
deletion,0.0,0.7,,overlap,0.1,1.0,43,22,False,0.20225695646791178,0.2046962497277243,0.0,0.618421052631579,0.33112582781456956,False,True,0,0,1.0,6,37,0.13953488372093023,0.5,79,0.0,0.0,0.0,0.0,0.14213920620509912
