mode,detection,write_pref,side_host_attention,side_routing,side_task_overlap,side_deadline_pressure,seed,epoch,reset,mean_infection,max_infection,cache_corruption,tier3_poisoning,promotion_accuracy,side_teardown,side_active,side_teardown_count,side_sweep_count,discovered_fraction,side_writes,sanctioned_writes,ungoverned_fraction,side_cache_corruption,side_entries,evader_fraction,population_attention,chosen_attention,substrate_gap,mean_side_value
deletion,0.0,0.7,,overlap,0.1,0.5,43,8,False,0.15719263646509743,0.19636674360795456,0.2,0.48717948717948717,0.4864864864864865,False,True,0,0,0.9,2,40,0.047619047619047616,0.0,7,0.0,0.0,0.0,0.0,0.05752005948621256
deletion,0.0,0.7,,overlap,0.1,0.5,43,9,False,0.14289447734882305,0.1722750577059659,0.2,0.5,0.4675324675324675,False,True,0,0,0.9,2,42,0.045454545454545456,0.0,9,0.0,0.0,0.0,0.0,0.09001851483457352
deletion,0.0,0.7,,overlap,0.1,0.5,43,10,False,0.1321708580116173,0.1542062932794744,0.05,0.4666666666666667,0.4827586206896552,False,True,0,0,1.0,0,40,0.0,0.0,9,0.0,0.0,0.0,0.0,0.07505862284700406
deletion,0.0,0.7,,overlap,0.1,0.5,43,11,False,0.10537814350871298,0.1219047199596058,0.0,0.46938775510204084,0.4631578947368421,False,True,0,0,1.0,2,36,0.05263157894736842,0.18181818181818182,11,0.0,0.0,0.0,0.0,0.09247849931397452
deletion,0.0,0.7,,overlap,0.1,0.5,43,12,False,0.10176088035880745,0.11415581269697708,0.0,0.4807692307692308,0.45454545454545453,False,True,0,0,1.0,2,37,0.05128205128205128,0.15384615384615385,13,0.0,0.0,0.0,0.0,0.05701464581960349
deletion,0.0,0.7,,overlap,0.1,0.5,43,13,False,0.09555142949987483,0.10484762875350205,0.0,0.4909090909090909,0.44761904761904764,False,True,0,0,1.0,2,43,0.044444444444444446,0.2,15,0.0,0.0,0.0,0.0,0.06838833740439516
deletion,0.0,0.7,,overlap,0.1,0.5,43,14,False,0.09666357212490613,0.10363572156512654,0.0,0.5087719298245614,0.4351851851851852,False,True,0,0,1.0,1,41,0.023809523809523808,0.25,16,0.0,0.0,0.0,0.0,0.10292038863233688
deletion,0.0,0.7,,overlap,0.1,0.5,43,15,False,0.10374767909367959,0.1089767911738449,0.0,0.5254237288135594,0.41228070175438597,False,True,0,0,1.0,3,40,0.06976744186046512,0.21052631578947367,19,0.0,0.0,0.0,0.0,0.10296478212318108
deletion,0.0,0.7,,overlap,0.1,0.5,43,16,False,0.10412654879394391,0.10804838285406788,0.0,0.5454545454545454,0.4016393442622951,False,True,0,0,1.0,3,33,0.08333333333333333,0.3,22,0.0,0.0,0.0,0.0,0.15507414474931858
deletion,0.0,0.7,,overlap,0.1,0.5,43,17,False,0.11559491159545791,0.11853628714055092,0.0,0.5428571428571428,0.3984375,False,True,0,0,1.0,3,39,0.07142857142857142,0.35,25,0.0,0.0,0.0,0.0,0.12063475086791275
deletion,0.0,0.7,,overlap,0.1,0.5,43,18,False,0.13044618369659344,0.1326522153554132,0.0,0.5492957746478874,0.38345864661654133,False,True,0,0,1.0,2,40,0.047619047619047616,0.4,27,0.0,0.0,0.0,0.0,0.1291155500865092
deletion,0.0,0.7,,overlap,0.1,0.5,43,19,False,0.1478346377724451,0.1494891615165599,0.0,0.5733333333333334,0.3695652173913043,False,True,0,0,1.0,2,35,0.05405405405405406,0.4,29,0.0,0.0,0.0,0.0,0.10259980452429987
deletion,0.0,0.7,,overlap,0.1,0.5,43,20,False,0.1608759783293338,0.1621168711374199,0.0,0.5657894736842105,0.36619718309859156,False,True,0,0,1.0,2,40,0.047619047619047616,0.4,31,0.0,0.0,0.0,0.0,0.14716491843383758
deletion,0.0,0.7,,overlap,0.1,0.5,43,21,False,0.1706569837470004,0.17158765335306492,0.0,0.5802469135802469,0.35570469798657717,False,True,0,0,1.0,3,37,0.075,0.35,34,0.0,0.0,0.0,0.0,0.13448112977815171
deletion,0.0,0.7,,overlap,0.1,0.5,43,22,False,0.1717427378102503,0.1724407400147987,0.0,0.5802469135802469,0.3509933774834437,False,True,0,0,1.0,0,37,0.0,0.35,34,0.0,0.0,0.0,0.0,0.10747062224559245
deletion,0.0,0.7,,overlap,0.1,0.5,43,23,False,0.1725570533576877,0.17308055501109904,0.0,0.5903614457831325,0.3464052287581699,False,True,0,0,1.0,0,48,0.0,0.35,34,0.0,0.0,0.0,0.0,0.05322302107032192
deletion,0.0,0.7,,overlap,0.1,0.5,43,24,False,0.17316779001826577,0.1735604162583243,0.0,0.6022727272727273,0.3375,False,True,0,0,1.0,1,36,0.02702702702702703,0.35,35,0.0,0.0,0.0,0.0,0.06946244903716899
deletion,0.0,0.7,,overlap,0.1,0.5,43,25,False,0.17362584251369934,0.1739203121937432,0.0,0.6111111111111112,0.3353658536585366,False,True,0,0,1.0,2,43,0.044444444444444446,0.35,37,0.0,0.0,0.0,0.0,0.10281484271930137
deletion,0.0,0.7,,overlap,0.1,0.5,43,26,False,0.17396938188527453,0.17419023414530743,0.0,0.6210526315789474,0.32748538011695905,False,True,0,0,1.0,0,35,0.0,0.35,37,0.0,0.0,0.0,0.0,0.10123648471671862
deletion,0.0,0.7,,overlap,0.1,0.5,43,27,False,0.1742270364139559,0.17439267560898059,0.0,0.6262626262626263,0.327683615819209,False,True,0,0,1.0,0,32,0.0,0.35,37,0.0,0.0,0.0,0.0,0.09226094298345203
deletion,0.0,0.7,,overlap,0.1,0.5,43,28,False,0.17442027731046691,0.17454450670673544,0.0,0.6372549019607843,0.32222222222222224,False,True,0,0,1.0,1,41,0.023809523809523808,0.4,38,0.0,0.0,0.0,0.0,0.06168083957711266
deletion,0.0,0.7,,overlap,0.1,0.5,43,29,False,0.18081520798285017,0.18090838003005155,0.0,0.6285714285714286,0.32432432432432434,False,True,0,0,1.0,1,38,0.02564102564102564,0.45,39,0.0,0.0,0.0,0.0,0.0834428385540127
deletion,0.0,0.7,,overlap,0.1,0.5,43,30,False,0.1918614059871376,0.19193128502253867,0.0,0.6388888888888888,0.3191489361702128,False,True,0,0,1.0,4,35,0.10256410256410256,0.45,43,0.0,0.0,0.0,0.0,0.10668107336674496
deletion,0.0,0.7,,overlap,0.1,0.5,43,31,False,0.20014605449035322,0.200198463766904,0.0,0.6434782608695652,0.3147208121827411,False,True,0,0,1.0,1,37,0.02631578947368421,0.4,44,0.0,0.0,0.0,0.0,0.08241927257414919
deletion,0.0,0.7,,overlap,0.1,0.5,43,32,False,0.20010954086776492,0.200148847825178,0.0,0.6475409836065574,0.3155339805825243,False,True,0,0,1.0,3,32,0.08571428571428572,0.4,47,0.0,0.0,0.0,0.0,0.11894883207117608
deletion,0.0,0.7,,overlap,0.1,0.5,43,33,False,0.20008215565082368,0.20011163586888348,0.0,0.6328125,0.32547169811320753,False,True,0,0,1.0,3,42,0.06666666666666667,0.45,50,0.0,0.0,0.0,0.0,0.0932005304458238
deletion,0.0,0.7,,overlap,0.1,0.5,43,34,False,0.20631161673811776,0.2063337269016626,0.0,0.6390977443609023,0.3211009174311927,False,True,0,0,1.0,2,42,0.045454545454545456,0.4,52,0.0,0.0,0.0,0.0,0.10398175610229984
deletion,0.0,0.7,,overlap,0.1,0.5,43,35,False,0.20473371255358833,0.20475029517624693,0.0,0.6304347826086957,0.32599118942731276,False,True,0,0,1.0,2,35,0.05405405405405406,0.45,54,0.0,0.0,0.0,0.0,0.0731693311681055
deletion,0.0,0.7,,overlap,0.1,0.5,43,36,False,0.20980028441519122,0.20981272138218518,0.0,0.6408450704225352,0.3203463203463203,False,True,0,0,1.0,1,36,0.02702702702702703,0.45,55,0.0,0.0,0.0,0.0,0.10616197360231239
deletion,0.0,0.7,,overlap,0.1,0.5,43,37,False,0.21360021331139342,0.21360954103663887,0.0,0.6394557823129252,0.32217573221757323,False,True,0,0,1.0,1,36,0.02702702702702703,0.45,56,0.0,0.0,0.0,0.0,0.09220104495576478
deletion,0.0,0.7,,overlap,0.1,0.5,43,38,False,0.21645015998354505,0.21645715577747915,0.0,0.6346153846153846,0.3253012048192771,False,True,0,0,1.0,3,29,0.09375,0.35,59,0.0,0.0,0.0,0.0,0.08523951290610726
deletion,0.0,0.7,,overlap,0.1,0.5,43,39,False,0.20608761998765882,0.20609286683310934,0.0,0.6392405063291139,0.3228346456692913,False,True,0,0,1.0,1,40,0.024390243902439025,0.3,60,0.0,0.0,0.0,0.0,0.08985250263063568
deletion,0.0,0.7,,overlap,0.1,0.5,44,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
deletion,0.0,0.7,,overlap,0.1,0.5,44,1,False,0.0,0.0,0.3,0.3,0.72,False,True,0,0,0.2,0,44,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
deletion,0.0,0.7,,overlap,0.1,0.5,44,2,False,0.075,0.075,0.35714285714285715,0.35714285714285715,0.6896551724137931,False,True,0,0,0.3,1,43,0.022727272727272728,0.0,1,0.0,0.0,0.0,0.0,0.08403499999999997
deletion,0.0,0.7,,overlap,0.1,0.5,44,3,False,0.13278061224489796,0.14553571428571427,0.5,0.5,0.5675675675675675,False,True,0,0,0.3,1,36,0.02702702702702703,0.5,2,0.0,0.0,0.0,0.0,0.07443700249999997
deletion,0.0,0.7,,overlap,0.1,0.5,44,4,False,0.22458545918367342,0.2341517857142857,0.45,0.5,0.5581395348837209,False,True,0,0,0.5,0,33,0.0,0.5,2,0.0,0.0,0.0,0.0,0.18350043449999998
deletion,0.0,0.7,,overlap,0.1,0.5,44,5,False,0.2836176658163265,0.2943638392857143,0.4,0.5384615384615384,0.5208333333333334,False,True,0,0,0.5,2,37,0.05128205128205128,0.5,4,0.0,0.0,0.0,0.0,0.14673750923299997
deletion,0.0,0.7,,overlap,0.1,0.5,44,6,False,0.31807039221938777,0.33327287946428574,0.3,0.5625,0.5,False,True,0,0,0.6,1,36,0.02702702702702703,0.4,5,0.0,0.0,0.0,0.0,0.10063348051304896
deletion,0.0,0.7,,overlap,0.1,0.5,44,7,False,0.32069565130739797,0.3374546595982143,0.25,0.5675675675675675,0.47540983606557374,False,True,0,0,0.6,1,36,0.02702702702702703,0.5,6,0.0,0.0,0.0,0.0,0.1367314757437768
deletion,0.0,0.7,,overlap,0.1,0.5,44,8,False,0.32087888133769127,0.3468409946986607,0.2,0.5952380952380952,0.44776119402985076,False,True,0,0,0.7,2,44,0.043478260869565216,0.5,8,0.0,0.0,0.0,0.0,0.140093195473944
deletion,0.0,0.7,,overlap,0.1,0.5,44,9,False,0.31744487528898274,0.3476307460239956,0.2,0.6136363636363636,0.43661971830985913,False,True,0,0,0.7,0,44,0.0,0.5,8,0.0,0.0,0.0,0.0,0.12638851053070768
deletion,0.0,0.7,,overlap,0.1,0.5,44,10,False,0.31486937075245136,0.3482230595179967,0.2,0.6382978723404256,0.3974358974358974,False,True,0,0,0.7,1,42,0.023255813953488372,0.5555555555555556,9,0.0,0.0,0.0,0.0,0.13342291873673343
deletion,0.0,0.7,,overlap,0.1,0.5,44,11,False,0.3178980598103703,0.35561173908294197,0.2,0.6730769230769231,0.38095238095238093,False,True,0,0,0.9,0,37,0.0,0.5555555555555556,9,0.0,0.0,0.0,0.0,0.14692511059350388
deletion,0.0,0.7,,overlap,0.1,0.5,44,12,False,0.3328679893022221,0.3611532487566509,0.1,0.6607142857142857,0.37362637362637363,False,True,0,0,0.9,1,40,0.024390243902439025,0.6,10,0.0,0.0,0.0,0.0,0.11032097798915752
deletion,0.0,0.7,,overlap,0.1,0.5,44,13,False,0.3371509919766666,0.35836493656748813,0.1,0.6724137931034483,0.35789473684210527,False,True,0,0,1.0,1,38,0.02564102564102564,0.5454545454545454,11,0.0,0.0,0.0,0.0,0.11952987897119415
deletion,0.0,0.7,,overlap,0.1,0.5,44,14,False,0.3335450621643181,0.3494555206074343,0.05,0.6875,0.33980582524271846,False,True,0,0,1.0,3,28,0.0967741935483871,0.42857142857142855,14,0.0,0.0,0.0,0.0,0.11562392858223292
deletion,0.0,0.7,,overlap,0.1,0.5,44,15,False,0.30998022519466717,0.3219130690270043,0.05,0.7058823529411765,0.32407407407407407,False,True,0,0,1.0,1,41,0.023809523809523808,0.4,15,0.0,0.0,0.0,0.0,0.11396084149030532
deletion,0.0,0.7,,overlap,0.1,0.5,44,16,False,0.28873516889600037,0.29768480177025325,0.0,0.6986301369863014,0.33043478260869563,False,True,0,0,1.0,3,34,0.08108108108108109,0.3888888888888889,18,0.0,0.0,0.0,0.0,0.12049583494031317
deletion,0.0,0.7,,overlap,0.1,0.5,44,17,False,0.2651624877831114,0.27187471243880107,0.0,0.7066666666666667,0.325,False,True,0,0,1.0,3,39,0.07142857142857142,0.35,21,0.0,0.0,0.0,0.0,0.0746287937666216
deletion,0.0,0.7,,overlap,0.1,0.5,44,18,False,0.24262186583733358,0.24765603432910083,0.0,0.7037037037037037,0.3178294573643411,False,True,0,0,1.0,2,34,0.05555555555555555,0.25,23,0.0,0.0,0.0,0.0,0.07786700273647842
deletion,0.0,0.7,,overlap,0.1,0.5,44,19,False,0.21321639937800016,0.21699202574682563,0.0,0.7011494252873564,0.32116788321167883,False,True,0,0,1.0,2,34,0.05555555555555555,0.25,25,0.0,0.0,0.0,0.0,0.08340125045591884
deletion,0.0,0.7,,overlap,0.1,0.5,44,20,False,0.1911622995335001,0.19399401931011923,0.0,0.7065217391304348,0.3150684931506849,False,True,0,0,1.0,0,37,0.0,0.25,25,0.0,0.0,0.0,0.0,0.09327143040742282
deletion,0.0,0.7,,overlap,0.1,0.5,44,21,False,0.1746217246501251,0.1767455144825894,0.0,0.7127659574468085,0.3026315789473684,False,True,0,0,1.0,1,38,0.02564102564102564,0.25,26,0.0,0.0,0.0,0.0,0.09489082779608263
deletion,0.0,0.7,,overlap,0.1,0.5,44,22,False,0.16221629348759384,0.16380913586194207,0.0,0.7216494845360825,0.2967741935483871,False,True,0,0,1.0,1,39,0.025,0.2,27,0.0,0.0,0.0,0.0,0.11342687917454988
deletion,0.0,0.7,,overlap,0.1,0.5,44,23,False,0.14666222011569535,0.14785685189645656,0.0,0.7070707070707071,0.30434782608695654,False,True,0,0,1.0,1,39,0.025,0.2,28,0.0,0.0,0.0,0.0,0.0952307536102932
deletion,0.0,0.7,,overlap,0.1,0.5,44,24,False,0.13499666508677152,0.1358926389223424,0.0,0.7019230769230769,0.30538922155688625,False,True,0,0,1.0,3,36,0.07692307692307693,0.15,31,0.0,0.0,0.0,0.0,0.11476608456825718
deletion,0.0,0.7,,overlap,0.1,0.5,44,25,False,0.11999749881507864,0.12066947919175681,0.0,0.7102803738317757,0.2982456140350877,False,True,0,0,1.0,3,41,0.06818181818181818,0.2,34,0.0,0.0,0.0,0.0,0.07723000221596357
deletion,0.0,0.7,,overlap,0.1,0.5,44,26,False,0.11499812411130897,0.11550210939381761,0.0,0.7142857142857143,0.29444444444444445,False,True,0,0,1.0,3,37,0.075,0.2,37,0.0,0.0,0.0,0.0,0.11612077025319037
deletion,0.0,0.7,,overlap,0.1,0.5,44,27,False,0.11124859308348174,0.11162658204536322,0.0,0.7008547008547008,0.2994652406417112,False,True,0,0,1.0,2,35,0.05405405405405406,0.2,39,0.0,0.0,0.0,0.0,0.09883524640334837
deletion,0.0,0.7,,overlap,0.1,0.5,44,28,False,0.10843644481261129,0.1087199365340224,0.0,0.7,0.296875,False,True,0,0,1.0,2,30,0.0625,0.3,41,0.0,0.0,0.0,0.0,0.10598572151345924
deletion,0.0,0.7,,overlap,0.1,0.5,44,29,False,0.11882733360945848,0.11903995240051679,0.0,0.6935483870967742,0.30303030303030304,False,True,0,0,1.0,1,47,0.020833333333333332,0.3,42,0.0,0.0,0.0,0.0,0.11662528216057548
