mode,detection,write_pref,side_host_attention,side_teardown_policy,side_evasion_rate,run_index,seed,total_interactions,accepted_interactions,avg_toxicity,avg_quality_gap,total_welfare,welfare_per_epoch,n_agents,n_frozen,avg_reputation,avg_payoff,min_payoff,max_payoff,honest_avg_payoff,opportunistic_avg_payoff,deceptive_avg_payoff,adversarial_avg_payoff,separation_quality,infiltration_rate,welfare_delta,attack_displacement,pool_avg_quality_truthful,pool_avg_quality_fair,pool_avg_quality_default,pool_welfare_truthful,pool_welfare_fair,pool_welfare_default,peak_ungoverned,late_ungoverned,final_discovered,mean_side_corruption,final_infection,side_writes,side_poisoned_writes,side_teardowns,side_sweeps,side_swept_entries,late_substrate_gap,final_side_entries,final_evaders,final_side_value
deletion,0.05,0.7,,random,0.5,3,45,1880,1880,0.27724061327856864,0.0,1988.929806776774,49.72324516941935,10,0,41.909700199316845,161.826437851212,120.98919790981876,215.48609732002038,141.32714796738603,215.48609732002038,162.57769525071373,196.11884906853484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222222222222222,0.702580030338318,1.0,0.5196590909090909,0.26383128331138106,1104,603,0,30,1050,0.0,27,0.0,0.0
deletion,0.05,0.7,,random,0.5,4,46,1965,1965,0.278026737951418,0.0,2068.7187131291703,51.717967828229256,10,0,43.5064327390932,167.35703000087224,135.83711791907396,247.79008191646923,145.69378560004847,224.03559210032878,185.7786421300099,194.79667608904646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8611111111111112,0.7283547183364117,1.0,0.42868034055727555,0.21724197089493766,1042,543,0,27,954,0.0,53,0.0,0.0
deletion,0.05,0.7,,random,0.5,5,47,1931,1931,0.27645634505326583,0.0,2051.032064874164,51.2758016218541,10,0,43.28623720218124,167.41589856967008,134.4581049717962,219.42459850869076,151.27808505101112,212.4208825518426,167.974310405546,193.04764121662276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.7368214961238463,1.0,0.51625,0.24435390537478893,1096,578,0,34,1032,0.0,31,0.0,0.0
deletion,0.05,0.7,,random,0.5,6,48,2129,2129,0.28022911968421976,0.0,2218.9699045295556,55.47424761323889,10,0,46.47852660381041,174.36162814465774,131.55574145454477,262.7311542919085,147.21786762908968,215.3529664295133,214.08970411471242,215.43320256390683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8043478260869565,0.7125377946366188,1.0,0.40469696969696967,0.22696842332626543,864,475,0,29,798,0.0,39,0.0,0.0
deletion,0.05,0.7,,random,0.5,7,49,2091,2091,0.2842608211665305,0.0,2160.5884976036778,54.01471244009194,10,0,45.0967205177552,169.5223334596151,114.15855449257474,237.1212794698791,136.647603602003,223.6588994460098,185.16761979555162,233.25559687128583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.6936541642948966,1.0,0.550650934033287,0.27569918667432236,921,470,0,29,861,0.0,37,0.0,0.0
deletion,0.05,0.7,,random,0.5,8,50,2100,2100,0.27839126966796335,0.0,2209.9944877972866,55.24986219493216,10,0,46.470426111684844,176.68021931085406,132.35339103056262,260.3179937728167,148.61056043553165,254.0757749941991,201.76302468802052,209.6500154065656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.657670529999603,1.0,0.44628550543024226,0.22281930297035787,934,462,0,25,848,0.0,61,0.0,0.0
deletion,0.05,0.7,,random,0.5,9,51,2124,2124,0.27690606830270303,0.0,2247.173407076053,56.179335176901326,10,0,47.35215903164855,181.59179082412197,139.4310013309387,295.906199666535,165.50748488976689,195.185413052754,192.35038485239062,217.66860049873685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.7023689994269238,1.0,0.46927197802197806,0.26817129570496706,941,495,0,24,867,0.0,47,0.0,0.0
revocation,0.05,0.7,,complete,0.0,0,42,2765,2765,0.2891590778629935,0.0,2811.736773879342,70.29341934698354,10,0,58.301081584686415,202.01285187005908,135.0288788991573,341.7112479107909,163.5867454730782,295.8093928276527,203.3978724732016,269.7003902806336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,0.1695858839341399,0.0,0.1714664502164502,0.08059132226282455,192,103,9,0,0,1.3877787807814458e-18,0,0.0,0.0
revocation,0.05,0.7,,complete,0.0,1,43,2727,2727,0.28900416692703856,0.0,2779.0763221207912,69.47690805301978,10,0,57.675774180023154,203.78320252174774,119.5494943078508,415.7082067554956,157.1563747905854,282.09537166224,215.03960161542264,298.87940159815116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6410256410256411,0.22723302142824348,0.4,0.10261363636363637,0.005990411492335211,297,82,6,0,0,2.0816681711721684e-18,12,0.0,0.0
revocation,0.05,0.7,,complete,0.0,2,44,2854,2854,0.2882219697476348,0.0,2911.981817664234,72.79954544160584,10,0,60.46417110777145,207.49539056694312,150.60719550702277,366.52662421914687,166.3820062224337,315.90093688470887,201.2949590572172,279.7329861964515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34146341463414637,0.08216262092519669,0.2,0.12967948717948719,0.017746505688805377,135,56,8,0,0,3.469446951953614e-18,0,0.0,0.0
revocation,0.05,0.7,,complete,0.0,3,45,2778,2778,0.2864508116999443,0.0,2851.7677693851997,71.29419423463,10,0,59.363757923094,205.67353799310155,150.83853116266343,349.540006536864,168.26987589344603,319.9739447249416,195.97855530990788,265.581812267745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652173913043478,0.1122188887404473,0.7,0.21465225563909773,0.03890179288574293,210,104,7,0,0,0.0,18,0.0,0.0
revocation,0.05,0.7,,complete,0.0,4,46,2765,2765,0.2868918014675502,0.0,2833.232232838328,70.8308058209582,10,0,58.93330096583306,207.15240942662422,151.13127507352507,363.51577855700236,169.65355140355314,290.1731150203308,211.71818049462743,275.8557451649826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.18324345786861834,0.0,0.2562044817927171,0.056732939085353255,252,117,6,0,0,1.3877787807814458e-18,0,0.0,0.0
revocation,0.05,0.7,,complete,0.0,5,47,2901,2901,0.28309302203186215,0.0,3008.286101404427,75.20715253511068,10,0,62.881944158953615,213.44990650505005,170.69438859702888,317.84345910204706,181.4351140459377,310.051464187598,212.1725941155033,261.8321612358866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04314307118448539,0.2,0.15865384615384615,0.01815196381760808,118,81,8,0,0,6.938893903907229e-19,13,0.0,0.0
revocation,0.05,0.7,,complete,0.0,6,48,2874,2874,0.29003966096500877,0.0,2915.5418586028827,72.88854646507207,10,0,60.39240760596702,209.0470261616084,155.1022337894809,390.61530183840785,169.64663087245054,259.267816431912,214.7787058379055,299.2719770557815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023255813953488,0.09288632119514473,0.1,0.06271241830065359,0.005262951595737202,141,28,7,0,0,1.3877787807814458e-18,0,0.0,0.0
revocation,0.05,0.7,,complete,0.0,7,49,2882,2882,0.2881779466746061,0.0,2941.155251583544,73.52888128958861,10,0,61.07515445833942,211.28934577815357,155.07557627682218,361.7115107777044,173.31090647066628,281.0985564300823,214.93666198403722,288.4964002717093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32558139534883723,0.10110993657505285,0.3,0.10097222222222221,0.0010388962026457692,130,54,9,0,0,2.0816681711721684e-18,6,0.0,0.0
revocation,0.05,0.7,,complete,0.0,8,50,2811,2811,0.2826636759575089,0.0,2920.6961242371926,73.01740310592982,10,0,61.099886006976135,208.34642405430935,163.08638784776343,334.8727665404921,174.4362248652487,312.9454312465331,200.42923915932522,261.7361104728716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13697681942884926,0.4,0.23377670940170941,0.042205204085492457,180,111,8,0,0,1.3877787807814458e-18,25,0.0,0.0
revocation,0.05,0.7,,complete,0.0,9,51,2853,2853,0.2851465756402396,0.0,2938.6405117470413,73.46601279367603,10,0,61.25707387491285,210.59371272790813,150.20345642634175,367.08537766627506,173.3830961014796,295.2855132341525,208.5778270152759,280.8876052103876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.08400779584115832,0.4,0.12509678230266466,0.0053980496186592205,159,65,7,0,0,6.938893903907229e-19,12,0.0,0.0
revocation,0.05,0.7,,complete,0.5,0,42,2765,2765,0.2891590778629935,0.0,2811.736773879342,70.29341934698354,10,0,58.301081584686415,202.01285187005908,135.0288788991573,341.7112479107909,163.5867454730782,295.8093928276527,203.3978724732016,269.7003902806336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3939393939393939,0.1695858839341399,0.0,0.1714664502164502,0.08059132226282455,192,103,9,0,0,1.3877787807814458e-18,0,0.0,0.0
revocation,0.05,0.7,,complete,0.5,1,43,2727,2727,0.28900416692703856,0.0,2779.0763221207912,69.47690805301978,10,0,57.675774180023154,203.78320252174774,119.5494943078508,415.7082067554956,157.1563747905854,282.09537166224,215.03960161542264,298.87940159815116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6410256410256411,0.22723302142824348,0.4,0.10261363636363637,0.005990411492335211,297,82,6,0,0,2.0816681711721684e-18,12,0.0,0.0
revocation,0.05,0.7,,complete,0.5,2,44,2854,2854,0.2882219697476348,0.0,2911.981817664234,72.79954544160584,10,0,60.46417110777145,207.49539056694312,150.60719550702277,366.52662421914687,166.3820062224337,315.90093688470887,201.2949590572172,279.7329861964515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34146341463414637,0.08216262092519669,0.2,0.12967948717948719,0.017746505688805377,135,56,8,0,0,3.469446951953614e-18,0,0.0,0.0
revocation,0.05,0.7,,complete,0.5,3,45,2778,2778,0.2864508116999443,0.0,2851.7677693851997,71.29419423463,10,0,59.363757923094,205.67353799310155,150.83853116266343,349.540006536864,168.26987589344603,319.9739447249416,195.97855530990788,265.581812267745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5652173913043478,0.1122188887404473,0.7,0.21465225563909773,0.03890179288574293,210,104,7,0,0,0.0,18,0.0,0.0
revocation,0.05,0.7,,complete,0.5,4,46,2765,2765,0.2868918014675502,0.0,2833.232232838328,70.8308058209582,10,0,58.93330096583306,207.15240942662422,151.13127507352507,363.51577855700236,169.65355140355314,290.1731150203308,211.71818049462743,275.8557451649826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.18324345786861834,0.0,0.2562044817927171,0.056732939085353255,252,117,6,0,0,1.3877787807814458e-18,0,0.0,0.0
revocation,0.05,0.7,,complete,0.5,5,47,2901,2901,0.28309302203186215,0.0,3008.286101404427,75.20715253511068,10,0,62.881944158953615,213.44990650505005,170.69438859702888,317.84345910204706,181.4351140459377,310.051464187598,212.1725941155033,261.8321612358866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.04314307118448539,0.2,0.15865384615384615,0.01815196381760808,118,81,8,0,0,6.938893903907229e-19,13,0.0,0.0
revocation,0.05,0.7,,complete,0.5,6,48,2874,2874,0.29003966096500877,0.0,2915.5418586028827,72.88854646507207,10,0,60.39240760596702,209.0470261616084,155.1022337894809,390.61530183840785,169.64663087245054,259.267816431912,214.7787058379055,299.2719770557815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023255813953488,0.09288632119514473,0.1,0.06271241830065359,0.005262951595737202,141,28,7,0,0,1.3877787807814458e-18,0,0.0,0.0
revocation,0.05,0.7,,complete,0.5,7,49,2882,2882,0.2881779466746061,0.0,2941.155251583544,73.52888128958861,10,0,61.07515445833942,211.28934577815357,155.07557627682218,361.7115107777044,173.31090647066628,281.0985564300823,214.93666198403722,288.4964002717093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32558139534883723,0.10110993657505285,0.3,0.10097222222222221,0.0010388962026457692,130,54,9,0,0,2.0816681711721684e-18,6,0.0,0.0
revocation,0.05,0.7,,complete,0.5,8,50,2811,2811,0.2826636759575089,0.0,2920.6961242371926,73.01740310592982,10,0,61.099886006976135,208.34642405430935,163.08638784776343,334.8727665404921,174.4362248652487,312.9454312465331,200.42923915932522,261.7361104728716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13697681942884926,0.4,0.23377670940170941,0.042205204085492457,180,111,8,0,0,1.3877787807814458e-18,25,0.0,0.0
revocation,0.05,0.7,,complete,0.5,9,51,2853,2853,0.2851465756402396,0.0,2938.6405117470413,73.46601279367603,10,0,61.25707387491285,210.59371272790813,150.20345642634175,367.08537766627506,173.3830961014796,295.2855132341525,208.5778270152759,280.8876052103876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.08400779584115832,0.4,0.12509678230266466,0.0053980496186592205,159,65,7,0,0,6.938893903907229e-19,12,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,0,42,2807,2807,0.29423270131006557,0.0,2809.079720846125,70.22699302115312,10,0,57.852344730768266,201.4233238306051,137.12442575983735,383.13459983076103,156.12678230175922,289.9608779251529,206.66343963561567,290.42411346736367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.08097475840442593,0.0,0.29625,0.05344848192350412,173,60,0,9,80,6.938893903907229e-19,93,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,1,43,2799,2799,0.28598228956183475,0.0,2877.038373234106,71.92595933085265,10,0,59.92171685982652,210.80885062790108,147.66085946090436,371.98031914544714,174.28393982800458,297.05609030477996,198.41359427187137,283.457591367166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.17388119631067794,0.6,0.32083333333333336,0.052582518924947926,232,89,0,10,99,2.0816681711721684e-18,110,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,2,44,2841,2841,0.28784333445987614,0.0,2904.058209964813,72.60145524912033,10,0,60.34582970484731,208.45369140979923,152.17122341473714,365.411921600775,168.52382673375493,307.2787872351924,209.02611301207014,278.54452672410025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.060789543852504714,0.1,0.4669265456765457,0.02528413489756227,162,85,0,7,71,0.0,88,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,3,45,2790,2790,0.2832556612291417,0.0,2891.916893345093,72.29792233362733,10,0,60.43873215720852,209.78227391296332,158.19566904500203,368.3745307855613,176.64736195017232,297.6659755314233,201.61337103443046,269.32961043137277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.17078495657749024,0.0,0.520952380952381,0.04922699854519582,235,125,0,11,113,6.938893903907229e-19,122,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,4,46,2741,2741,0.28633061484383554,0.0,2812.09781039197,70.30244525979926,10,0,58.52346501152842,202.6226063255842,155.61096754861285,359.6157691010204,166.13506945463874,299.6012216128844,198.44940833236717,265.68250829137907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.10342571443614787,0.1,0.41125,0.032170380793132995,263,126,0,9,134,1.3877787807814458e-18,129,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,5,47,2723,2723,0.28492645651592186,0.0,2806.5943251899694,70.16485812974923,10,0,58.52042132911663,206.64213654101482,147.74599052371912,334.0383872999396,169.19022096551805,305.4389391932624,204.37613168261646,270.7324843705804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4864864864864865,0.24988949806378394,0.1,0.48805090377458804,0.07019300912005215,293,141,0,10,141,1.3877787807814458e-18,150,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,6,48,2907,2907,0.2891139737708287,0.0,2955.816414673679,73.89541036684197,10,0,61.285776902166916,211.65571756081482,153.51339289658412,386.01362767097885,169.37710217862738,307.67511879306255,209.19285824624458,291.7132927485382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.06474427533251062,0.2,0.3368808313719304,0.016056440439111162,93,45,0,7,49,1.3877787807814458e-18,43,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,7,49,2860,2860,0.2875806921996408,0.0,2924.4527026484725,73.11131756621181,10,0,60.77802066613141,212.28332897555174,157.3637741945777,372.33022625540497,172.4676728330309,289.7022264687088,214.75918293991353,291.78292167435495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3902439024390244,0.11366645565897673,0.0,0.6749488304093567,0.10955052615940235,156,79,0,9,71,2.7755575615628915e-18,85,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,8,50,2766,2766,0.2867533712929508,0.0,2833.927228248562,70.84818070621405,10,0,58.94491847789878,206.84999961968384,156.4635457204025,377.02842570132646,171.24625807099417,264.8328592327844,199.15220017659885,288.51869418074506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6511627906976745,0.09830071126582754,0.1,0.3491666666666667,0.011263313840284145,234,90,0,10,118,0.0,114,0.0,0.0
revocation,0.05,0.7,,ordered,0.0,9,51,2773,2773,0.2851060434449535,0.0,2859.5314930459467,71.48828732614867,10,0,59.6362203837042,207.73491599545432,157.59043220376503,364.1042207491946,171.268078546144,267.3427454045345,223.92870582458517,279.23461872427976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723404255319149,0.0952161926995814,0.0,0.46165584415584415,0.04420855096707172,239,102,0,9,104,6.938893903907229e-19,135,0.0,0.0
revocation,0.05,0.7,,ordered,0.5,0,42,2270,2270,0.2886960198618242,0.0,2307.959106561549,57.69897766403873,10,0,47.851738428280804,175.59388565342223,130.62939677832003,265.5628471153451,144.3633339103856,185.10522997184302,211.6481358964,246.50274360183286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.717948717948718,0.6094458730390786,1.0,0.42750000000000005,0.22546476362146475,691,346,0,21,56,0.0,605,1.0,0.0
revocation,0.05,0.7,,ordered,0.5,1,43,2369,2369,0.27483303404278314,0.0,2518.378855306035,62.959471382650875,10,0,53.16702515605975,193.96314437447535,133.08814736419941,300.7946501469548,177.75830698928178,251.37374176642814,187.8250625314804,216.9413987555771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205128205128205,0.6690384353848245,0.9,0.5170833333333333,0.19744237150731872,652,380,0,21,54,0.0,578,1.0,0.0
revocation,0.05,0.7,,ordered,0.5,2,44,2377,2377,0.28500624166012484,0.0,2440.7728759890056,61.01932189972514,10,0,50.81390811732361,186.16923378677433,135.46387927235313,334.323303614602,149.92512101549673,265.01256459334496,190.25636996964852,253.43633860588477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.6808185158843054,1.0,0.43942654567654565,0.2195818777840332,632,320,0,16,44,0.0,563,1.0,0.0
revocation,0.05,0.7,,ordered,0.5,3,45,2471,2471,0.2793073567857135,0.0,2591.457080424984,64.78642701062459,10,0,54.41638471838178,195.8592260340326,128.78126501968364,327.00072477936897,164.2844622467676,327.00072477936897,191.89686824369025,226.9939469183305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7714285714285715,0.5930615387322704,0.9,0.5159523809523809,0.21614382488227882,565,304,0,15,60,0.0,476,0.9,0.0
revocation,0.05,0.7,,ordered,0.5,4,46,2095,2095,0.2817576471742469,0.0,2177.8268485219187,54.445671213047966,10,0,45.56843672123286,172.08499897288448,118.03215059384159,285.84528860500797,141.4690494265641,257.89774185736104,181.57494944964816,216.28150093122537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8529411764705882,0.7405033660359046,1.0,0.45125000000000004,0.2456335538892803,870,445,0,25,72,0.0,765,1.0,0.0
revocation,0.05,0.7,,ordered,0.5,5,47,2276,2276,0.27467121497624747,0.0,2423.8522612815423,60.596306532038554,10,0,51.20741944945705,187.04920851719135,124.84819699281192,376.75884669775667,157.12041964336177,376.75884669775667,182.05890290919973,184.47590885239316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7441860465116279,0.5603177557771739,1.0,0.625550903774588,0.26039135082834325,724,446,0,22,54,0.0,645,1.0,0.0
revocation,0.05,0.7,,ordered,0.5,6,48,2520,2520,0.28506843487091926,0.0,2584.594886699609,64.61487216749023,10,0,53.782202549988405,194.5725827712688,131.04201534349554,348.4550402339336,158.2708605077352,250.19710329832128,222.57790985261497,261.6628257576702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8648648648648649,0.6982208489718118,1.0,0.3498023504273504,0.2781841110825405,513,244,0,16,47,0.0,433,1.0,0.0
revocation,0.05,0.7,,ordered,0.5,7,49,2523,2523,0.283852834572603,0.0,2604.206694186779,65.10516735466948,10,0,54.332549829022824,196.76457890517628,128.90248937648283,283.9667395091766,169.22267032038314,237.89589485261484,210.16503339927957,252.1244194387848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8378378378378378,0.6137302652196269,1.0,0.5736988304093568,0.18533846074025137,501,246,0,15,57,0.0,410,0.9,0.0
revocation,0.05,0.7,,ordered,0.5,8,50,2342,2342,0.28302165904587867,0.0,2425.6369276834844,60.64092319208711,10,0,50.67755669657299,188.27257771901043,131.4115180710389,354.023803417622,151.6761180570327,267.45474674378164,191.37874766625663,256.9177872189348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6913143384113745,1.0,0.3740757223942209,0.24974251632920258,714,320,0,23,40,0.0,645,1.0,0.0
revocation,0.05,0.7,,ordered,0.5,9,51,2400,2400,0.2788410221458121,0.0,2518.0681546282703,62.95170386570676,10,0,52.884357489066666,194.28009800609647,129.16378247145246,326.707087555364,179.50317210157812,167.95911971280364,202.5359550208826,247.64343635890495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.6996788649583681,1.0,0.45040584415584417,0.24052662609071765,666,329,0,22,39,0.0,597,0.9,0.0
revocation,0.05,0.7,,random,0.0,0,42,2757,2757,0.2907441017902606,0.0,2789.082729121073,69.72706822802682,10,0,57.7053743859138,201.11915234072404,142.90932457197079,386.7867741764734,160.28945458345956,254.79252448614304,210.17481882722223,292.243726296559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,0.19385294368194506,0.2,0.301078431372549,0.05289389887644186,204,74,0,9,170,1.3877787807814458e-18,24,0.0,0.0
revocation,0.05,0.7,,random,0.0,1,43,2882,2882,0.2848619738588753,0.0,2971.9914146696506,74.29978536674126,10,0,61.982100431460175,214.2722665907241,142.99318882566175,396.8476899913988,176.7345329002101,300.64614866018763,208.25906709896879,286.7051263734118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.07490317280758457,0.0,0.5195639834881322,0.008922841718425409,128,74,0,5,100,0.0,28,0.0,0.0
revocation,0.05,0.7,,random,0.0,2,44,2791,2791,0.285175551397052,0.0,2874.23141855559,71.85578546388976,10,0,59.90974760457607,205.18081863784778,153.37488859549575,331.50181703317594,173.32643789771046,285.38503509919076,203.6299306477862,261.41729662261906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,0.06176675618536084,0.0,0.6023819868856634,0.03222280136681058,180,110,0,8,159,0.0,21,0.0,0.0
revocation,0.05,0.7,,random,0.0,3,45,2846,2846,0.28719272793479855,0.0,2912.06692143257,72.80167303581425,10,0,60.53726239507547,209.18940925573784,150.06519403976432,377.5342403333028,168.210913504251,327.31856755934297,208.2624048226072,273.5238195749612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.1470044919889088,0.2,0.46942599067599067,0.052758380310997124,160,84,0,8,121,6.938893903907229e-19,35,0.0,0.0
revocation,0.05,0.7,,random,0.0,4,46,2834,2834,0.2888232075214273,0.0,2885.7140183570327,72.14285045892582,10,0,59.868059363442015,207.96912101715643,145.71802686579002,358.9929881497469,164.72773176933177,313.9410008277848,216.3233168465384,280.53025094062536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.13014667956157316,0.2,0.25164251125551435,0.06476746511477748,194,64,0,8,172,0.0,21,0.0,0.0
revocation,0.05,0.7,,random,0.0,5,47,2813,2813,0.2847142979917236,0.0,2902.373713655154,72.55934284137885,10,0,60.54334451926911,211.20775863461805,157.54675821964096,348.6963272682764,181.13080843497065,278.10793652269297,203.24828906461556,271.968255074524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.022096072471541807,0.2,0.5084042827657378,0.012749361272820336,214,97,0,11,191,0.0,15,0.0,0.0
revocation,0.05,0.7,,random,0.0,6,48,2867,2867,0.29023915632982755,0.0,2906.9420597724074,72.67355149431019,10,0,60.2012370521295,207.8776792380172,157.3402823970672,389.99901663928483,166.4068527712674,279.4321437551198,210.67840768752444,295.1125621549616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.10567112711849554,0.2,0.24421802054154992,0.039118144017952806,129,39,0,7,102,1.3877787807814458e-18,25,0.0,0.0
revocation,0.05,0.7,,random,0.0,7,49,2823,2823,0.2863629746771571,0.0,2896.5051148666766,72.41262787166691,10,0,60.282503378431535,211.11389880702527,160.46643560703222,352.5202096695915,176.80817489523557,311.00357813192306,199.29344633719052,269.9964571148628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.040592439433193836,0.6,0.6064917537527832,0.035242046263151604,209,116,0,9,185,6.938893903907229e-19,16,0.0,0.0
revocation,0.05,0.7,,random,0.0,8,50,2774,2774,0.2845150193097027,0.0,2862.9456261907303,71.57364065476825,10,0,59.72781253502135,206.86550910766928,153.42589952788146,346.2627780321558,167.33974993064913,322.50257431990775,200.71217922869678,270.7009189720968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.11167195864822421,0.7,0.4365767973856209,0.05558322305129042,229,115,0,8,164,6.938893903907229e-19,50,0.0,0.0
revocation,0.05,0.7,,random,0.0,9,51,2822,2822,0.2847885041460233,0.0,2912.3921094613183,72.80980273653296,10,0,60.75859145474451,212.26038447960468,156.10987702844216,377.46555806174126,176.7485948706469,295.2117736629144,211.60641621231272,277.6470428484689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.13264084333318366,0.5,0.39351347117794483,0.054629740558903385,218,91,0,9,177,2.0816681711721684e-18,32,0.0,0.0
revocation,0.05,0.7,,random,0.5,0,42,2757,2757,0.2907441017902606,0.0,2789.082729121073,69.72706822802682,10,0,57.7053743859138,201.11915234072404,142.90932457197079,386.7867741764734,160.28945458345956,254.79252448614304,210.17481882722223,292.243726296559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,0.19385294368194506,0.2,0.301078431372549,0.05289389887644186,204,74,0,9,170,1.3877787807814458e-18,24,0.0,0.0
