n,soft_brier_mean,soft_brier_std,binary_brier_mean,binary_brier_std,soft_ece_mean,soft_ece_std,binary_ece_mean,binary_ece_std
50,0.15140059807581685,0.012500151328376584,0.18289236111111104,0.023477389152292447,0.054481826158403746,0.005116056633363562,0.18289236111111104,0.023477389152292447
