able_rate,bond,default_rate,gift,involuntary_default_rate,mean_borrower_mana,mean_lender_loss,n,principal_sigma,rho,rho_star,strategic_default_rate,total_lender_loss,w_rep
0.99,0.0,0.215,5010.0,0.01,6598.32419140975,1633.3996916691494,200,0.3,0.6,0.5145631067961165,0.205,326679.93833382986,2500.0
0.395,0.0,0.63,0.0,0.605,3409.0694851076382,3454.144985367037,200,0.3,0.7,0.5145631067961165,0.025,690828.9970734074,2500.0
0.99,0.0,0.05,5010.0,0.01,5429.592029719169,464.6675299785675,200,0.3,0.7,0.5145631067961165,0.04,92933.5059957135,2500.0
0.395,0.0,0.605,0.0,0.605,3165.9740499190534,3211.0495501784526,200,0.3,0.8,0.5145631067961165,0.0,642209.9100356905,2500.0
0.99,0.0,0.01,5010.0,0.01,5047.6669969576815,82.74249721708128,200,0.3,0.8,0.5145631067961165,0.0,16548.499443416255,2500.0
0.395,0.0,0.605,0.0,0.605,3165.9740499190534,3211.0495501784526,200,0.3,0.9,0.5145631067961165,0.0,642209.9100356905,2500.0
0.99,0.0,0.01,5010.0,0.01,5047.6669969576815,82.74249721708128,200,0.3,0.9,0.5145631067961165,0.0,16548.499443416255,2500.0
0.395,0.0,0.605,0.0,0.605,968.5228576708083,1013.5983579302073,200,0.3,1.0,0.5145631067961165,0.0,202719.67158604146,2500.0
0.99,0.0,0.01,5010.0,0.01,4967.184274181805,2.259774441203863,200,0.3,1.0,0.5145631067961165,0.0,451.95488824077256,2500.0
0.395,0.0,0.785,0.0,0.605,4323.05801976768,4368.133520027079,200,0.3,0.0,0.029126213592232997,0.18,873626.7040054158,5000.0
0.99,0.0,0.515,5010.0,0.01,8248.914503693568,3283.990003952966,200,0.3,0.0,0.029126213592232997,0.505,656798.0007905932,5000.0
0.395,0.0,0.73,0.0,0.605,4033.9752867645775,4079.0507870239776,200,0.3,0.1,0.029126213592232997,0.125,815810.1574047955,5000.0
0.99,0.0,0.335,5010.0,0.01,7300.353932035732,2335.4294322951305,200,0.3,0.1,0.029126213592232997,0.325,467085.88645902614,5000.0
0.395,0.0,0.67,0.0,0.605,3682.9074857576425,3727.982986017041,200,0.3,0.2,0.029126213592232997,0.065,745596.5972034083,5000.0
0.99,0.0,0.215,5010.0,0.01,6598.32419140975,1633.3996916691494,200,0.3,0.2,0.029126213592232997,0.205,326679.93833382986,5000.0
0.395,0.0,0.635,0.0,0.605,3445.7454929582536,3490.8209932176524,200,0.3,0.3,0.029126213592232997,0.03,698164.1986435305,5000.0
0.99,0.0,0.12,5010.0,0.01,5969.294184359008,1004.3696846184072,200,0.3,0.3,0.029126213592232997,0.11,200873.93692368144,5000.0
0.395,0.0,0.63,0.0,0.605,3409.0694851076382,3454.144985367037,200,0.3,0.4,0.029126213592232997,0.025,690828.9970734074,5000.0
0.99,0.0,0.05,5010.0,0.01,5429.592029719169,464.6675299785675,200,0.3,0.4,0.029126213592232997,0.04,92933.5059957135,5000.0
0.395,0.0,0.615,0.0,0.605,3277.2098315521375,3322.285331811537,200,0.3,0.5,0.029126213592232997,0.01,664457.0663623074,5000.0
0.99,0.0,0.02,5010.0,0.01,5158.9027785907665,193.97827885016596,200,0.3,0.5,0.029126213592232997,0.01,38795.65577003319,5000.0
0.395,0.0,0.605,0.0,0.605,3165.9740499190534,3211.0495501784526,200,0.3,0.6,0.029126213592232997,0.0,642209.9100356905,5000.0
0.99,0.0,0.01,5010.0,0.01,5047.6669969576815,82.74249721708128,200,0.3,0.6,0.029126213592232997,0.0,16548.499443416255,5000.0
0.395,0.0,0.605,0.0,0.605,3165.9740499190534,3211.0495501784526,200,0.3,0.7,0.029126213592232997,0.0,642209.9100356905,5000.0
0.99,0.0,0.01,5010.0,0.01,5047.6669969576815,82.74249721708128,200,0.3,0.7,0.029126213592232997,0.0,16548.499443416255,5000.0
0.395,0.0,0.605,0.0,0.605,3165.9740499190534,3211.0495501784526,200,0.3,0.8,0.029126213592232997,0.0,642209.9100356905,5000.0
0.99,0.0,0.01,5010.0,0.01,5047.6669969576815,82.74249721708128,200,0.3,0.8,0.029126213592232997,0.0,16548.499443416255,5000.0
0.395,0.0,0.605,0.0,0.605,3165.9740499190534,3211.0495501784526,200,0.3,0.9,0.029126213592232997,0.0,642209.9100356905,5000.0
0.99,0.0,0.01,5010.0,0.01,5047.6669969576815,82.74249721708128,200,0.3,0.9,0.029126213592232997,0.0,16548.499443416255,5000.0
0.395,0.0,0.605,0.0,0.605,968.5228576708083,1013.5983579302073,200,0.3,1.0,0.029126213592232997,0.0,202719.67158604146,5000.0
0.99,0.0,0.01,5010.0,0.01,4967.184274181805,2.259774441203863,200,0.3,1.0,0.029126213592232997,0.0,451.95488824077256,5000.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.0,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.0,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.1,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.1,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.2,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.2,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.3,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.3,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.4,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.4,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.5,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.5,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.6,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.6,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.7,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.7,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.8,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.8,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.9,1.0,0.395,540218.0336195915,0.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.9,1.0,0.99,534021.8765223019,0.0
0.395,2500.0,0.605,0.0,0.605,3487.493973342043,1013.5983579302073,200,0.3,1.0,1.0,0.0,202719.67158604146,0.0
0.99,2500.0,0.01,5010.0,0.01,7486.155389853039,2.259774441203863,200,0.3,1.0,1.0,0.0,451.95488824077256,0.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.0,0.8113207547169812,0.395,540218.0336195915,500.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.0,0.8113207547169812,0.99,534021.8765223019,500.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.1,0.8113207547169812,0.395,540218.0336195915,500.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.1,0.8113207547169812,0.99,534021.8765223019,500.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.2,0.8113207547169812,0.395,540218.0336195915,500.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.2,0.8113207547169812,0.99,534021.8765223019,500.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.3,0.8113207547169812,0.395,540218.0336195915,500.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.3,0.8113207547169812,0.99,534021.8765223019,500.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.4,0.8113207547169812,0.395,540218.0336195915,500.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.4,0.8113207547169812,0.99,534021.8765223019,500.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.5,0.8113207547169812,0.395,540218.0336195915,500.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.5,0.8113207547169812,0.99,534021.8765223019,500.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.6,0.8113207547169812,0.395,540218.0336195915,500.0
0.99,2500.0,0.995,5010.0,0.01,10148.14001246268,2664.244397050844,200,0.3,0.6,0.8113207547169812,0.985,532848.8794101687,500.0
0.395,2500.0,0.945,0.0,0.605,5091.629092766944,2617.7334773551074,200,0.3,0.7,0.8113207547169812,0.34,523546.69547102146,500.0
0.99,2500.0,0.91,5010.0,0.01,10021.648919946227,2537.75330453439,200,0.3,0.7,0.8113207547169812,0.9,507550.660906878,500.0
0.395,2500.0,0.785,0.0,0.605,4752.556755863675,2278.661140451838,200,0.3,0.8,0.8113207547169812,0.18,455732.22809036763,500.0
0.99,2500.0,0.535,5010.0,0.01,9224.669524715724,1740.7739093038895,200,0.3,0.8,0.8113207547169812,0.525,348154.7818607779,500.0
0.395,2500.0,0.615,0.0,0.605,4214.401862898395,1740.5062474865597,200,0.3,0.9,0.8113207547169812,0.01,348101.24949731195,500.0
0.99,2500.0,0.025,5010.0,0.01,7609.174388947428,125.27877353559217,200,0.3,0.9,0.8113207547169812,0.015,25055.754707118434,500.0
0.395,2500.0,0.605,0.0,0.605,3487.493973342043,1013.5983579302073,200,0.3,1.0,0.8113207547169812,0.0,202719.67158604146,500.0
0.99,2500.0,0.01,5010.0,0.01,7486.155389853039,2.259774441203863,200,0.3,1.0,0.8113207547169812,0.0,451.95488824077256,500.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.0,0.6226415094339622,0.395,540218.0336195915,1000.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.0,0.6226415094339622,0.99,534021.8765223019,1000.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.1,0.6226415094339622,0.395,540218.0336195915,1000.0
0.99,2500.0,1.0,5010.0,0.01,10154.004998023345,2670.10938261151,200,0.3,0.1,0.6226415094339622,0.99,534021.8765223019,1000.0
0.395,2500.0,1.0,0.0,0.605,5174.985783509794,2701.0901680979573,200,0.3,0.2,0.6226415094339622,0.395,540218.0336195915,1000.0
0.99,2500.0,0.995,5010.0,0.01,10148.14001246268,2664.244397050844,200,0.3,0.2,0.6226415094339622,0.985,532848.8794101687,1000.0
0.395,2500.0,0.985,0.0,0.605,5155.337056277133,2681.4414408652974,200,0.3,0.3,0.6226415094339622,0.38,536288.2881730595,1000.0
0.99,2500.0,0.965,5010.0,0.01,10108.170932176923,2624.2753167650867,200,0.3,0.3,0.6226415094339622,0.955,524855.0633530173,1000.0
0.395,2500.0,0.945,0.0,0.605,5091.629092766944,2617.7334773551074,200,0.3,0.4,0.6226415094339622,0.34,523546.69547102146,1000.0
0.99,2500.0,0.91,5010.0,0.01,10021.648919946227,2537.75330453439,200,0.3,0.4,0.6226415094339622,0.9,507550.660906878,1000.0
0.395,2500.0,0.895,0.0,0.605,4999.813422797315,2525.9178073854796,200,0.3,0.5,0.6226415094339622,0.29,505183.56147709594,1000.0
0.99,2500.0,0.785,5010.0,0.01,9791.525486484757,2307.629871072921,200,0.3,0.5,0.6226415094339622,0.775,461525.9742145842,1000.0
0.395,2500.0,0.785,0.0,0.605,4752.556755863675,2278.661140451838,200,0.3,0.6,0.6226415094339622,0.18,455732.22809036763,1000.0
0.99,2500.0,0.535,5010.0,0.01,9224.669524715724,1740.7739093038895,200,0.3,0.6,0.6226415094339622,0.525,348154.7818607779,1000.0
0.395,2500.0,0.67,0.0,0.605,4423.158908266276,1949.2632928544406,200,0.3,0.7,0.6226415094339622,0.065,389852.6585708881,1000.0
0.99,2500.0,0.18,5010.0,0.01,8210.226534590818,726.3309191789813,200,0.3,0.7,0.6226415094339622,0.17,145266.18383579626,1000.0
0.395,2500.0,0.615,0.0,0.605,4214.401862898395,1740.5062474865597,200,0.3,0.8,0.6226415094339622,0.01,348101.24949731195,1000.0
0.99,2500.0,0.025,5010.0,0.01,7609.174388947428,125.27877353559217,200,0.3,0.8,0.6226415094339622,0.015,25055.754707118434,1000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.9,0.6226415094339622,0.0,336653.68362050905,1000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.9,0.6226415094339622,0.0,8515.247286418075,1000.0
0.395,2500.0,0.605,0.0,0.605,3487.493973342043,1013.5983579302073,200,0.3,1.0,0.6226415094339622,0.0,202719.67158604146,1000.0
0.99,2500.0,0.01,5010.0,0.01,7486.155389853039,2.259774441203863,200,0.3,1.0,0.6226415094339622,0.0,451.95488824077256,1000.0
0.395,2500.0,0.785,0.0,0.605,4752.556755863675,2278.661140451838,200,0.3,0.0,0.05660377358490565,0.18,455732.22809036763,2500.0
0.99,2500.0,0.535,5010.0,0.01,9224.669524715724,1740.7739093038895,200,0.3,0.0,0.05660377358490565,0.525,348154.7818607779,2500.0
0.395,2500.0,0.75,0.0,0.605,4659.987516152581,2186.0919007407447,200,0.3,0.1,0.05660377358490565,0.145,437218.3801481489,2500.0
0.99,2500.0,0.385,5010.0,0.01,8826.068569283336,1342.1729538715,200,0.3,0.1,0.05660377358490565,0.375,268434.59077430004,2500.0
0.395,2500.0,0.685,0.0,0.605,4470.709501825813,1996.8138864139776,200,0.3,0.2,0.05660377358490565,0.08,399362.7772827955,2500.0
0.99,2500.0,0.245,5010.0,0.01,8419.581144956115,935.6855295442788,200,0.3,0.2,0.05660377358490565,0.235,187137.10590885577,2500.0
0.395,2500.0,0.65,0.0,0.605,4355.179327909329,1881.2837124974933,200,0.3,0.3,0.05660377358490565,0.045,376256.74249949865,2500.0
0.99,2500.0,0.145,5010.0,0.01,8090.950278050359,607.0546626385233,200,0.3,0.3,0.05660377358490565,0.135,121410.93252770466,2500.0
0.395,2500.0,0.63,0.0,0.605,4282.251975892973,1808.3563604811372,200,0.3,0.4,0.05660377358490565,0.025,361671.27209622745,2500.0
0.99,2500.0,0.06,5010.0,0.01,7765.638419730602,281.7428043187665,200,0.3,0.4,0.05660377358490565,0.05,56348.5608637533,2500.0
0.395,2500.0,0.615,0.0,0.605,4214.401862898395,1740.5062474865597,200,0.3,0.5,0.05660377358490565,0.01,348101.24949731195,2500.0
0.99,2500.0,0.025,5010.0,0.01,7609.174388947428,125.27877353559217,200,0.3,0.5,0.05660377358490565,0.015,25055.754707118434,2500.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.6,0.05660377358490565,0.0,336653.68362050905,2500.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.6,0.05660377358490565,0.0,8515.247286418075,2500.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.7,0.05660377358490565,0.0,336653.68362050905,2500.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.7,0.05660377358490565,0.0,8515.247286418075,2500.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.8,0.05660377358490565,0.0,336653.68362050905,2500.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.8,0.05660377358490565,0.0,8515.247286418075,2500.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.9,0.05660377358490565,0.0,336653.68362050905,2500.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.9,0.05660377358490565,0.0,8515.247286418075,2500.0
0.395,2500.0,0.605,0.0,0.605,3487.493973342043,1013.5983579302073,200,0.3,1.0,0.05660377358490565,0.0,202719.67158604146,2500.0
0.99,2500.0,0.01,5010.0,0.01,7486.155389853039,2.259774441203863,200,0.3,1.0,0.05660377358490565,0.0,451.95488824077256,2500.0
0.395,2500.0,0.615,0.0,0.605,4214.401862898395,1740.5062474865597,200,0.3,0.0,0.0,0.01,348101.24949731195,5000.0
0.99,2500.0,0.025,5010.0,0.01,7609.174388947428,125.27877353559217,200,0.3,0.0,0.0,0.015,25055.754707118434,5000.0
0.395,2500.0,0.61,0.0,0.605,4187.4449502442085,1713.5493348323728,200,0.3,0.1,0.0,0.005,342709.86696647457,5000.0
0.99,2500.0,0.015,5010.0,0.01,7556.752768573754,72.85715316191813,200,0.3,0.1,0.0,0.005,14571.430632383628,5000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.2,0.0,0.0,336653.68362050905,5000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.2,0.0,0.0,8515.247286418075,5000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.3,0.0,0.0,336653.68362050905,5000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.3,0.0,0.0,8515.247286418075,5000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.4,0.0,0.0,336653.68362050905,5000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.4,0.0,0.0,8515.247286418075,5000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.5,0.0,0.0,336653.68362050905,5000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.5,0.0,0.0,8515.247286418075,5000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.6,0.0,0.0,336653.68362050905,5000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.6,0.0,0.0,8515.247286418075,5000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.7,0.0,0.0,336653.68362050905,5000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.7,0.0,0.0,8515.247286418075,5000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.8,0.0,0.0,336653.68362050905,5000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.8,0.0,0.0,8515.247286418075,5000.0
0.395,2500.0,0.605,0.0,0.605,4157.164033514381,1683.2684181025452,200,0.3,0.9,0.0,0.0,336653.68362050905,5000.0
0.99,2500.0,0.01,5010.0,0.01,7526.471851843926,42.576236432090376,200,0.3,0.9,0.0,0.0,8515.247286418075,5000.0
0.395,2500.0,0.605,0.0,0.605,3487.493973342043,1013.5983579302073,200,0.3,1.0,0.0,0.0,202719.67158604146,5000.0
0.99,2500.0,0.01,5010.0,0.01,7486.155389853039,2.259774441203863,200,0.3,1.0,0.0,0.0,451.95488824077256,5000.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.0,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.0,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.1,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.1,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.2,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.2,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.3,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.3,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.4,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.4,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.5,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.5,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.6,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.6,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.7,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.7,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.8,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.8,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.9,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.9,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,1.0,0.0,0.0,202719.67158604146,0.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,1.0,0.0,0.0,451.95488824077256,0.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.0,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.0,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.1,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.1,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.2,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.2,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.3,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.3,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.4,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.4,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.5,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.5,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.6,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.6,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.7,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.7,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.8,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.8,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.9,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.9,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,1.0,0.0,0.0,202719.67158604146,500.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,1.0,0.0,0.0,451.95488824077256,500.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.0,0.0,0.0,202719.67158604146,1000.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.0,0.0,0.0,451.95488824077256,1000.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.1,0.0,0.0,202719.67158604146,1000.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.1,0.0,0.0,451.95488824077256,1000.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.2,0.0,0.0,202719.67158604146,1000.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.2,0.0,0.0,451.95488824077256,1000.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.3,0.0,0.0,202719.67158604146,1000.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.3,0.0,0.0,451.95488824077256,1000.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.4,0.0,0.0,202719.67158604146,1000.0
0.99,5150.0,0.01,5010.0,0.01,10156.264772464549,2.259774441203863,200,0.3,0.4,0.0,0.0,451.95488824077256,1000.0
0.395,5150.0,0.605,0.0,0.605,6157.603355953552,1013.5983579302073,200,0.3,0.5,0.0,0.0,202719.67158604146,1000.0
